
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending November 24, 2007 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	30	46	256	2,058	2,144	9	8	35	406	378	61	204	310	9,422	8,582						
NEW ENGLAND	-	2	12	89	120	-	0	3	11	5	4	5	14	240	187						
Conn.	-	1	5	50	91	-	0	2	4	-	2	0	10	32	48						
Maine	-	0	2	9	7	-	0	2	2	1	-	0	2	9	8						
Mass.	-	0	0	-	-	-	0	0	-	-	1	3	8	144	106						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	3	26	11						
R.I.	-	0	4	15	11	-	0	1	3	1	1	0	5	27	12						
Vt.	-	0	2	15	11	-	0	1	2	3	-	0	1	2	2						
MID. ATLANTIC	-	2	9	111	141	1	0	5	24	22	9	29	45	1,364	1,039						
N.J.	-	0	0	-	-	-	0	0	-	-	-	4	8	188	158						
N.Y. (Upstate)	-	1	5	37	47	1	0	4	8	9	-	3	14	123	134						
N.Y. City	-	0	0	-	-	-	0	0	-	-	8	18	35	826	504						
Pa.	-	1	6	74	94	-	0	2	16	13	1	5	10	227	243						
E.N. CENTRAL	7	10	40	500	449	2	2	8	98	76	7	15	25	709	805						
Ill.	-	0	8	54	23	-	0	5	30	6	-	7	14	324	388						
Ind.	-	3	31	124	125	-	0	5	23	21	-	1	6	53	87						
Mich.	-	0	1	2	16	-	0	1	1	2	-	2	9	103	104						
Ohio	7	5	38	320	285	2	1	5	44	47	7	4	9	179	164						
Wis.	N	0	0	N	N	-	0	0	-	-	-	1	4	50	62						
