
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending November 27, 2004 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Giardiasis cummulative for 2004
Giardiasis cummulative for 2003
Gonorrhea cummulative for 2004
Gonorrhea cummulative for 2003

tab delimited data:
test
UNITED STATES	2,233	2,424	245	226	160	142	16,396	17,386	275,940	299,306											
NEW ENGLAND	150	142	41	42	16	13	1,548	1,475	6,077	6,601											
Maine	10	10	-	3	-	-	115	170	198	200											
N.H.	21	18	5	3	-	-	44	38	112	114											
Vt.	12	16	-	-	-	-	155	113	76	81											
Mass.	65	63	10	8	16	13	681	765	2,794	2,641											
R.I.	9	1	1	-	-	-	107	106	754	865											
Conn.	33	34	25	28	-	-	446	283	2,143	2,700											
MID. ATLANTIC	268	234	56	23	28	33	3,428	3,448	30,890	37,270											
Upstate N.Y.	120	87	41	12	13	17	1,265	951	6,496	7,132											
N.Y. City	35	7	-	-	-	-	864	1,099	9,402	12,306											
N.J.	44	31	4	2	5	-	365	468	5,255	7,261											
Pa.	69	109	11	9	10	16	934	930	9,737	10,571											
E.N. CENTRAL	404	546	37	30	28	19	2,357	2,994	57,043	63,514											
Ohio	94	127	9	16	20	19	727	830	16,557	20,520											
Ind.	51	79	-	-	-	-	-	-	5,878	6,044											
Ill.	64	120	2	2	1	-	475	862	16,868	19,580											
Mich.	83	88	9	-	7	-	681	721	13,719	12,267											
Wis.	112	132	17	12	-	-	474	581	4,021	5,103											
W.N. CENTRAL	468	431	37	51	17	20	1,948	1,923	15,256	15,795											
Minn.	111	128	18	21	1	1	752	735	2,640	2,764											
Iowa	121	102	-	-	-	-	278	253	1,042	1,097											
Mo.	84	79	13	17	7	1	496	480	8,081	7,880											
N. Dak.	15	13	-	4	7	8	22	39	89	91											
S. Dak.	31	28	2	4	-	-	58	73	253	198											
Nebr.	67	48	4	5	-	-	146	135	940	1,444											
Kans.	39	33	-	-	2	10	196	208	2,211	2,321											
S. ATLANTIC	158	136	38	44	60	40	2,446	2,491	68,553	73,631											
Del.	2	11	N	N	N	N	39	45	803	1,032											
Md.	20	13	5	3	4	1	119	110	7,282	7,117											
D.C.	1	1	-	-	-	-	60	47	2,268	2,271											
Va.	35	36	17	13	-	-	482	327	7,546	8,198											
W. Va.	2	5	-	-	-	-	40	40	814	775											
N.C.	-	-	-	-	44	32	N	N	13,152	13,764											
S.C.	7	2	-	-	-	-	52	128	8,628	7,684											
Ga.	21	26	9	7	-	-	649	779	11,811	16,013											
Fla.	70	42	7	21	12	7	1,005	1,015	16,249	16,777											
E.S. CENTRAL	88	78	4	2	9	6	336	363	21,902	25,078											
Ky.	25	25	2	2	6	6	N	N	2,388	3,268											
Tenn.	31	33	2	-	3	-	157	168	7,467	7,663											
Ala.	23	16	-	-	-	-	179	195	6,060	8,365											
Miss.	9	4	-	-	-	-	-	-	5,987	5,782											
W.S. CENTRAL	66	91	2	4	2	4	299	277	36,466	40,060											
Ark.	14	12	1	-	-	-	116	139	3,174	3,829											
La.	4	3	-	-	-	-	46	13	9,551	10,588											
Okla.	17	28	-	-	-	-	137	125	3,948	4,237											
Tex.	31	48	1	4	2	4	N	N	19,793	21,406											
MOUNTAIN	235	303	29	26	-	7	1,395	1,468	9,521	9,452											
Mont.	16	16	-	-	-	-	76	101	62	103											
Idaho	50	78	16	15	-	-	181	187	88	65											
Wyo.	9	4	5	1	-	-	22	21	58	39											
Colo.	50	64	2	4	-	7	480	420	2,432	2,582											
N. Mex.	9	13	2	5	-	-	62	49	736	1,056											
Ariz.	25	37	N	N	N	N	165	225	3,482	3,332											
Utah	49	68	3	-	-	-	301	333	485	356											
Nev.	27	23	1	1	-	-	108	132	2,178	1,919											
PACIFIC	396	463	1	4	-	-	2,639	2,947	30,232	27,905											
Wash.	139	111	-	1	-	-	356	335	2,481	2,459											
Oreg.	66	100	1	3	-	-	411	379	1,116	898											
Calif.	180	239	-	-	-	-	1,718	2,069	25,093	22,920											
Alaska	1	5	-	-	-	-	84	83	467	507											
Hawaii	10	8	-	-	-	-	70	81	1,075	1,121											
Guam	N	N	-	-	-	-	-	2	-	63											
P.R.	1	2	-	-	-	-	119	314	226	249											
V.I.	-	-	-	-	-	-	-	-	80	82											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	3	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


