
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending April 15, 2000 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2000
Shigellosis NETSS cummulative for 1999
Shigellosis PHLIS cummulative for 2000
Shigellosis PHLIS cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 1999
Tuberculosis cummulative for 2000
Tuberculosis cummulative for 1999

tab delimited data:
test
UNITED STATES	3,652	3,417	1,605	1,987	1,652	1,929	2,525	3,740													
NEW ENGLAND	78	82	59	78	24	23	83	103													
Maine	2	1	-	-	-	-	-	6													
N.H.	1	5	1	5	-	-	2	-													
Vt.	1	4	-	3	-	1	-	-													
Mass.	54	52	39	50	20	13	58	50													
R.I.	7	12	7	8	1	1	7	15													
Conn.	13	8	12	12	3	8	16	32													
MID. ATLANTIC	340	286	308	160	47	87	541	614													
Upstate N.Y.	201	61	94	20	4	7	47	67													
N.Y. City	110	95	155	81	8	34	322	282													
N.J.	-	84	27	59	11	20	140	137													
Pa.	29	46	32	-	24	26	32	128													
E.N. CENTRAL	596	578	209	298	382	309	305	316													
Ohio	46	182	30	27	22	26	44	68													
Ind.	99	22	10	9	138	89	19	19													
Ill.	192	220	2	200	114	136	190	142													
Mich.	213	75	161	48	88	49	30	66													
Wis.	46	79	6	14	20	9	22	21													
W.N. CENTRAL	262	209	159	156	19	48	125	127													
Minn.	47	29	58	30	2	5	49	54													
Iowa	48	2	21	3	8	3	11	6													
Mo.	131	131	67	105	5	33	48	49													
N. Dak.	1	1	-	2	-	-	-	1													
S. Dak.	1	4	-	3	-	-	3	3													
Nebr.	18	14	8	6	2	4	3	4													
Kans.	16	28	5	7	2	3	11	10													
S. ATLANTIC	517	559	105	126	528	693	524	699													
Del.	3	7	2	2	2	1	-	5													
Md.	29	35	9	6	93	141	62	64													
D.C.	-	20	U	U	17	39	2	14													
Va.	16	19	15	5	39	51	46	44													
W. Va.	2	3	2	1	1	2	10	12													
N.C.	33	69	16	35	159	154	83	93													
S.C.	5	31	4	11	11	74	18	96													
Ga.	62	58	25	21	95	123	128	152													
Fla.	367	317	32	45	111	108	175	219													
E.S. CENTRAL	188	349	87	192	237	334	174	225													
Ky.	36	34	21	24	27	35	30	30													
Tenn.	99	247	63	150	148	161	67	76													
Ala.	9	41	1	17	39	86	77	86													
Miss.	44	27	2	1	23	52	-	33													
W.S. CENTRAL	366	545	334	247	239	286	60	559													
Ark.	60	38	3	21	24	26	39	28													
La.	19	47	50	36	61	62	-	U													
Okla.	8	137	6	38	55	66	21	26													
Tex.	279	323	275	152	99	132	-	505													
MOUNTAIN	274	201	98	115	52	56	108	127													
Mont.	1	3	-	-	-	-	4	-													
Idaho	24	3	-	3	-	-	2	-													
Wyo.	1	2	1	1	-	-	-	-													
Colo.	38	38	21	27	1	-	14	U													
N. Mex.	31	27	15	17	7	1	17	19													
Ariz.	113	105	43	50	42	54	44	64													
Utah	15	14	18	14	-	1	8	12													
Nev.	51	9	-	3	2	-	19	32													
PACIFIC	1,031	608	246	615	124	93	605	970													
Wash.	192	24	188	37	16	16	49	48													
Oreg.	80	18	49	19	2	1	-	26													
Calif.	739	550	-	544	106	74	513	837													
Alaska	7	-	1	-	-	1	16	15													
Hawaii	13	16	8	15	-	1	27	44													
Guam	-	3	U	U	-	-	-	-													
P.R.	1	21	U	U	29	62	-	41													
V.I.	-	U	U	U	-	U	-	U													
Amer. Samoa	-	U	U	U	-	U	-	U													
C.N.M.I.	-	U	U	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


