
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending December 10, 2005 (WEEK 49)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	3,997	4,088	2,049	2,118	870	776	7,559	7,340	252	364											
NEW ENGLAND	162	268	111	164	66	108	202	175	1	4											
Maine	12	14	N	N	1	7	1	2	-	-											
N.H.	15	19	-	-	5	N	14	4	-	3											
Vt.	10	10	13	8	6	3	1	-	-	-											
Mass.	116	117	82	53	53	61	121	108	-	-											
R.I.	9	21	16	20	1	8	20	25	-	1											
Conn.	U	87	U	83	U	29	45	36	1	-											
MID. ATLANTIC	808	676	184	149	137	120	934	938	33	34											
Upstate N.Y.	244	219	72	62	60	82	81	92	7	4											
N.Y. City	150	115	U	U	20	U	573	589	5	15											
N.J.	157	136	N	N	27	11	123	141	21	14											
Pa.	257	206	112	87	30	27	157	116	-	1											
E.N. CENTRAL	809	915	571	471	265	186	802	839	33	58											
Ohio	182	213	340	326	78	79	202	225	1	2											
Ind.	96	94	179	145	50	42	57	57	1	3											
Ill.	168	239	15	-	61	15	428	354	12	22											
Mich.	298	280	37	N	52	N	80	174	15	30											
Wis.	65	89	N	N	24	50	35	29	4	1											
W.N. CENTRAL	253	290	43	21	95	102	219	147	5	5											
Minn.	102	137	-	-	60	67	54	26	1	1											
Iowa	N	N	N	N	-	N	4	5	-	-											
Mo.	62	61	35	16	9	14	135	87	4	2											
N. Dak.	12	12	3	-	4	4	1	-	-	-											
S. Dak.	20	20	3	5	-	-	1	-	-	-											
Nebr.	21	20	2	-	7	9	5	6	-	-											
Kans.	36	40	N	N	15	8	19	23	-	2											
S. ATLANTIC	881	818	805	1,049	80	60	1,944	1,855	39	59											
Del.	6	3	2	4	-	N	10	8	-	1											
Md.	191	144	-	-	54	43	299	349	13	9											
D.C.	11	10	17	9	3	4	90	64	-	1											
Va.	88	67	N	N	-	N	130	94	4	3											
W. Va.	22	26	111	107	23	13	4	3	-	-											
N.C.	118	122	N	N	U	U	251	182	10	12											
S.C.	30	51	-	83	-	N	81	113	4	12											
Ga.	175	188	137	294	-	N	393	361	1	5											
Fla.	240	207	538	552	-	N	686	681	7	16											
E.S. CENTRAL	164	204	169	153	13	16	447	380	27	22											
Ky.	32	60	30	30	N	N	50	47	-	1											
Tenn.	132	144	139	121	-	N	201	124	20	8											
Ala.	-	-	-	-	-	N	152	157	6	11											
Miss.	-	-	-	2	13	16	44	52	1	2											
W.S. CENTRAL	243	319	105	81	155	146	1,182	1,175	71	74											
Ark.	22	16	15	10	18	8	46	46	1	4											
La.	7	2	90	71	24	31	235	314	12	8											
Okla.	107	64	N	N	34	44	38	25	1	2											
Tex.	107	237	N	N	79	63	863	790	57	60											
MOUNTAIN	568	471	61	29	50	35	352	373	17	46											
Mont.	-	-	-	-	-	-	5	4	-	-											
Idaho	3	9	N	N	-	N	20	22	1	2											
Wyo.	5	10	23	11	-	-	-	3	-	-											
Colo.	197	108	N	N	49	35	40	61	1	2											
N. Mex.	43	89	-	N	-	-	47	79	2	2											
Ariz.	240	211	N	N	-	N	156	154	12	39											
Utah	79	39	36	16	1	-	6	11	-	1											
Nev.	1	5	2	2	-	-	78	39	1	-											
PACIFIC	109	127	-	1	9	3	1,477	1,458	26	62											
Wash.	N	N	N	N	N	N	144	136	-	-											
Oreg.	N	N	N	N	6	N	35	27	-	-											
Calif.	-	-	N	N	N	N	1,280	1,283	26	62											
Alaska	-	-	-	-	-	N	6	5	-	-											
Hawaii	109	127	-	1	3	3	12	7	-	-											
Guam	-	-	-	-	-	-	-	2	-	-											
P.R.	N	N	N	N	-	N	203	159	9	5											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


