
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 29, 2006 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	11,690	18,654	34,581	293,165	309,911	301	109	1,577	2,990	1,244	32	71	852	728	622						
NEW ENGLAND	440	633	1,533	9,114	8,681	-	0	0	-	-	2	5	34	45	43						
Conn.	-	168	1,197	1,862	1,210	N	0	0	N	N	-	0	14	6	4						
Maine	38	41	74	675	719	N	0	0	N	N	-	0	3	10	4						
Mass.	306	285	432	4,962	4,684	-	0	0	-	-	2	2	15	21	13						
N.H.	18	30	64	109	616	-	0	0	-	-	-	1	3	6	5						
R.I.	57	65	99	1,088	1,112	-	0	0	-	-	-	0	6	-	1						
Vt.	21	19	43	418	340	N	0	0	N	N	-	0	5	2	16						
MID. ATLANTIC	1,627	2,260	3,697	35,976	37,620	-	0	0	-	-	3	10	598	104	88						
N.J.	193	351	526	4,205	5,889	N	0	0	N	N	-	0	8	1	7						
N.Y. (Upstate)	425	502	1,728	7,112	7,016	N	0	0	N	N	-	4	562	29	20						
N.Y. City	483	703	1,615	12,089	12,381	N	0	0	N	N	-	2	15	13	26						
Pa.	526	715	1,069	12,570	12,334	N	0	0	N	N	3	4	21	61	35						
E.N. CENTRAL	1,666	3,247	12,510	53,801	51,709	1	0	3	12	3	3	13	162	144	135						
Ill.	976	954	1,792	14,204	14,310	-	0	0	-	-	-	1	16	9	17						
Ind.	-	390	553	6,084	6,651	N	0	0	N	N	1	1	13	11	8						
Mich.	542	624	9,885	16,755	8,272	1	0	3	7	3	-	2	7	26	19						
Ohio	121	805	1,445	10,518	15,810	-	0	1	5	-	2	5	109	67	40						
Wis.	27	402	531	6,240	6,666	N	0	0	N	N	-	4	38	31	51						
W.N. CENTRAL	644	1,123	1,449	17,745	19,271	-	0	12	-	3	6	9	51	112	80						
Iowa	119	144	225	2,708	2,332	N	0	0	N	N	-	1	11	8	16						
Kans.	156	151	269	2,678	2,415	N	0	0	N	N	2	1	5	19	8						
Minn.	-	231	298	2,842	4,155	-	0	12	-	3	4	3	22	48	19						
Mo.	201	434	525	6,501	7,319	-	0	1	-	-	-	2	37	23	28						
Nebr.	83	98	176	1,665	1,682	N	0	1	N	N	-	0	3	3	1						
N. Dak.	-	30	50	472	452	N	0	0	N	N	-	0	1	1	-						
S. Dak.	85	52	117	879	916	N	0	0	N	N	-	0	4	10	8						
S. ATLANTIC	2,066	3,247	4,833	53,185	58,374	-	0	1	2	-	11	15	54	203	126						
Del.	64	68	92	1,179	1,090	N	0	0	N	N	-	0	2	-	-						
D.C.	40	62	101	673	1,304	-	0	0	-	-	-	0	3	5	1						
Fla.	696	865	1,085	14,830	13,980	N	0	0	N	N	7	6	28	79	46						
Ga.	1	600	2,070	5,585	9,699	-	0	0	-	-	4	3	12	68	36						
Md.	298	358	525	5,826	5,667	-	0	1	2	-	-	0	4	7	6						
N.C.	-	569	1,743	11,111	11,501	N	0	0	N	N	-	1	10	25	15						
S.C.	388	251	1,306	5,925	6,625	-	0	0	-	-	-	0	4	4	8						
Va.	507	425	840	6,851	7,756	N	0	0	N	N	-	1	8	13	10						
W. Va.	72	55	224	1,205	752	N	0	0	N	N	-	0	3	2	4						
E.S. CENTRAL	1,013	1,376	2,188	22,836	22,142	-	0	0	-	-	-	3	21	22	12						
Ala.	-	351	1,048	6,154	3,646	N	0	0	N	N	-	0	3	7	4						
Ky.	217	153	336	3,339	3,957	N	0	0	N	N	-	1	20	6	4						
Miss.	324	380	801	5,308	7,034	-	0	0	-	-	-	0	1	1	1						
Tenn.	472	477	624	8,035	7,505	N	0	0	N	N	-	1	4	8	3						
W.S. CENTRAL	1,594	2,083	3,372	34,874	37,609	-	0	1	-	-	3	4	30	56	20						
Ark.	155	169	340	2,628	2,831	-	0	0	-	-	-	0	2	5	-						
La.	164	271	760	4,845	6,059	N	0	1	N	N	-	0	21	5	3						
Okla.	235	222	2,160	3,415	3,421	N	0	0	N	N	1	0	10	13	7						
Tex.	1,040	1,353	1,765	23,986	25,298	N	0	0	N	N	2	1	19	33	10						
MOUNTAIN	447	1,058	1,718	13,536	20,405	133	83	452	2,219	710	2	2	9	20	39						
Ariz.	397	313	536	5,562	6,923	133	81	448	2,194	671	-	0	1	3	3						
Colo.	-	265	482	2,211	4,979	N	0	0	N	N	2	1	3	9	11						
Idaho	-	41	235	450	741	N	0	0	N	N	-	0	2	2	3						
Mont.	31	42	181	656	776	N	0	0	N	N	-	0	2	5	4						
Nev.	4	130	448	1,346	2,456	-	1	4	16	28	-	0	1	1	5						
N. Mex.	-	156	337	2,533	2,709	-	0	2	-	7	-	0	3	-	7						
Utah	5	82	138	318	1,456	-	0	2	7	4	-	0	3	-	4						
Wyo.	10	24	43	460	365	-	0	2	2	-	-	0	1	-	2						
PACIFIC	2,193	3,175	5,003	52,098	54,100	167	29	1,113	757	528	2	3	94	22	79						
Alaska	56	78	121	1,317	1,275	-	0	0	-	-	1	0	2	1	-						
Calif.	1,540	2,457	4,236	39,845	41,882	167	29	1,113	757	528	-	2	14	-	63						
Hawaii	-	107	135	1,751	1,765	N	0	0	N	N	-	0	1	-	-						
Oreg.	241	179	315	3,216	2,823	N	0	0	N	N	1	1	20	21	16						
Wash.	356	359	604	5,969	6,355	N	0	0	N	N	-	0	80	-	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	64	-	0	0	-	-	-	0	0	-	-						
P.R.	-	72	141	1,343	1,446	N	0	0	N	N	N	0	0	N	N						
V.I.	-	4	8	-	115	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


