
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending July 9, 2011 (WEEK 27)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2011
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2011
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2011
Hepatitis (Viral Acute), Type C cummulative for 2010

tab delimited data:
test
UNITED STATES	11	22	74	508	788	13	56	167	1,096	1,617	9	17	39	464	413						
NEW ENGLAND	-	1	6	13	60	-	0	5	21	33	-	1	4	24	34						
Conn.	-	0	4	5	14	-	0	4	7	10	-	0	3	15	20						
Maine	-	0	1	1	4	-	0	2	5	9	-	0	2	5	2						
Mass.	-	0	5	3	35	-	0	3	8	8	-	0	1	1	12						
N.H.	-	0	1	-	-	-	0	1	1	4	N	0	0	N	N						
R.I.	-	0	1	2	7	U	0	0	U	U	U	0	0	U	U						
Vt.	-	0	1	2	-	-	0	0	-	2	-	0	1	3	-						
MID. ATLANTIC	-	4	12	97	124	-	5	11	131	163	2	1	6	38	52						
N.J.	-	1	4	10	38	-	1	4	26	47	-	0	4	-	10						
N.Y. (Upstate)	-	1	4	25	25	-	1	9	24	26	2	0	4	24	26						
N.Y. City	-	1	6	34	35	-	1	5	42	49	-	0	1	-	2						
Pa.	-	1	3	28	26	-	1	4	39	41	-	0	2	14	14						
E.N. CENTRAL	1	3	9	85	92	-	6	23	134	274	-	3	12	97	49						
Ill.	-	1	3	15	24	-	2	6	35	70	-	0	1	2	-						
Ind.	-	0	3	10	10	-	1	6	15	37	-	0	5	37	18						
Mich.	1	1	5	35	32	-	2	5	47	71	-	1	7	55	23						
Ohio	-	1	5	22	17	-	1	16	25	64	-	0	1	2	5						
Wis.	-	0	2	3	9	-	0	3	12	32	-	0	1	1	3						
W.N. CENTRAL	-	1	25	17	24	2	2	16	65	62	-	0	6	2	6						
Iowa	-	0	3	2	4	-	0	1	5	10	-	0	0	-	-						
Kans.	-	0	2	3	7	-	0	2	7	4	-	0	1	2	-						
Minn.	U	0	22	2	1	U	0	15	2	2	U	0	6	-	3						
Mo.	-	0	1	5	10	1	2	5	42	36	-	0	1	-	2						
Nebr.	-	0	4	3	2	1	0	3	8	9	-	0	1	-	1						
N. Dak.	-	0	3	-	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	2	2	-	-	0	1	1	1	-	0	0	-	-						
S. ATLANTIC	2	5	14	114	177	5	13	33	312	445	5	4	11	111	90						
Del.	-	0	1	1	5	-	0	1	-	17	U	0	0	U	U						
D.C.	-	0	0	-	1	-	0	0	-	3	-	0	0	-	2						
Fla.	1	2	7	40	64	3	4	11	107	154	2	1	5	28	24						
Ga.	-	1	4	27	20	1	2	8	43	96	-	0	3	15	12						
Md.	-	0	2	11	12	-	1	4	26	32	1	0	2	18	14						
N.C.	-	0	4	12	30	-	2	16	66	35	2	1	7	33	24						
S.C.	-	0	2	5	19	-	1	4	18	31	-	0	1	-	-						
Va.	1	1	4	13	25	1	1	7	33	46	-	0	2	8	8						
W. Va.	-	0	5	5	1	-	0	18	19	31	-	0	5	9	6						
E.S. CENTRAL	-	0	6	23	22	1	8	14	192	168	-	3	8	83	75						
Ala.	-	0	2	1	5	1	1	4	35	34	-	0	1	5	3						
Ky.	-	0	6	4	9	-	3	8	59	54	-	2	6	37	52						
Miss.	-	0	1	3	1	-	1	3	19	18	U	0	0	U	U						
Tenn.	-	0	5	15	7	-	3	8	79	62	-	1	5	41	20						
W.S. CENTRAL	2	2	15	51	72	4	8	67	132	252	1	2	11	43	40						
Ark.	-	0	1	-	-	-	1	4	20	35	-	0	0	-	1						
