
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending April 28, 2001 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Gonorrhea cummulative for 2001
Gonorrhea cummulative for 2000
Hepatitis C/NA,NB cummulative for 2001
Hepatitis C/NA,NB cummulative for 2000
Legionellosis cummulative for 2001
Legionellosis cummulative for 2000
Listeriosis cummulative for 2001
Listeriosis cummulative for 2000
Lyme Disease cummulative for 2001
Lyme Disease cummulative for 2000

tab delimited data:
test
UNITED STATES	93,865	109,895	688	1,074	205	218	111	641	1,333												
NEW ENGLAND	2,038	2,107	12	6	10	16	11	164	185												
Maine	43	25	-	-	-	2	-	-	-												
N.H.	40	28	-	-	3	2	-	42	18												
Vt.	28	17	5	3	3	-	-	1	1												
Mass.	1,020	836	7	3	3	9	7	38	76												
R.I.	245	201	-	-	-	-	-	-	-												
Conn.	662	1,000	-	-	1	3	4	83	90												
MID. ATLANTIC	10,142	11,700	24	226	20	50	20	296	902												
Upstate N.Y.	2,350	1,982	15	17	13	18	9	234	352												
N.Y. City	3,811	3,733	-	-	3	6	3	-	37												
N.J.	829	2,431	-	197	3	2	5	-	101												
Pa.	3,152	3,554	9	12	1	24	3	62	412												
E.N. CENTRAL	15,169	22,840	73	87	57	63	11	17	42												
Ohio	2,150	5,574	5	2	32	27	3	17	5												
Ind.	2,030	1,931	-	-	5	9	1	-	-												
Ill.	4,512	7,457	3	9	-	7	-	-	2												
Mich.	5,554	5,546	65	76	14	11	6	-	-												
Wis.	923	2,332	-	-	6	9	1	U	35												
W.N. CENTRAL	4,079	5,222	169	170	18	11	2	22	24												
Minn.	556	1,026	-	1	1	1	-	15	11												
Iowa	349	314	-	-	5	3	-	1	-												
Mo.	2,008	2,555	164	162	9	5	1	4	7												
N. Dak.	11	16	-	-	-	-	-	-	-												
S. Dak.	71	83	-	-	-	1	-	-	-												
Nebr.	248	402	2	2	2	-	-	1	1												
Kans.	836	826	3	5	1	1	1	1	5												
S. ATLANTIC	26,254	28,738	34	24	29	41	20	112	141												
Del.	528	540	-	2	-	4	-	-	23												
Md.	2,415	2,763	11	4	6	10	2	93	94												
D.C.	1,046	727	-	-	1	-	-	7	-												
Va.	2,918	3,454	-	1	4	3	3	7	12												
W. Va.	165	195	4	3	N	N	2	1	4												
N.C.	5,832	5,756	7	8	3	5	-	3	4												
S.C.	3,042	3,033	2	-	1	2	1	-	-												
Ga.	4,572	4,975	-	-	2	2	5	-	-												
Fla.	5,736	7,295	10	6	12	15	7	1	4												
E.S. CENTRAL	9,890	11,456	72	161	20	6	7	2	1												
Ky.	1,091	1,041	3	15	6	4	1	2	-												
Tenn.	3,112	3,533	21	31	8	1	3	-	1												
Ala.	3,396	3,916	1	4	4	1	3	-	-												
Miss.	2,291	2,966	47	111	2	-	-	-	-												
W.S. CENTRAL	15,113	16,859	144	310	3	5	2	1	13												
Ark.	1,654	920	3	3	-	-	1	-	-												
La.	3,805	4,226	58	199	2	2	-	1	1												
Okla.	1,505	1,277	2	1	1	1	-	-	-												
Tex.	8,149	10,436	81	107	-	2	1	-	12												
MOUNTAIN	3,167	3,297	126	32	17	13	11	3	1												
Mont.	35	10	-	1	-	-	-	-	-												
Idaho	27	30	1	-	-	1	-	1	-												
Wyo.	17	23	101	1	1	-	-	1	1												
Colo.	1,069	1,012	9	13	6	6	1	-	-												
N. Mex.	274	334	8	4	1	1	3	-	-												
Ariz.	1,098	1,355	4	10	6	2	2	-	-												
Utah	33	97	-	-	1	3	1	-	-												
Nev.	614	436	3	3	2	-	4	1	-												
PACIFIC	8,013	7,676	34	58	31	13	27	24	24												
Wash.	1,005	763	9	8	6	6	2	2	-												
Oreg.	73	287	2	12	N	N	1	1	3												
Calif.	6,648	6,406	23	38	25	7	24	21	21												
Alaska	100	95	-	-	-	-	-	-	-												
Hawaii	187	125	-	-	-	-	-	N	N												
Guam	-	-	-	-	-	-	-	-	-												
P.R.	578	159	-	1	2	-	-	N	N												
V.I.	6	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	-	U	U												
C.N.M.I.	U	U	U	U	U	U	-	U	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


