
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending June 28, 2008 (WEEK 26)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	18	49	262	1,497	1,502	2	9	43	238	300	112	230	351	5,395	5,184						
NEW ENGLAND	-	1	41	28	82	-	0	8	5	12	5	6	14	144	116						
Conn.	-	0	37	-	51	-	0	7	-	4	-	0	6	10	14						
Maine	-	0	2	11	7	-	0	1	1	1	-	0	2	6	2						
Mass.	-	0	0	-	-	-	0	0	-	2	5	4	11	119	70						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	3	6	11						
R.I.	-	0	3	7	13	-	0	1	2	3	-	0	3	2	17						
Vt.	-	0	2	10	11	-	0	1	2	2	-	0	5	1	2						
MID. ATLANTIC	1	3	10	128	90	-	0	2	15	22	19	32	45	866	787						
N.J.	-	0	0	-	-	-	0	0	-	-	-	4	10	99	97						
N.Y. (Upstate)	-	1	4	31	29	-	0	2	4	8	2	3	13	68	68						
N.Y. City	-	0	5	39	-	-	0	0	-	-	12	17	30	554	488						
Pa.	1	1	8	58	61	-	0	2	11	14	5	5	12	145	134						
E.N. CENTRAL	6	13	50	426	412	-	2	14	67	68	9	16	31	413	427						
Ill.	-	2	15	56	75	-	0	6	12	24	-	6	19	70	224						
Ind.	-	3	28	132	94	-	0	11	16	12	1	2	6	68	21						
Mich.	-	0	2	7	1	-	0	1	1	1	5	2	17	107	56						
Ohio	6	7	15	231	242	-	1	4	38	31	3	4	14	145	94						
Wis.	-	0	0	-	-	-	0	0	-	-	-	1	4	23	32						
W.N. CENTRAL	1	2	106	102	106	-	0	9	7	22	4	8	15	194	153						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	10	8						
Kans.	-	1	5	43	58	-	0	1	2	4	-	0	5	19	8						
Minn.	-	0	105	-	1	-	0	9	-	14	-	1	4	41	34						
Mo.	1	1	8	59	39	-	0	1	2	-	4	5	10	121	97						
Nebr.	-	0	0	-	2	-	0	0	-	-	-	0	1	3	3						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	-	6	-	0	1	3	4	-	0	3	-	3						
S. ATLANTIC	7	20	42	612	648	-	4	10	103	142	21	48	215	1,120	1,117						
Del.	-	0	1	2	5	-	0	1	-	1	2	0	4	8	6						
D.C.	-	0	3	12	12	-	0	0	-	1	-	2	11	50	98						
Fla.	4	11	26	337	353	-	2	6	66	74	10	18	34	442	370						
Ga.	3	7	19	202	235	-	1	6	30	58	-	10	175	138	163						
Md.	-	0	2	3	1	-	0	1	1	-	-	6	13	144	146						
N.C.	N	0	0	N	N	N	0	0	N	N	6	6	18	162	175						
S.C.	-	0	0	-	-	-	0	0	-	-	-	2	5	43	50						
Va.	N	0	0	N	N	N	0	0	N	N	3	5	17	133	103						
W. Va.	-	1	7	56	42	-	0	2	6	8	-	0	0	-	6						
E.S. CENTRAL	3	4	12	158	88	2	1	4	29	17	9	20	31	519	396						
Ala.	N	0	0	N	N	N	0	0	N	N	4	8	17	222	158						
Ky.	2	1	4	43	17	-	0	2	8	2	1	1	7	45	34						
Miss.	-	0	0	-	-	-	0	0	-	-	-	2	15	69	57						
Tenn.	1	3	12	115	71	2	1	3	21	15	4	8	14	183	147						
W.S. CENTRAL	-	1	5	26	50	-	0	2	7	7	35	39	62	982	854						
Ark.	-	0	2	9	1	-	0	1	2	2	19	2	10	72	57						
La.	-	0	5	17	49	-	0	2	5	5	-	10	22	189	223						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	5	40	34						
Tex.	-	0	0	-	-	-	0	0	-	-	16	26	49	681	540						
MOUNTAIN	-	1	6	17	26	-	0	2	4	8	3	9	29	186	206						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	5	21	78	107						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	7	53	23						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	1	1	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	1						
Nev.	N	0	0	N	N	N	0	0	N	N	2	2	6	37	44						
N. Mex.	-	0	1	1	-	-	0	0	-	-	1	1	3	17	22						
Utah	-	0	6	16	15	-	0	2	4	7	-	0	2	-	7						
Wyo.	-	0	1	-	11	-	0	1	-	1	-	0	1	-	1						
PACIFIC	-	0	0	-	-	-	0	1	1	2	7	40	71	971	1,128						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	-	5						
Calif.	N	0	0	N	N	N	0	0	N	N	3	36	59	865	1,049						
