
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending May 23, 2009 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	77	95	237	2,444	2,720	21	34	121	761	861											
NEW ENGLAND	-	5	31	151	183	-	1	12	21	43											
Conn.	-	0	26	43	28	-	0	11	-	-											
Maine	-	0	3	9	13	-	0	1	-	1											
Mass.	-	3	10	60	110	-	1	3	15	34											
N.H.	-	1	4	25	15	-	0	1	4	7											
R.I.	-	0	8	4	8	-	0	2	-	1											
Vt.	-	0	3	10	9	-	0	1	2	-											
MID. ATLANTIC	15	18	38	461	581	1	4	33	111	108											
N.J.	-	1	6	3	106	-	1	4	14	33											
N.Y. (Upstate)	7	6	25	174	181	1	2	17	59	43											
N.Y. City	-	4	12	94	111	-	0	31	38	32											
Pa.	8	6	18	190	183	N	0	2	N	N											
E.N. CENTRAL	6	16	43	479	538	1	6	18	111	156											
Ill.	-	4	11	107	154	-	1	5	14	46											
Ind.	-	3	23	81	69	-	0	13	11	17											
Mich.	-	3	10	81	98	1	1	5	32	42											
Ohio	5	4	13	139	144	-	1	6	41	28											
Wis.	1	1	10	71	73	-	0	3	13	23											
W.N. CENTRAL	19	5	37	206	217	-	2	11	66	39											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	5	29	25	N	0	1	N	N											
Minn.	18	0	34	84	101	-	0	7	28	9											
Mo.	1	1	8	54	54	-	1	4	28	19											
Nebr.	-	1	3	27	19	-	0	1	3	4											
N. Dak.	-	0	2	2	7	-	0	3	3	2											
S. Dak.	-	0	2	10	11	-	0	2	4	5											
S. ATLANTIC	11	22	46	542	536	5	6	14	154	169											
Del.	-	0	1	8	6	-	0	0	-	-											
D.C.	-	0	2	-	6	N	0	0	N	N											
Fla.	4	6	12	131	123	2	1	6	36	29											
Ga.	2	5	13	135	111	1	2	6	47	49											
Md.	2	3	10	80	97	2	1	3	33	34											
N.C.	2	2	12	55	70	N	0	0	N	N											
S.C.	-	1	5	35	34	-	1	6	27	27											
Va.	1	3	9	77	70	-	0	2	3	26											
W. Va.	-	1	4	21	19	-	0	2	8	4											
E.S. CENTRAL	4	4	10	107	88	-	1	6	28	53											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	1	1	5	19	19	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	2	-	14											
Tenn.	3	3	8	88	69	-	1	6	28	39											
W.S. CENTRAL	15	10	75	218	216	13	6	46	140	123											
Ark.	-	0	2	9	6	4	0	3	16	7											
La.	-	0	2	6	10	-	0	3	12	6											
Okla.	2	2	16	81	55	1	1	7	27	40											
Tex.	13	6	59	122	145	8	4	34	85	70											
MOUNTAIN	7	10	22	218	303	-	4	16	115	148											
Ariz.	1	3	8	65	99	-	2	10	67	66											
Colo.	6	3	8	85	75	-	1	4	22	34											
Idaho	-	0	2	3	10	-	0	2	4	2											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	3	6	-	0	1	-	2											
N. Mex.	-	2	7	40	78	-	0	3	11	21											
Utah	-	1	6	21	30	-	0	4	11	22											
Wyo.	-	0	1	1	5	-	0	1	-	1											
PACIFIC	-	3	9	62	58	1	1	5	15	22											
Alaska	-	0	4	8	12	1	0	4	10	12											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	3	8	54	46	-	0	2	5	10											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	8	-	19	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


