
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending May 5, 2007 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	659	786	1,543	16,103	20,500	-	0	178	-	9	-	1	399	-	3						
NEW ENGLAND	25	39	121	273	1,279	-	0	3	-	-	-	0	2	-	-						
Conn.	-	13	76	-	739	-	0	3	-	-	-	0	1	-	-						
Maine	-	1	17	-	115	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	1	-	92	-	0	1	-	-	-	0	1	-	-						
N.H.	4	6	43	95	35	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	21	10	66	178	298	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	97	104	193	2,056	2,279	-	0	11	-	-	-	0	4	-	-						
N.J.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	5	-	-	-	0	1	-	-						
N.Y. City	-	0	0	-	-	-	0	4	-	-	-	0	2	-	-						
Pa.	97	104	193	2,056	2,279	-	0	2	-	-	-	0	1	-	-						
E.N. CENTRAL	257	228	568	4,840	7,651	-	0	43	-	-	-	0	33	-	-						
Ill.	-	1	10	54	45	-	0	23	-	-	-	0	23	-	-						
Ind.	-	0	0	-	-	-	0	7	-	-	-	0	12	-	-						
Mich.	48	90	258	1,870	2,227	-	0	11	-	-	-	0	2	-	-						
Ohio	209	122	449	2,499	4,777	-	0	11	-	-	-	0	3	-	-						
Wis.	-	16	57	417	602	-	0	2	-	-	-	0	2	-	-						
W.N. CENTRAL	47	30	136	929	980	-	0	36	-	-	-	0	79	-	-						
Iowa	N	0	0	N	N	-	0	3	-	-	-	0	4	-	-						
Kans.	21	8	52	368	176	-	0	3	-	-	-	0	3	-	-						
Minn.	-	0	0	-	-	-	0	6	-	-	-	0	7	-	-						
Mo.	26	15	78	435	756	-	0	14	-	-	-	0	2	-	-						
Nebr.	N	0	0	N	N	-	0	9	-	-	-	0	38	-	-						
N. Dak.	-	0	60	84	18	-	0	5	-	-	-	0	28	-	-						
S. Dak.	-	1	15	42	30	-	0	7	-	-	-	0	22	-	-						
S. ATLANTIC	45	85	211	1,813	2,052	-	0	2	-	-	-	0	7	-	-						
Del.	-	1	6	12	39	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	5	-	14	-	0	0	-	-	-	0	1	-	-						
Fla.	33	0	43	517	N	-	0	1	-	-	-	0	0	-	-						
Ga.	N	0	0	N	N	-	0	1	-	-	-	0	4	-	-						
Md.	N	0	0	N	N	-	0	2	-	-	-	0	2	-	-						
N.C.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S.C.	7	22	72	530	581	-	0	1	-	-	-	0	0	-	-						
Va.	4	22	177	248	644	-	0	0	-	-	-	0	2	-	-						
W. Va.	1	25	52	506	774	-	0	1	-	-	-	0	0	-	-						
E.S. CENTRAL	16	5	43	152	34	-	0	15	-	3	-	0	16	-	-						
Ala.	16	5	43	150	34	-	0	2	-	-	-	0	0	-	-						
Ky.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
Miss.	-	0	2	2	-	-	0	10	-	3	-	0	16	-	-						
Tenn.	N	0	0	N	N	-	0	4	-	-	-	0	2	-	-						
W.S. CENTRAL	137	200	966	4,808	4,750	-	0	58	-	4	-	0	26	-	2						
Ark.	-	9	92	171	383	-	0	4	-	-	-	0	2	-	-						
La.	1	1	11	46	39	-	0	13	-	-	-	0	9	-	1						
Okla.	-	0	0	-	-	-	0	6	-	-	-	0	4	-	-						
Tex.	136	172	873	4,591	4,328	-	0	38	-	4	-	0	16	-	1						
MOUNTAIN	35	54	108	1,212	1,475	-	0	61	-	2	-	1	228	-	1						
Ariz.	-	0	0	-	-	-	0	9	-	-	-	0	15	-	-						
Colo.	22	21	51	439	757	-	0	10	-	2	-	0	51	-	1						
Idaho	N	0	0	N	N	-	0	30	-	-	-	0	157	-	-						
Mont.	-	0	26	167	N	-	0	3	-	-	-	0	8	-	-						
Nev.	-	0	3	-	5	-	0	9	-	-	-	0	16	-	-						
N. Mex.	-	4	19	159	271	-	0	1	-	-	-	0	1	-	-						
Utah	13	18	65	434	430	-	0	8	-	-	-	0	17	-	-						
Wyo.	-	0	11	13	12	-	0	7	-	-	-	0	10	-	-						
PACIFIC	-	0	9	20	-	-	0	15	-	-	-	0	51	-	-						
Alaska	-	0	9	20	N	-	0	0	-	-	-	0	0	-	-						
Calif.	-	0	0	-	N	-	0	15	-	-	-	0	37	-	-						
