
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending September 22, 2012 (WEEK 38)*

column labels in same order that data fields appears in each record below:
Reporting Area
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis current week
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum current week
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Undetermined current week
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2011

tab delimited data:
test
UNITED STATES	4	11	66	738	687	7	23	64	578	2,087	3	2	11	105	120						
NEW ENGLAND	-	0	2	20	3	-	5	19	209	375	-	0	1	1	1						
Conn.	-	0	0	-	-	-	1	9	62	129	-	0	0	-	-						
Maine	-	0	2	4	1	-	1	4	42	13	-	0	0	-	-						
Mass.	-	0	0	-	-	-	0	3	-	156	-	0	0	-	-						
N.H.	-	0	1	2	1	-	1	5	41	16	-	0	0	-	1						
R.I.	-	0	2	14	1	-	1	11	55	58	-	0	1	1	-						
Vt.	-	0	0	-	-	-	0	2	9	3	-	0	0	-	-						
MID. ATLANTIC	-	1	5	33	88	7	8	44	266	290	-	0	2	6	18						
N.J.	-	0	2	-	49	-	0	8	-	79	-	0	1	-	6						
N.Y. (Upstate)	-	0	3	17	35	7	5	41	237	177	-	0	2	6	7						
N.Y. City	-	0	3	16	4	-	0	4	29	29	-	0	0	-	-						
Pa.	-	0	1	-	-	-	0	1	-	5	-	0	1	-	5						
E.N. CENTRAL	-	0	4	23	38	-	0	13	9	621	3	1	7	68	49						
Ill.	-	0	4	20	22	-	0	1	7	11	-	0	1	1	-						
Ind.	-	0	0	-	-	-	0	0	-	-	3	0	7	61	17						
Mich.	-	0	0	-	4	-	0	0	-	-	-	0	1	5	5						
Ohio	-	0	1	3	6	-	0	1	1	7	-	0	1	1	1						
Wis.	-	0	1	-	6	-	0	13	1	603	-	0	2	-	26						
W.N. CENTRAL	-	2	32	247	163	-	1	12	31	728	-	0	4	13	23						
