
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending February 2, 2002 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2001
Hepatitis (Viral), Type A cummulative for 2002
Hepatitis (Viral), Type A cummulative for 2001
Hepatitis (Viral), Type B cummulative for 2002
Hepatitis (Viral), Type B cummulative for 2001
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2002
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2001

tab delimited data:
test
UNITED STATES	12	29	-	2	458	1,438	214	491	72	457											
NEW ENGLAND	1	2	-	-	23	49	6	16	-	5											
Maine	-	-	-	-	1	-	-	1	-	-											
N.H.	-	-	-	-	1	2	2	1	-	-											
Vt.	-	-	-	-	-	1	1	1	-	2											
Mass.	1	2	-	-	5	23	2	4	-	3											
R.I.	-	-	-	-	2	2	1	-	-	-											
Conn.	-	-	-	-	14	21	-	9	-	-											
MID. ATLANTIC	1	3	-	-	44	119	40	117	15	198											
Upstate N.Y.	1	-	-	-	7	10	2	-	3	1											
N.Y. City	-	2	-	-	9	42	15	57	-	-											
N.J.	-	-	-	-	1	53	8	46	10	193											
Pa.	-	1	-	-	27	14	15	14	2	4											
E.N. CENTRAL	1	6	-	-	40	559	40	50	6	41											
Ohio	-	1	-	-	16	24	6	13	1	-											
Ind.	1	-	-	-	1	2	-	1	-	-											
Ill.	-	4	-	-	4	478	-	-	-	19											
Mich.	-	-	-	-	19	48	34	36	5	22											
Wis.	-	1	-	-	-	7	-	-	-	-											
W.N. CENTRAL	-	-	-	1	28	56	8	23	25	88											
Minn.	-	-	-	-	-	-	2	-	-	-											
Iowa	-	-	-	-	8	3	2	2	-	-											
Mo.	-	-	-	1	3	17	2	15	25	86											
N. Dak.	-	-	-	-	-	-	-	-	-	-											
S. Dak.	-	-	-	-	1	-	-	1	-	-											
Nebr.	-	-	-	-	-	15	-	4	-	1											
Kans.	-	-	-	-	16	21	2	1	-	1											
S. ATLANTIC	4	5	-	-	183	121	60	86	5	4											
Del.	-	-	-	-	-	1	-	2	2	-											
Md.	-	-	-	-	46	28	12	8	1	-											
D.C.	-	-	-	-	8	1	1	2	-	-											
Va.	1	-	-	-	2	9	2	6	-	-											
W. Va.	-	-	-	-	-	-	1	1	-	-											
N.C.	-	-	-	-	31	5	12	9	2	1											
S.C.	-	-	-	-	4	4	2	-	-	-											
Ga.	1	3	-	-	33	49	12	48	-	1											
Fla.	2	2	-	-	59	24	18	10	-	2											
E.S. CENTRAL	1	-	-	-	13	26	6	30	6	4											
Ky.	-	-	-	-	6	1	3	6	1	-											
Tenn.	-	-	-	-	-	12	-	4	-	2											
Ala.	1	-	-	-	4	13	3	10	1	-											
Miss.	-	-	-	-	3	-	-	10	4	2											
W.S. CENTRAL	1	1	-	-	9	240	13	29	-	108											
Ark.	-	-	-	-	5	11	12	6	-	1											
La.	-	-	-	-	-	12	-	17	-	38											
Okla.	1	1	-	-	3	11	-	6	-	-											
Tex.	-	-	-	-	1	206	1	-	-	69											
MOUNTAIN	2	4	-	1	28	87	16	36	9	4											
Mont.	-	-	-	-	2	2	-	-	-	-											
Idaho	-	-	-	-	-	6	-	1	-	-											
Wyo.	-	-	-	-	2	1	2	-	4	2											
Colo.	-	-	-	-	10	13	9	12	5	-											
N. Mex.	1	2	-	1	3	3	1	11	-	2											
Ariz.	1	2	-	-	8	45	1	8	-	-											
Utah	-	-	-	-	3	4	3	-	-	-											
Nev.	-	-	-	-	-	13	-	4	-	-											
PACIFIC	1	8	-	-	90	181	25	104	6	5											
Wash.	-	-	-	-	4	1	-	3	-	-											
Oreg.	1	-	-	-	15	1	13	2	2	1											
Calif.	-	7	-	-	71	169	12	96	4	4											
Alaska	-	-	-	-	-	9	-	1	-	-											
Hawaii	-	1	-	-	-	1	-	2	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	-	-	-	4	-	-											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	4	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


