
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending April 22, 2006 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	40	49	325	988	1,062	62	171	314	2,238	2,346	455	659	3,079	15,269	8,592						
NEW ENGLAND	-	1	17	9	62	1	4	17	61	54	5	34	1,131	408	1,042						
Conn.	U	0	0	U	U	-	0	11	15	3	U	0	0	U	U						
Maine	N	0	0	N	N	-	0	2	3	1	-	6	20	85	107						
Mass.	-	1	6	-	50	1	2	5	35	43	-	11	86	2	911						
N.H.	-	0	0	-	-	-	0	2	4	3	5	7	1,110	135	-						
R.I.	-	0	11	1	6	-	0	6	3	4	-	0	0	-	-						
Vt.	-	0	4	8	6	-	0	1	1	-	-	5	25	186	24						
MID. ATLANTIC	4	2	15	48	108	10	20	34	306	313	84	117	183	1,943	1,739						
N.J.	N	0	0	N	N	5	2	7	51	41	-	0	0	-	-						
N.Y. (Upstate)	3	1	10	14	39	2	2	15	46	22	-	0	0	-	-						
N.Y. City	U	0	0	U	U	2	11	21	143	206	-	0	0	-	-						
Pa.	1	2	9	34	69	1	4	9	66	44	84	117	183	1,943	1,739						
E.N. CENTRAL	10	12	38	256	251	4	19	42	253	161	276	155	542	6,505	2,313						
Ill.	-	0	2	7	2	-	10	32	103	49	-	1	5	4	30						
Ind.	3	3	21	57	75	-	1	5	24	18	N	0	347	N	N						
Mich.	-	1	4	9	17	4	2	8	43	23	80	88	231	1,850	1,442						
Ohio	7	7	32	183	157	-	4	11	69	64	196	40	424	4,378	633						
Wis.	N	0	0	N	N	-	1	3	14	7	-	9	41	273	208						
W.N. CENTRAL	-	1	191	18	21	1	4	9	52	73	27	16	84	701	68						
Iowa	N	0	0	N	N	-	0	1	2	4	N	0	0	N	N						
Kans.	N	0	0	N	N	-	0	2	9	6	-	0	0	-	-						
Minn.	-	0	191	-	-	-	1	4	7	18	-	0	0	-	-						
Mo.	-	1	3	18	18	1	3	8	33	43	22	13	82	661	3						
Nebr.	-	0	1	-	1	-	0	1	1	2	-	0	1	-	-						
N. Dak.	-	0	1	-	-	-	0	1	-	-	3	0	25	18	10						
S. Dak.	-	0	1	-	2	-	0	1	-	-	2	1	12	22	55						
S. ATLANTIC	26	22	51	528	442	25	44	184	556	553	15	54	843	1,531	756						
Del.	-	0	2	-	1	-	0	2	8	5	-	1	5	28	10						
D.C.	1	0	3	19	11	1	2	9	34	31	-	0	6	14	6						
Fla.	19	13	36	300	229	8	15	29	221	230	-	0	0	-	-						
Ga.	6	7	19	169	162	1	8	143	42	75	-	0	0	-	-						
Md.	-	0	0	-	-	5	5	19	89	84	-	0	0	-	-						
N.C.	N	0	0	N	N	8	5	17	100	73	-	0	0	-	-						
S.C.	-	0	0	-	-	-	1	7	20	23	-	14	45	346	187						
Va.	N	0	0	N	N	2	3	12	42	30	-	13	797	485	94						
W. Va.	-	2	10	40	39	-	0	1	-	2	15	21	70	658	459						
E.S. CENTRAL	-	4	14	75	74	8	10	20	168	129	-	0	0	-	-						
Ala.	N	0	0	N	N	4	3	12	84	57	-	0	0	-	-						
Ky.	-	0	5	11	13	1	1	8	20	8	N	0	0	N	N						
Miss.	-	0	0	-	-	-	0	5	11	17	-	0	0	-	-						
Tenn.	-	3	13	64	61	3	4	11	53	47	N	0	0	N	N						
W.S. CENTRAL	-	1	7	36	75	4	24	37	381	378	20	168	1,705	3,367	1,423						
Ark.	-	0	3	6	6	-	1	6	27	15	20	1	99	283	-						
La.	-	1	5	30	69	4	3	17	39	63	-	0	17	80	97						
Okla.	N	0	0	N	N	-	1	6	22	12	-	0	0	-	-						
Tex.	N	0	0	N	N	-	16	31	293	288	-	157	1,606	3,004	1,326						
MOUNTAIN	-	1	27	18	29	-	7	17	103	132	28	45	97	814	1,251						
Ariz.	N	0	0	N	N	-	3	13	58	39	-	0	0	-	-						
