
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending July 26, 2003 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis cummulative for 2003
Salmonellosis cummulative for 2002
Shigellosis cummulative for 2003
Shigellosis cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2003
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive, All Ages cummulative for 2003
Streptococcus pneumoniae, Drug Resistant, Invasive, All Ages cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2003
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002

tab delimited data:
test
UNITED STATES	17,553	20,277	10,888	9,318	3,507	3,098	1,429	1,666	283	215											
NEW ENGLAND	1,007	1,088	158	156	289	242	40	73	6	1											
Maine	71	75	6	3	21	19	-	-	-	-											
N.H.	81	67	5	5	19	26	-	-	N	N											
Vt.	36	39	5	-	16	9	6	3	3	1											
Mass.	572	626	101	109	133	82	N	N	N	N											
R.I.	43	72	5	6	5	13	10	6	3	-											
Conn.	204	209	36	33	95	93	24	64	U	U											
MID. ATLANTIC	2,088	2,834	1,213	799	597	524	92	79	65	57											
Upstate N.Y.	509	753	188	119	272	212	49	70	50	47											
N.Y. City	562	714	198	250	87	124	U	U	U	U											
N.J.	211	602	161	297	42	106	N	N	N	N											
Pa.	806	765	666	133	196	82	43	9	15	10											
E.N. CENTRAL	2,667	3,099	1,019	984	815	667	311	143	126	80											
Ohio	766	734	216	366	237	148	202	21	74	-											
Ind.	308	248	78	44	79	39	109	120	32	40											
Ill.	888	1,093	499	392	178	198	-	2	-	-											
Mich.	413	522	156	90	275	204	N	N	N	N											
Wis.	292	502	70	92	46	78	N	N	20	40											
W.N. CENTRAL	1,270	1,261	435	656	231	178	122	321	41	39											
Minn.	308	291	52	129	114	92	-	220	35	35											
Iowa	195	213	28	68	N	N	N	N	N	N											
Mo.	460	429	216	92	47	37	9	5	2	1											
N. Dak.	24	24	3	16	10	-	3	1	4	3											
S. Dak.	50	52	9	150	18	10	1	1	-	-											
Nebr.	78	77	86	143	21	14	-	25	N	N											
Kans.	155	175	41	58	21	25	109	69	N	N											
S. ATLANTIC	4,581	4,692	4,525	3,012	647	504	719	775	8	19											
Del.	35	39	136	14	6	1	1	3	N	N											
Md.	425	438	343	555	195	79	-	-	-	14											
D.C.	16	44	32	38	10	6	2	-	4	3											
Va.	512	493	247	551	81	52	N	N	N	N											
W. Va.	64	61	-	4	30	13	51	34	4	2											
N.C.	544	595	573	157	78	96	N	N	U	U											
S.C.	220	294	254	66	27	29	74	135	N	N											
Ga.	833	851	1,209	720	79	95	186	193	N	N											
Fla.	1,932	1,877	1,731	907	141	133	405	410	N	N											
E.S. CENTRAL	1,139	1,340	528	766	135	71	93	100	-	-											
Ky.	217	175	63	80	32	12	12	12	N	N											
Tenn.	375	336	180	34	103	59	81	88	N	N											
Ala.	296	351	177	401	-	-	-	-	N	N											
Miss.	251	478	108	251	-	-	-	-	-	-											
W.S. CENTRAL	1,140	2,044	1,325	1,444	115	199	30	143	33	16											
Ark.	323	377	57	113	5	5	7	5	-	-											
La.	173	413	127	290	1	1	23	138	10	4											
Okla.	219	213	502	267	57	34	N	N	23	2											
Tex.	425	1,041	639	774	52	159	N	N	-	10											
MOUNTAIN	1,120	1,144	546	328	333	385	19	32	4	3											
Mont.	54	59	2	3	2	-	-	-	-	-											
Idaho	100	68	13	2	14	5	N	N	N	N											
Wyo.	51	35	1	3	1	7	4	10	-	-											
Colo.	267	319	87	68	92	79	-	-	-	-											
N. Mex.	99	148	102	60	85	73	15	22	-	-											
Ariz.	350	299	283	156	129	196	-	-	N	N											
Utah	112	91	29	18	9	25	-	-	4	3											
Nev.	87	125	29	18	1	-	-	-	-	-											
PACIFIC	2,541	2,775	1,139	1,173	345	328	3	-	-	-											
Wash.	290	253	92	71	38	18	-	-	N	N											
Oreg.	216	205	56	50	N	N	N	N	N	N											
Calif.	1,904	2,122	978	1,016	256	274	N	N	N	N											
Alaska	50	39	4	2	-	-	-	-	N	N											
Hawaii	81	156	9	34	51	36	3	-	-	-											
Guam	-	28	-	18	-	-	-	3	-	-											
P.R.	133	239	1	20	N	N	N	N	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


