
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending December 12, 2009 (WEEK 49)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2009
Chlamydia† cummulative for 2008
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2009
Coccidioidomycosis cummulative for 2008
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2009
Cryptosporidiosis cummulative for 2008

tab delimited data:
test
UNITED STATES	13,340	22,400	26,296	1063832	1121054	100	240	471	11,431	6,432	62	114	369	6,419	8,471						
NEW ENGLAND	848	757	1,655	37,584	35,193	-	0	1	1	1	-	6	45	407	381						
Conn.	253	225	1,306	10,830	10,452	N	0	0	N	N	-	0	38	38	41						
Maine	46	47	75	2,299	2,444	N	0	0	N	N	-	0	4	43	45						
Mass.	490	368	944	18,415	16,193	N	0	0	N	N	-	2	16	164	165						
N.H.	3	34	61	1,511	1,962	-	0	1	1	1	-	1	5	68	58						
R.I.	44	65	244	3,437	3,046	-	0	0	-	-	-	0	8	20	10						
Vt.	12	22	63	1,092	1,096	N	0	0	N	N	-	1	9	74	62						
MID. ATLANTIC	2,437	3,015	6,734	147,364	139,291	-	0	0	-	-	3	13	37	757	707						
N.J.	-	429	838	20,556	21,012	N	0	0	N	N	-	1	5	42	39						
N.Y. (Upstate)	642	584	4,563	30,070	26,256	N	0	0	N	N	2	3	12	207	251						
N.Y. City	1,254	1,149	1,966	56,708	52,806	N	0	0	N	N	-	1	8	72	104						
Pa.	541	826	1,001	40,030	39,217	N	0	0	N	N	1	8	19	436	313						
E.N. CENTRAL	1,685	3,391	4,280	160,042	181,728	-	1	4	36	39	6	27	54	1,406	2,087						
Ill.	527	1,046	1,426	47,525	55,579	N	0	0	N	N	-	2	8	138	201						
Ind.	315	407	695	20,410	20,482	N	0	0	N	N	-	4	17	185	181						
Mich.	553	874	1,332	42,953	41,982	-	0	3	20	29	1	5	11	260	266						
Ohio	52	742	1,177	32,240	43,648	-	0	2	16	10	3	7	16	366	669						
Wis.	238	351	462	16,914	20,037	N	0	0	N	N	2	7	24	457	770						
W.N. CENTRAL	450	1,338	1,697	62,910	63,514	-	0	1	10	3	6	18	61	985	959						
Iowa	96	175	256	8,855	8,698	N	0	0	N	N	-	3	14	194	278						
Kans.	-	171	561	9,245	8,648	N	0	0	N	N	-	1	6	61	83						
Minn.	-	253	338	11,831	13,548	-	0	0	-	-	3	4	34	334	221						
Mo.	291	510	638	24,368	23,060	-	0	1	10	3	2	3	12	177	175						
Nebr.	63	104	223	5,080	5,121	N	0	0	N	N	-	2	9	111	111						
N. Dak.	-	30	77	1,386	1,702	N	0	0	N	N	1	0	10	13	6						
S. Dak.	-	55	80	2,145	2,737	N	0	0	N	N	-	1	10	95	85						
S. ATLANTIC	2,850	3,843	5,448	185,189	229,582	-	0	1	5	5	12	19	45	1,000	989						
Del.	93	88	180	4,457	3,521	-	0	1	1	2	-	0	2	10	12						
D.C.	65	126	226	6,210	6,476	-	0	0	-	-	-	0	1	2	15						
Fla.	585	1,424	1,670	68,351	66,392	N	0	0	N	N	8	8	24	438	446						
Ga.	1	696	1,909	28,268	38,788	N	0	0	N	N	1	5	23	310	246						
Md.	877	424	772	20,739	22,354	-	0	1	4	3	1	1	5	40	49						
N.C.	-	0	998	-	34,867	N	0	0	N	N	-	0	9	58	68						
S.C.	518	537	1,421	23,838	24,867	N	0	0	N	N	1	1	7	54	53						
Va.	672	602	926	29,892	29,262	N	0	0	N	N	1	1	7	72	76						
W. Va.	39	70	136	3,434	3,055	N	0	0	N	N	-	0	2	16	24						
E.S. CENTRAL	1,194	1,751	2,209	84,724	80,717	-	0	0	-	-	1	3	10	208	166						
Ala.	26	469	629	21,889	23,221	N	0	0	N	N	-	1	5	56	71						
Ky.	449	245	642	12,623	11,477	N	0	0	N	N	-	1	4	62	33						
Miss.	296	457	840	21,808	19,739	N	0	0	N	N	-	0	3	15	17						
Tenn.	423	577	809	28,404	26,280	N	0	0	N	N	1	1	5	75	45						
W.S. CENTRAL	811	2,988	5,809	145,214	141,261	-	0	1	1	3	11	9	271	491	2,217						
Ark.	1	269	417	12,743	13,456	N	0	0	N	N	3	1	5	54	90						
La.	581	515	1,130	24,546	20,972	-	0	1	1	3	-	0	6	29	64						
Okla.	229	172	2,717	12,674	12,403	N	0	0	N	N	2	2	11	123	130						
Tex.	-	2,011	2,521	95,251	94,430	N	0	0	N	N	6	5	258	285	1,933						
MOUNTAIN	801	1,424	2,088	70,639	71,503	54	187	368	9,148	4,250	5	8	26	489	564						
Ariz.	127	496	758	23,865	23,396	54	186	364	9,053	4,155	-	1	3	33	87						
Colo.	-	298	727	15,468	17,345	N	0	0	N	N	-	2	10	132	109						
Idaho	87	68	184	3,502	3,848	N	0	0	N	N	4	1	7	91	68						
Mont.	39	56	87	2,807	2,876	N	0	0	N	N	-	1	4	52	44						
Nev.	311	170	477	9,341	9,039	-	1	4	54	50	-	0	2	5	17						
N. Mex.	199	180	540	8,677	7,901	-	0	2	10	32	-	2	8	122	171						
Utah	26	113	176	5,163	5,632	-	1	2	30	11	-	0	3	31	45						
