
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending June 25, 2011 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2011
Rabies, animal cummulative for 2010
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2011
Salmonellosis cummulative for 2010
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2011
Shiga toxin-producing E. coli(STEC)† cummulative for 2010

tab delimited data:
test
UNITED STATES	26	62	172	1,084	2,011	507	841	1,812	14,180	17,468	74	92	264	1,663	1,696						
NEW ENGLAND	2	4	18	49	131	4	25	209	538	1,251	2	2	27	60	113						
Conn.	-	0	8	-	63	-	0	187	187	491	-	0	27	27	60						
Maine	2	1	3	25	30	2	2	8	51	48	1	0	3	12	4						
Mass.	-	0	0	-	-	-	17	52	204	518	-	0	9	5	31						
N.H.	-	0	6	7	4	-	3	12	64	78	1	0	3	13	12						
R.I.	-	0	3	2	11	-	1	9	10	94	-	0	1	-	1						
Vt.	-	1	3	15	23	2	1	5	22	22	-	0	2	3	5						
MID. ATLANTIC	10	16	33	312	526	50	89	217	1,626	2,126	11	9	30	178	171						
N.J.	-	0	0	-	-	-	13	57	133	423	-	2	9	31	40						
N.Y. (Upstate)	10	7	19	136	231	24	25	63	449	486	4	4	12	61	60						
N.Y. City	-	0	4	7	124	3	21	53	411	499	-	1	6	22	16						
Pa.	-	8	17	169	171	23	31	80	633	718	7	3	13	64	55						
E.N. CENTRAL	1	2	27	31	71	10	82	265	1,427	2,484	1	11	48	173	290						
Ill.	1	1	11	15	29	-	27	123	524	891	-	2	9	18	61						
Ind.	-	0	3	4	-	-	10	61	143	255	-	2	10	36	47						
Mich.	-	1	5	12	25	10	13	49	257	376	1	2	7	52	65						
Ohio	-	0	12	-	17	-	19	42	324	596	-	2	11	44	50						
Wis.	N	0	0	N	N	-	11	57	179	366	-	2	16	23	67						
W.N. CENTRAL	2	2	40	36	117	22	46	121	813	1,053	4	13	49	200	315						
Iowa	-	0	3	-	8	-	9	34	184	165	-	2	16	40	52						
Kans.	-	1	4	15	33	8	7	18	130	159	2	1	6	36	29						
Minn.	-	0	34	-	15	-	4	30	-	295	-	2	20	-	87						
Mo.	-	0	6	-	29	-	15	43	316	276	-	4	12	74	103						
Nebr.	2	0	3	14	26	9	4	13	92	81	2	1	6	35	32						
N. Dak.	-	0	6	7	6	5	0	15	20	13	-	0	10	4	3						
S. Dak.	-	0	0	-	-	-	3	17	71	64	-	1	4	11	9						
S. ATLANTIC	10	20	52	527	574	216	271	624	4,175	4,075	22	18	31	403	243						
Del.	-	0	0	-	-	-	3	11	49	52	-	0	2	5	1						
D.C.	-	0	0	-	-	-	1	7	13	44	-	0	1	1	6						
Fla.	-	0	29	50	121	122	108	226	1,727	1,820	9	6	15	183	76						
Ga.	-	0	0	-	-	39	37	142	703	668	1	2	7	37	34						
Md.	-	6	14	127	176	15	19	54	322	345	2	2	8	39	33						
N.C.	-	0	0	-	-	30	30	241	636	410	1	2	10	48	20						
S.C.	N	0	0	N	N	-	27	99	317	329	-	0	4	12	12						
Va.	9	12	27	298	240	7	21	68	372	328	4	3	9	71	55						
W. Va.	1	0	30	52	37	3	0	14	36	79	5	0	4	7	6						
E.S. CENTRAL	-	3	7	62	97	21	56	175	942	1,006	3	5	22	108	90						
Ala.	-	1	7	43	43	6	20	52	262	270	1	1	4	18	24						
Ky.	-	0	4	6	6	-	9	32	119	198	-	1	6	14	13						
Miss.	-	0	0	-	-	1	21	65	276	259	1	0	12	6	9						
Tenn.	-	1	4	13	48	14	17	53	285	279	1	3	12	70	44						
