
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending November 1, 2008 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007

tab delimited data:
test
UNITED STATES	40	96	259	4,411	4,467	10	36	166	1,283	1,462											
NEW ENGLAND	-	6	31	310	343	-	1	14	59	111											
Conn.	-	0	26	95	106	-	0	11	-	13											
Maine	-	0	3	24	23	-	0	1	1	2											
Mass.	-	3	8	138	164	-	1	5	39	76											
N.H.	-	0	2	24	26	-	0	1	11	10											
R.I.	-	0	9	17	8	-	0	2	7	8											
Vt.	-	0	2	12	16	-	0	1	1	2											
MID. ATLANTIC	11	18	43	879	818	1	4	19	155	267											
N.J.	-	3	11	133	151	-	1	6	30	51											
N.Y. (Upstate)	6	6	17	289	252	1	2	14	84	89											
N.Y. City	-	4	10	161	193	-	1	8	41	127											
Pa.	5	6	16	296	222	N	0	0	N	N											
E.N. CENTRAL	4	19	42	822	848	5	6	23	226	251											
Ill.	-	5	16	211	257	-	1	6	48	65											
Ind.	-	2	11	118	102	2	0	14	34	17											
Mich.	1	3	10	155	177	1	1	5	60	62											
Ohio	3	5	14	236	200	2	1	5	51	54											
Wis.	-	2	10	102	112	-	1	3	33	53											
W.N. CENTRAL	3	4	39	334	296	-	2	16	121	82											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	5	34	29	-	0	3	16	1											
Minn.	-	0	35	154	144	-	0	13	53	46											
Mo.	1	1	10	79	74	-	1	2	30	23											
Nebr.	-	0	3	35	23	-	0	3	7	11											
N. Dak.	2	0	5	12	15	-	0	2	8	1											
S. Dak.	-	0	2	20	11	-	0	1	7	-											
S. ATLANTIC	10	22	37	941	1,085	1	6	16	234	264											
Del.	-	0	2	7	10	-	0	0	-	-											
D.C.	1	0	4	26	17	-	0	1	2	2											
Fla.	6	5	11	226	269	1	1	4	54	56											
Ga.	3	5	14	211	213	-	1	5	60	60											
Md.	-	4	8	146	181	-	1	5	46	56											
N.C.	-	3	10	125	144	N	0	0	N	N											
S.C.	-	1	5	55	90	-	1	4	40	46											
Va.	-	3	12	113	137	-	0	6	25	37											
W. Va.	-	0	3	32	24	-	0	1	7	7											
E.S. CENTRAL	-	4	9	149	189	-	2	11	77	81											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	34	36	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	18	5											
Tenn.	-	3	7	115	153	-	1	9	59	76											
W.S. CENTRAL	4	8	85	377	267	1	5	66	210	200											
Ark.	-	0	2	5	17	-	0	2	6	12											
La.	-	0	2	13	14	-	0	2	10	32											
Okla.	4	2	19	99	61	1	1	7	58	44											
Tex.	-	6	65	260	175	-	3	58	136	112											
MOUNTAIN	6	10	22	464	494	2	4	12	187	193											
Ariz.	4	3	9	179	189	-	2	8	95	93											
Colo.	2	2	8	126	122	2	1	4	53	39											
Idaho	-	0	2	12	16	-	0	1	4	2											
Mont.	N	0	0	N	N	-	0	1	4	1											
Nev.	-	0	2	8	2	N	0	0	N	N											
N. Mex.	-	2	8	85	85	-	0	3	15	33											
Utah	-	1	5	48	75	-	0	3	15	25											
Wyo.	-	0	2	6	5	-	0	1	1	-											
PACIFIC	2	3	10	135	127	-	0	2	14	13											
Alaska	1	0	4	34	23	N	0	0	N	N											
Calif.	-	0	0	-	-	N	0	0	N	N											
Hawaii	1	2	10	101	104	-	0	2	14	13											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	12	30	4	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	14	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


