
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending November 12, 2011 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2011
Rabies, animal cummulative for 2010
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2011
Salmonellosis cummulative for 2010
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2011
Shiga toxin-producing E. coli(STEC)† cummulative for 2010

tab delimited data:
test
UNITED STATES	25	60	119	2,665	3,915	504	874	1,841	40,999	47,745	36	92	264	4,405	4,676						
NEW ENGLAND	1	4	16	219	276	1	34	107	1,808	2,167	-	3	12	186	195						
Conn.	-	1	10	100	126	-	8	30	405	491	-	0	4	47	60						
Maine	-	1	6	59	57	1	2	8	115	117	-	0	3	28	18						
Mass.	-	0	0	-	-	-	19	45	937	1,175	-	1	9	69	75						
N.H.	-	0	3	17	16	-	4	8	147	161	-	0	3	23	21						
R.I.	-	0	6	21	28	-	0	62	135	151	-	0	2	4	3						
Vt.	1	0	2	22	49	-	1	8	69	72	-	0	3	15	18						
MID. ATLANTIC	5	16	35	782	961	25	88	205	4,715	5,301	3	11	36	531	509						
N.J.	-	0	0	-	-	-	16	48	803	1,094	-	2	6	97	112						
N.Y. (Upstate)	5	7	20	333	456	14	25	67	1,248	1,284	3	3	12	187	176						
N.Y. City	-	0	3	9	142	1	19	42	1,005	1,208	-	1	6	80	68						
Pa.	-	9	21	440	363	10	31	111	1,659	1,715	-	3	18	167	153						
E.N. CENTRAL	1	2	17	168	225	16	86	150	3,930	5,283	-	12	48	756	739						
Ill.	-	0	6	46	114	-	29	75	1,401	1,773	-	3	13	169	141						
Ind.	-	0	7	26	-	-	9	19	350	690	-	2	8	86	126						
Mich.	-	1	6	52	66	2	13	42	737	857	-	3	18	152	139						
Ohio	1	1	5	44	45	14	22	46	1,095	1,185	-	3	10	166	126						
Wis.	N	0	0	N	N	-	8	45	347	778	-	2	20	183	207						
W.N. CENTRAL	1	1	40	74	235	11	41	103	2,096	2,708	8	12	39	689	826						
Iowa	-	0	1	-	26	-	9	19	404	490	-	2	15	174	165						
Kans.	-	0	4	29	58	2	7	26	412	403	-	2	8	95	68						
Minn.	-	0	34	-	25	-	0	16	-	663	-	0	7	-	263						
Mo.	-	0	1	-	62	8	17	46	875	728	7	5	32	269	211						
Nebr.	1	0	3	32	48	1	4	13	225	225	1	1	7	92	70						
N. Dak.	-	0	6	13	16	-	0	15	37	47	-	0	4	12	17						
S. Dak.	-	0	0	-	-	-	3	17	143	152	-	1	4	47	32						
S. ATLANTIC	13	18	93	966	1,026	301	278	721	12,686	13,790	8	13	27	568	631						
Del.	-	0	0	-	-	-	3	11	159	163	-	0	2	15	6						
D.C.	-	0	0	-	-	-	1	5	47	83	-	0	1	3	9						
Fla.	-	0	84	100	121	144	107	203	5,064	5,506	4	3	15	130	196						
Ga.	-	0	0	-	-	33	41	127	2,187	2,582	1	2	8	107	95						
Md.	-	5	13	247	342	11	19	42	852	955	-	1	6	47	88						
N.C.	-	0	0	-	-	99	30	251	1,961	1,849	2	2	11	101	73						
S.C.	N	0	0	N	N	11	31	70	1,368	1,475	-	0	4	15	21						
Va.	12	11	27	542	493	3	21	68	1,003	1,019	1	3	9	147	124						
W. Va.	1	0	30	77	70	-	0	14	45	158	-	0	4	3	19						
E.S. CENTRAL	-	3	11	160	162	27	58	187	3,576	3,599	1	4	22	229	253						
Ala.	-	2	7	75	69	18	18	70	1,083	950	-	1	15	70	49						
Ky.	-	0	2	14	19	5	9	20	414	528	-	1	5	43	66						
Miss.	-	0	1	1	-	-	17	66	1,180	1,137	-	0	12	20	29						
Tenn.	-	1	6	70	74	4	16	51	899	984	1	1	11	96	109						
W.S. CENTRAL	3	1	31	83	775	60	132	515	5,515	6,440	4	7	151	344	313						
Ark.	-	0	10	49	33	14	13	53	778	717	3	1	6	51	46						
La.	-	0	0	-	-	-	16	44	856	1,236	-	0	1	9	20						
Okla.	3	0	20	34	41	16	11	95	630	603	1	1	55	62	35						
Tex.	-	0	17	-	701	30	81	381	3,251	3,884	-	5	95	222	212						
MOUNTAIN	-	0	4	39	66	14	45	91	2,162	2,619	3	10	26	506	617						
Ariz.	N	0	0	N	N	1	14	33	675	901	-	2	7	79	86						
Colo.	-	0	0	-	-	8	10	24	486	515	1	2	7	99	210						
Idaho	-	0	1	6	11	1	3	8	133	146	-	3	7	111	91						
Mont.	N	0	0	N	N	2	2	10	119	88	1	0	5	37	39						
Nev.	-	0	2	16	8	2	3	8	146	279	1	0	7	36	37						
N. Mex.	-	0	2	10	13	-	5	22	282	311	-	1	3	39	46						
Utah	-	0	2	7	10	-	6	15	268	323	-	1	7	80	89						
Wyo.	-	0	0	-	24	-	1	9	53	56	-	0	7	25	19						
PACIFIC	1	3	15	174	189	49	99	288	4,511	5,838	9	14	46	596	593						
Alaska	-	0	2	11	12	-	1	6	46	74	-	0	1	3	2						
Calif.	-	3	11	149	162	30	73	232	3,451	4,330	1	8	36	363	265						
Hawaii	-	0	0	-	-	9	7	14	305	299	-	0	1	6	28						
Oreg.	1	0	2	14	15	-	5	12	226	477	1	1	11	88	104						
Wash.	-	0	14	-	-	10	12	42	483	658	7	2	13	136	194						
Amer. Samoa	N	0	0	N	N	-	0	0	-	2	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	3	6	11	-	0	0	-	-						
P.R.	-	0	6	32	40	-	5	17	188	549	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes E. coli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


