
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending January 28, 2006 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	47	45	90	176	207	85	161	211	377	507	813	528	1,774	2,561	1,620						
NEW ENGLAND	1	2	12	2	14	2	4	15	13	16	28	44	1,124	92	282						
Conn.	U	0	0	U	U	-	0	11	-	-	U	0	0	U	U						
Maine	N	0	0	N	N	-	0	1	1	-	-	1	19	19	37						
Mass.	-	1	6	-	13	1	2	5	10	16	-	30	86	-	239						
N.H.	-	0	0	-	-	1	0	2	2	-	6	3	1,110	25	-						
R.I.	-	0	7	-	-	-	0	6	-	-	-	0	0	-	-						
Vt.	1	0	2	2	1	-	0	1	-	-	22	1	16	48	6						
MID. ATLANTIC	1	3	10	10	28	14	20	32	43	71	108	110	211	470	109						
N.J.	N	0	0	N	N	2	2	7	5	12	-	0	0	-	-						
N.Y. (Upstate)	1	1	9	2	5	3	2	10	4	1	-	0	0	-	-						
N.Y. City	U	0	0	U	U	7	12	20	28	48	-	0	0	-	-						
Pa.	-	2	9	8	23	2	3	7	6	10	108	110	211	470	109						
E.N. CENTRAL	13	11	31	53	40	13	16	40	46	32	420	124	460	1,238	641						
Ill.	-	0	2	-	-	-	7	30	12	6	-	1	5	-	4						
Ind.	3	2	16	3	6	3	1	5	8	4	-	0	245	-	-						
Mich.	-	1	3	3	8	2	1	8	5	1	83	81	351	347	451						
Ohio	10	7	20	47	26	6	4	11	18	20	337	27	339	848	121						
Wis.	N	0	0	N	N	2	1	3	3	1	-	9	26	43	65						
W.N. CENTRAL	1	1	15	5	5	3	4	9	14	24	43	11	70	189	6						
Iowa	N	0	0	N	N	-	0	1	-	-	N	0	0	N	N						
Kans.	N	0	0	N	N	2	0	2	3	2	-	0	0	-	-						
Minn.	-	0	15	-	-	-	1	5	1	2	-	0	0	-	-						
Mo.	1	0	3	5	5	1	3	7	10	20	43	8	69	183	-						
Nebr.	-	0	1	-	-	-	0	1	-	-	-	0	0	-	-						
N. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	25	-	-						
S. Dak.	-	0	1	-	-	-	0	1	-	-	-	1	23	6	6						
S. ATLANTIC	27	19	40	92	89	31	40	90	102	101	35	45	194	174	156						
Del.	-	0	1	-	-	1	0	2	4	-	-	0	4	3	2						
D.C.	-	0	4	3	-	-	1	9	2	7	1	0	6	1	-						
Fla.	13	11	34	54	52	11	16	29	54	58	-	0	0	-	-						
Ga.	14	5	18	33	35	-	7	47	-	-	-	0	0	-	-						
Md.	-	0	0	-	-	7	6	19	17	8	-	0	0	-	-						
N.C.	N	0	0	N	N	5	4	17	16	20	-	0	0	-	-						
S.C.	-	0	0	-	-	-	1	8	-	4	1	10	41	37	30						
Va.	N	0	0	N	N	7	2	11	9	4	-	7	135	-	13						
W. Va.	-	2	8	2	2	-	0	1	-	-	33	18	61	133	111						
E.S. CENTRAL	1	3	13	8	12	5	9	18	15	29	-	0	0	-	-						
Ala.	-	0	0	-	-	-	3	11	-	18	-	0	0	-	-						
Ky.	-	0	5	1	2	-	1	4	5	-	N	0	0	N	N						
Miss.	-	0	0	-	-	-	0	5	-	1	-	0	0	-	-						
Tenn.	1	2	12	7	10	5	4	11	10	10	-	0	0	-	-						
W.S. CENTRAL	2	1	13	4	15	13	24	38	75	98	86	133	371	213	141						
Ark.	2	0	2	2	3	-	1	6	1	3	1	0	32	17	-						
La.	-	1	11	2	12	-	3	17	1	12	-	0	32	-	3						
Okla.	N	0	0	N	N	-	0	6	3	8	-	0	0	-	-						
Tex.	N	0	0	N	N	13	17	30	70	75	85	128	339	196	138						
MOUNTAIN	1	1	28	2	4	-	7	17	14	22	93	47	118	185	285						
Ariz.	N	0	0	N	N	-	3	13	9	9	-	0	0	-	-						
Colo.	N	0	0	N	N	-	1	6	2	2	72	35	87	140	221						
Idaho	N	0	0	N	N	-	0	6	-	-	-	0	0	-	-						
Mont.	-	0	1	-	-	-	0	3	-	-	-	0	0	-	-						
Nev.	-	0	27	-	-	-	2	7	3	3	-	0	4	-	-						
N. Mex.	-	0	0	-	-	-	1	3	-	7	1	3	15	5	18						
Utah	-	0	6	-	4	-	0	1	-	1	20	7	38	38	35						
Wyo.	1	0	3	2	-	-	0	0	-	-	-	0	8	2	11						
PACIFIC	-	0	0	-	-	4	33	55	55	114	-	0	0	-	-						
Alaska	-	0	0	-	-	-	0	2	-	1	-	0	0	-	-						
Calif.	N	0	0	N	N	1	28	53	32	108	-	0	0	-	-						
Hawaii	-	0	0	-	-	-	0	2	1	1	-	0	0	-	-						
Oreg.	N	0	0	N	N	1	0	6	2	-	-	0	0	-	-						
Wash.	N	0	0	N	N	2	2	11	20	4	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	-	0	0	-	-	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	N	0	0	N	N	7	3	16	8	3	-	9	47	-	21						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


