
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 18, 2000 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	1,069	1,047	11,148	14,578	5,924	6,128	1	59	-	18	77	92									
NEW ENGLAND	93	86	329	314	86	136	-	3	-	4	7	11									
Maine	1	7	21	12	5	1	-	-	-	-	-	-									
N.H.	12	17	18	17	15	15	U	2	U	1	3	1									
Vt.	7	5	10	19	6	4	-	-	-	3	3	-									
Mass.	36	35	114	126	12	42	-	1	-	-	1	8									
R.I.	4	5	23	21	20	33	-	-	-	-	-	-									
Conn.	33	17	143	119	28	41	-	-	-	-	-	2									
MID. ATLANTIC	164	180	1,003	1,076	780	780	-	14	-	5	19	5									
Upstate N.Y.	91	73	214	242	127	162	-	9	-	-	9	2									
N.Y. City	33	55	320	359	390	238	-	5	-	4	9	3									
N.J.	30	47	100	140	57	121	-	-	-	-	-	-									
Pa.	10	5	369	335	206	259	-	-	-	1	1	-									
E.N. CENTRAL	134	172	1,297	2,657	640	634	1	9	-	-	9	4									
Ohio	49	54	242	598	96	84	-	2	-	-	2	-									
Ind.	27	22	114	96	44	35	-	-	-	-	-	2									
Ill.	48	70	486	719	110	52	-	4	-	-	4	1									
Mich.	7	19	442	1,173	389	434	1	3	-	-	3	1									
Wis.	3	7	13	71	1	29	-	-	-	-	-	-									
W.N. CENTRAL	62	68	675	845	502	307	-	3	-	1	4	1									
Minn.	35	43	177	94	35	49	-	-	-	1	1	1									
Iowa	1	2	65	132	34	38	-	2	-	-	2	-									
Mo.	16	10	297	514	372	185	-	-	-	-	-	-									
N. Dak.	2	1	3	3	2	2	-	-	-	-	-	-									
S. Dak.	1	2	2	9	1	1	-	-	-	-	-	-									
Nebr.	3	4	33	48	37	19	-	-	-	-	-	-									
Kans.	4	6	98	45	21	13	U	1	U	-	1	-									
S. ATLANTIC	275	214	1,363	1,655	1,186	998	-	4	-	-	4	20									
Del.	-	-	-	2	-	1	-	-	-	-	-	-									
Md.	74	56	200	268	111	136	-	-	-	-	-	-									
D.C.	-	5	24	54	29	25	-	-	-	-	-	-									
Va.	37	18	142	164	147	86	-	2	-	-	2	18									
W. Va.	9	7	53	39	14	22	U	-	U	-	-	-									
N.C.	23	31	129	148	219	211	-	-	-	-	-	-									
S.C.	15	5	72	43	21	63	-	-	-	-	-	-									
Ga.	64	55	280	440	218	149	-	-	-	-	-	-									
Fla.	53	37	463	497	427	305	-	2	-	-	2	2									
E.S. CENTRAL	46	59	359	370	405	438	-	-	-	-	-	2									
Ky.	12	7	45	64	65	45	-	-	-	-	-	2									
Tenn.	22	33	129	145	199	205	-	-	-	-	-	-									
Ala.	11	16	52	53	49	79	-	-	-	-	-	-									
Miss.	1	3	133	108	92	109	-	-	-	-	-	-									
W.S. CENTRAL	57	59	2,122	2,798	688	1,033	-	-	-	-	-	12									
Ark.	2	2	107	61	75	76	-	-	-	-	-	5									
La.	11	14	56	203	87	161	-	-	-	-	-	-									
Okla.	42	39	243	460	145	129	-	-	-	-	-	-									
Tex.	2	4	1,716	2,074	381	667	-	-	-	-	-	7									
MOUNTAIN	103	98	899	1,142	490	520	-	12	-	1	13	2									
Mont.	1	3	7	17	6	17	-	-	-	-	-	-									
Idaho	4	1	30	40	6	27	-	-	-	-	-	-									
Wyo.	1	1	39	8	25	13	-	-	-	-	-	-									
Colo.	17	14	189	207	101	91	-	2	-	1	3	-									
N. Mex.	21	18	68	47	97	166	-	-	-	-	-	-									
Ariz.	44	50	439	631	188	125	-	-	-	-	-	1									
Utah	11	8	57	56	24	31	-	3	-	-	3	-									
Nev.	4	3	70	136	43	50	U	7	U	-	7	1									
PACIFIC	135	111	3,101	3,721	1,147	1,282	-	14	-	7	21	35									
Wash.	7	6	258	308	107	65	-	2	-	1	3	5									
Oreg.	29	37	168	224	107	102	-	-	-	-	-	12									
Calif.	32	51	2,651	3,156	913	1,084	-	11	-	3	14	17									
Alaska	44	9	11	11	9	16	-	1	-	-	1	-									
Hawaii	23	8	13	22	11	15	-	-	-	3	3	1									
Guam	-	-	-	1	-	4	U	-	U	-	-	1									
P.R.	4	2	202	306	219	221	-	-	-	-	-	-									
V.I.	U	U	U	U	U	U	U	U	U	U	U	U									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	U	U	U	U	U	U	U	U	U	U	U	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


