
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending May 25, 2013 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2013
Shigellosis cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012

tab delimited data:
test
UNITED STATES	84	255	425	2,670	4,960	-	2	12	29	58	16	43	420	231	758						
NEW ENGLAND	3	4	13	67	49	-	0	1	-	-	-	0	3	1	4						
Conn.	-	1	3	16	11	-	0	0	-	-	-	0	0	-	-						
Maine	1	0	2	2	2	-	0	0	-	-	-	0	1	-	2						
Mass.	-	2	10	38	34	-	0	0	-	-	-	0	3	-	-						
N.H.	-	0	1	3	1	-	0	0	-	-	-	0	1	1	-						
R.I.	1	0	5	5	-	-	0	0	-	-	-	0	3	-	2						
Vt.	1	0	1	3	1	-	0	1	-	-	-	0	0	-	-						
MID. ATLANTIC	2	33	74	258	1,087	-	0	1	1	3	-	1	12	9	60						
N.J.	-	5	30	29	559	-	0	0	-	-	-	0	10	-	43						
N.Y. (Upstate)	-	13	60	94	187	-	0	1	-	2	-	0	7	3	2						
N.Y. City	-	7	18	107	285	-	0	0	-	-	-	0	2	3	1						
Pa.	2	2	7	28	56	-	0	1	1	1	-	0	5	3	14						
E.N. CENTRAL	6	39	114	613	485	-	0	1	2	3	-	2	18	14	61						
Ill.	-	4	17	57	64	-	0	1	-	2	-	1	12	4	40						
Ind.	-	1	17	18	27	-	0	1	2	1	-	0	6	5	7						
Mich.	1	3	14	72	102	-	0	1	-	-	-	0	2	-	-						
Ohio	4	28	103	450	267	-	0	0	-	-	-	0	3	4	9						
Wis.	1	1	13	16	25	-	0	0	-	-	-	0	3	1	5						
W.N. CENTRAL	2	13	46	85	228	-	0	2	2	-	-	2	27	16	95						
Iowa	1	2	11	29	6	-	0	0	-	-	-	0	1	1	4						
Kans.	-	1	4	11	66	-	0	0	-	-	-	0	0	-	-						
Minn.	-	6	20	-	108	-	0	0	-	-	-	0	2	-	4						
Mo.	-	1	4	15	29	-	0	2	2	-	-	2	25	15	86						
Nebr.	1	2	22	23	17	-	0	1	-	-	-	0	1	-	1						
N. Dak.	-	0	2	5	1	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	3	2	1	-	0	0	-	-	-	0	1	-	-						
S. ATLANTIC	36	38	94	526	1,243	-	1	8	21	39	7	15	145	79	118						
Del.	-	0	4	2	1	-	0	0	-	-	-	0	2	3	11						
D.C.	-	0	3	2	11	-	0	0	-	-	-	0	0	-	1						
Fla.	23	21	66	198	756	-	0	1	1	1	-	0	3	6	10						
Ga.	1	11	20	188	279	-	1	8	19	33	-	0	0	-	-						
Md.	-	2	10	26	104	-	0	0	-	-	-	0	2	5	4						
N.C.	10	2	10	50	47	-	0	4	-	-	-	1	133	18	19						
