
TABLE II. (Part 11)  Provisional cases of selected notifiable diseases, United States, week ending February 12, 2011 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2011
Varicella (chickenpox) cummulative for 2010
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2011
West Nile virus disease † Neuroinvasive cummulative for 2010
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2011
West Nile virus disease † Non-neuroinvasive § cummulative for 2010

tab delimited data:
test
UNITED STATES	151	268	563	1,070	1,739	-	0	71	-	1	-	1	53	-	-						
NEW ENGLAND	3	20	45	60	121	-	0	3	-	-	-	0	2	-	-						
Conn.	-	5	20	-	25	-	0	2	-	-	-	0	2	-	-						
Maine	3	5	16	28	39	-	0	0	-	-	-	0	0	-	-						
Mass.	-	4	12	-	25	-	0	2	-	-	-	0	1	-	-						
N.H.	-	2	9	9	20	-	0	1	-	-	-	0	0	-	-						
R.I.	-	0	3	1	1	-	0	0	-	-	-	0	0	-	-						
Vt.	-	0	10	22	11	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	12	30	62	88	198	-	0	19	-	-	-	0	13	-	-						
N.J.	-	7	30	7	59	-	0	3	-	-	-	0	6	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	9	-	-	-	0	7	-	-						
N.Y. City	-	0	1	-	-	-	0	7	-	-	-	0	4	-	-						
Pa.	12	20	41	81	139	-	0	3	-	-	-	0	3	-	-						
E.N. CENTRAL	38	94	176	389	666	-	0	15	-	-	-	0	8	-	-						
Ill.	5	19	45	69	157	-	0	10	-	-	-	0	5	-	-						
Ind.	-	5	30	26	78	-	0	2	-	-	-	0	2	-	-						
Mich.	11	30	62	120	217	-	0	6	-	-	-	0	1	-	-						
Ohio	22	27	58	174	174	-	0	1	-	-	-	0	1	-	-						
Wis.	-	7	22	-	40	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	1	15	32	32	91	-	0	7	-	-	-	0	11	-	-						
Iowa	N	0	0	N	N	-	0	1	-	-	-	0	2	-	-						
Kans.	1	4	22	20	40	-	0	1	-	-	-	0	3	-	-						
Minn.	-	0	0	-	-	-	0	1	-	-	-	0	3	-	-						
Mo.	-	7	23	10	42	-	0	1	-	-	-	0	0	-	-						
Nebr.	N	0	0	N	N	-	0	3	-	-	-	0	7	-	-						
N. Dak.	-	0	10	-	7	-	0	2	-	-	-	0	2	-	-						
S. Dak.	-	1	7	2	2	-	0	2	-	-	-	0	3	-	-						
S. ATLANTIC	38	35	100	143	202	-	0	4	-	-	-	0	4	-	-						
Del.	-	0	3	1	-	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	4	2	-	-	0	1	-	-	-	0	1	-	-						
Fla.	32	16	57	111	108	-	0	3	-	-	-	0	1	-	-						
Ga.	N	0	0	N	N	-	0	1	-	-	-	0	3	-	-						
Md.	N	0	0	N	N	-	0	3	-	-	-	0	2	-	-						
N.C.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
S.C.	-	0	35	-	7	-	0	1	-	-	-	0	0	-	-						
Va.	6	10	29	29	39	-	0	1	-	-	-	0	1	-	-						
W. Va.	-	7	26	-	48	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	-	5	22	23	25	-	0	1	-	1	-	0	3	-	-						
Ala.	-	5	22	23	25	-	0	1	-	-	-	0	1	-	-						
Ky.	N	0	0	N	N	-	0	1	-	-	-	0	1	-	-						
Miss.	-	0	2	-	-	-	0	1	-	1	-	0	2	-	-						
Tenn.	N	0	0	N	N	-	0	1	-	-	-	0	2	-	-						
W.S. CENTRAL	35	42	177	168	247	-	0	16	-	-	-	0	3	-	-						
Ark.	1	2	32	2	13	-	0	3	-	-	-	0	1	-	-						
La.	-	2	4	5	14	-	0	3	-	-	-	0	1	-	-						
Okla.	N	0	0	N	N	-	0	1	-	-	-	0	0	-	-						
Tex.	34	39	171	161	220	-	0	15	-	-	-	0	2	-	-						
MOUNTAIN	24	19	48	158	184	-	0	18	-	-	-	0	15	-	-						
Ariz.	-	0	0	-	-	-	0	13	-	-	-	0	9	-	-						
Colo.	13	8	31	80	67	-	0	5	-	-	-	0	11	-	-						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	1	-	-						
Mont.	11	3	28	61	30	-	0	0	-	-	-	0	0	-	-						
Nev.	N	0	0	N	N	-	0	0	-	-	-	0	1	-	-						
N. Mex.	-	1	8	5	14	-	0	5	-	-	-	0	2	-	-						
Utah	-	4	17	12	72	-	0	1	-	-	-	0	1	-	-						
Wyo.	-	0	3	-	1	-	0	1	-	-	-	0	1	-	-						
PACIFIC	-	1	7	9	5	-	0	7	-	-	-	0	6	-	-						
Alaska	-	1	5	9	4	-	0	0	-	-	-	0	0	-	-						
Calif.	-	0	0	-	-	-	0	7	-	-	-	0	6	-	-						
