
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending November 13, 2004 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis cummulative for 2004
Salmonellosis cummulative for 2003
Shigellosis cummulative for 2004
Shigellosis cummulative for 2003
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcal Disease, Invasive, Group A cummulative for 2003
Streptococcus pneumoniae, Drug Resistant, Invasive, All Ages cummulative for 2004
Streptococcus pneumoniae, Drug Resistant, Invasive, All Ages cummulative for 2003
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2004
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2003

tab delimited data:
test
UNITED STATES	34,918	37,659	10,424	20,285	4,038	4,924	1,878	1,728	596	607											
NEW ENGLAND	1,779	1,875	256	296	159	419	54	88	59	8											
Maine	79	116	4	6	8	27	2	-	3	-											
N.H.	124	129	8	8	17	29	-	-	N	N											
Vt.	55	65	3	7	8	19	7	6	3	4											
Mass.	1,020	1,096	162	200	105	183	28	N	46	N											
R.I.	107	114	18	14	21	14	17	10	7	4											
Conn.	394	355	61	61	-	147	-	72	U	U											
MID. ATLANTIC	4,860	4,325	1,011	2,091	631	853	117	113	107	86											
Upstate N.Y.	1,096	1,009	385	451	209	322	51	61	76	65											
N.Y. City	1,072	1,203	328	363	90	131	U	U	U	U											
N.J.	854	717	209	323	143	160	-	-	6	2											
Pa.	1,838	1,396	89	954	189	240	66	52	25	19											
E.N. CENTRAL	4,317	5,030	952	1,647	766	1,155	416	379	139	268											
Ohio	1,140	1,214	152	269	202	269	293	245	67	85											
Ind.	531	499	189	148	88	110	123	134	34	26											
Ill.	1,168	1,764	278	890	161	298	-	-	-	108											
Mich.	769	701	183	226	266	330	N	N	N	N											
Wis.	709	852	150	114	49	148	N	N	38	49											
W.N. CENTRAL	2,093	2,203	368	710	270	303	17	17	92	66											
Minn.	537	486	62	93	131	145	-	-	59	45											
Iowa	392	347	61	73	N	N	N	N	N	N											
Mo.	549	812	141	334	57	68	12	13	13	3											
N. Dak.	41	36	3	7	11	16	-	3	4	7											
S. Dak.	112	105	10	16	17	22	5	1	-	-											
Nebr.	130	150	22	86	14	25	-	-	6	5											
Kans.	332	267	69	101	40	27	N	N	10	6											
S. ATLANTIC	9,787	9,487	2,389	6,022	870	813	970	927	50	18											
Del.	81	93	6	161	3	6	4	1	N	N											
Md.	729	763	134	535	146	200	-	21	37	-											
D.C.	57	39	35	69	10	8	5	-	3	7											
Va.	1,094	937	148	396	67	93	N	N	N	N											
W. Va.	200	117	8	-	22	31	97	64	10	11											
N.C.	1,432	1,193	310	883	118	93	N	N	U	U											
S.C.	765	653	275	435	37	38	69	126	N	N											
Ga.	1,746	1,816	618	1,078	264	162	283	207	N	N											
Fla.	3,683	3,876	855	2,465	203	182	512	508	N	N											
E.S. CENTRAL	2,266	2,613	697	870	189	173	120	125	5	-											
Ky.	307	350	65	120	57	41	26	16	N	N											
Tenn.	522	677	327	299	132	132	93	109	N	N											
Ala.	653	664	259	287	-	-	-	-	N	N											
Miss.	784	922	46	164	-	-	1	-	5	-											
W.S. CENTRAL	2,934	5,515	2,353	5,221	224	250	54	68	106	98											
Ark.	505	740	69	99	16	6	8	20	8	7											
La.	697	796	250	422	2	1	46	48	24	19											
Okla.	360	426	408	754	60	79	N	N	39	48											
Tex.	1,372	3,553	1,626	3,946	146	164	N	N	35	24											
MOUNTAIN	2,131	1,962	736	1,090	440	403	35	7	38	63											
Mont.	177	96	4	2	-	1	-	-	-	-											
Idaho	140	159	13	29	8	18	N	N	N	N											
Wyo.	49	73	5	8	8	2	10	6	-	-											
Colo.	489	441	142	290	117	118	-	-	35	47											
N. Mex.	243	245	114	229	70	99	5	-	-	11											
Ariz.	664	587	363	427	196	132	N	N	N	N											
Utah	220	198	44	44	38	31	18	1	3	5											
Nev.	149	163	51	61	3	2	2	-	-	-											
PACIFIC	4,751	4,649	1,662	2,338	489	555	95	4	-	-											
Wash.	511	505	99	149	53	56	-	-	N	N											
Oreg.	377	375	69	202	N	N	N	N	N	N											
Calif.	3,482	3,509	1,445	1,934	327	381	N	N	N	N											
Alaska	53	64	6	10	-	-	-	-	N	N											
Hawaii	328	196	43	43	109	118	95	4	-	-											
Guam	-	40	-	33	-	-	-	-	-	-											
P.R.	268	631	8	27	N	N	N	N	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	3	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


