
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending October 2, 2004 (WEEK 39)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis cummulative for 2004
Salmonellosis cummulative for 2003
Shigellosis cummulative for 2004
Shigellosis cummulative for 2003
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcal Disease, Invasive, Group A cummulative for 2003
Streptococcus pneumoniae, Drug Resistant, Invasive, All Ages cummulative for 2004
Streptococcus pneumoniae, Drug Resistant, Invasive, All Ages cummulative for 2003
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2004
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2003

tab delimited data:
test
UNITED STATES	29,738	31,659	8,506	17,558	3,719	4,539	1,689	1,540	507	522											
NEW ENGLAND	1,614	1,639	224	252	152	396	26	75	54	6											
Maine	70	102	2	6	8	23	2	-	3	-											
N.H.	112	116	7	6	16	27	-	-	N	N											
Vt.	43	54	2	6	8	18	7	6	1	3											
Mass.	934	962	145	173	103	177	N	N	43	N											
R.I.	91	103	13	13	17	11	17	10	7	3											
Conn.	364	302	55	48	-	140	-	59	U	U											
MID. ATLANTIC	4,251	3,761	897	1,860	587	793	106	100	85	77											
Upstate N.Y.	946	864	361	331	193	300	44	54	59	57											
N.Y. City	960	1,031	288	316	79	114	U	U	U	U											
N.J.	678	640	168	304	137	151	-	-	6	2											
Pa.	1,667	1,226	80	909	178	228	62	46	20	18											
E.N. CENTRAL	3,831	4,363	771	1,480	718	1,081	374	338	125	226											
Ohio	1,015	1,078	133	252	191	254	263	219	61	77											
Ind.	456	435	173	124	84	105	111	119	30	22											
Ill.	1,072	1,505	251	797	154	274	-	-	-	86											
Mich.	680	617	97	200	247	311	N	N	N	N											
Wis.	608	728	117	107	42	137	N	N	34	41											
W.N. CENTRAL	1,858	1,834	334	587	248	276	14	11	75	58											
Minn.	458	405	50	79	123	134	-	-	50	41											
Iowa	375	277	61	54	N	N	N	N	N	N											
Mo.	505	690	132	290	55	61	9	7	10	2											
N. Dak.	36	27	3	6	11	13	-	3	2	4											
S. Dak.	80	91	9	13	12	20	5	1	-	-											
Nebr.	121	120	22	75	12	23	-	-	5	5											
Kans.	283	224	57	70	35	25	N	N	8	6											
S. ATLANTIC	8,152	7,639	2,107	5,389	796	758	896	837	40	16											
Del.	81	81	6	155	3	6	4	1	N	N											
Md.	629	649	113	503	130	186	-	14	29	-											
D.C.	46	32	29	62	8	7	5	-	3	6											
Va.	928	770	123	313	62	90	N	N	N	N											
W. Va.	172	107	5	-	20	31	89	58	8	10											
N.C.	1,188	958	242	815	100	92	N	N	U	U											
S.C.	701	503	274	377	37	36	67	119	N	N											
Ga.	1,460	1,476	536	965	256	148	264	186	N	N											
Fla.	2,947	3,063	779	2,199	180	162	467	459	N	N											
E.S. CENTRAL	1,943	2,168	606	712	177	161	112	109	2	-											
Ky.	270	318	53	92	51	39	24	15	N	N											
Tenn.	495	565	304	245	126	122	87	94	N	N											
Ala.	547	527	204	228	-	-	-	-	N	N											
Miss.	631	758	45	147	-	-	1	-	2	-											
W.S. CENTRAL	2,390	4,739	1,777	4,454	214	219	49	61	90	83											
Ark.	428	584	57	87	16	6	7	19	8	5											
La.	540	677	220	375	2	1	42	42	18	17											
Okla.	313	350	363	648	53	70	N	N	35	41											
Tex.	1,109	3,128	1,137	3,344	143	142	N	N	29	20											
MOUNTAIN	1,833	1,650	608	881	414	374	30	5	36	56											
Mont.	172	81	4	2	-	1	-	-	-	-											
Idaho	130	134	12	24	8	18	N	N	N	N											
Wyo.	43	69	4	6	7	2	9	4	-	-											
Colo.	447	383	126	209	117	107	-	-	33	43											
N. Mex.	200	205	90	182	68	90	5	-	-	9											
Ariz.	546	481	298	367	176	127	N	N	N	N											
Utah	169	163	33	36	36	27	14	1	3	4											
Nev.	126	134	41	55	2	2	2	-	-	-											
PACIFIC	3,866	3,866	1,182	1,943	413	481	82	4	-	-											
Wash.	424	419	87	131	53	41	-	-	N	N											
Oreg.	337	345	55	184	N	N	N	N	N	N											
Calif.	2,797	2,892	993	1,585	281	344	N	N	N	N											
Alaska	43	54	5	7	-	-	-	-	N	N											
Hawaii	265	156	42	36	79	96	82	4	-	-											
Guam	-	37	-	30	-	-	-	-	-	-											
P.R.	171	500	7	24	N	N	N	N	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	3	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


