
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending February 19, 2011 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2011
Legionellosis cummulative for 2010
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2011
Lyme disease cummulative for 2010
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2011
Malaria cummulative for 2010

tab delimited data:
test
UNITED STATES	23	55	117	193	298	41	403	1,674	533	1,636	5	26	80	124	161						
NEW ENGLAND	1	4	15	2	14	-	126	504	26	522	-	1	5	2	8						
Conn.	-	0	6	-	3	-	47	213	-	230	-	0	1	-	-						
Maine	1	0	4	1	-	-	12	65	7	16	-	0	1	-	-						
Mass.	-	2	10	-	7	-	41	223	-	170	-	1	4	-	8						
N.H.	-	0	5	-	1	-	24	68	14	94	-	0	2	-	-						
R.I.	-	0	4	-	2	-	1	40	1	2	-	0	1	-	-						
Vt.	-	0	2	1	1	-	4	27	4	10	-	0	1	2	-						
MID. ATLANTIC	5	14	48	50	63	29	179	738	343	763	1	7	17	37	49						
N.J.	-	1	11	-	9	-	49	220	-	219	-	0	1	-	-						
N.Y. (Upstate)	4	5	19	18	19	18	38	200	58	81	1	1	6	5	11						
N.Y. City	-	2	17	13	13	-	1	7	-	20	-	4	14	27	28						
Pa.	1	6	19	19	22	11	92	387	285	443	-	1	3	5	10						
E.N. CENTRAL	3	12	44	30	68	-	26	325	4	62	-	3	9	9	12						
Ill.	-	2	15	-	8	-	1	18	-	3	-	0	7	-	7						
Ind.	-	2	7	3	9	-	1	7	-	6	-	0	2	-	1						
Mich.	-	3	20	6	9	-	1	14	1	-	-	0	4	1	2						
Ohio	3	4	15	21	26	-	0	9	2	3	-	1	5	7	2						
Wis.	-	1	5	-	16	-	21	297	1	50	-	0	1	1	-						
W.N. CENTRAL	-	2	9	4	7	-	1	11	-	3	-	1	4	1	10						
Iowa	-	0	2	-	-	-	0	10	-	2	-	0	2	-	2						
Kans.	-	0	2	-	2	-	0	1	-	1	-	0	2	-	3						
Minn.	-	0	8	-	1	-	0	0	-	-	-	0	3	-	-						
Mo.	-	1	4	3	2	-	0	1	-	-	-	0	3	-	2						
Nebr.	-	0	2	-	2	-	0	2	-	-	-	0	1	1	3						
N. Dak.	-	0	1	-	-	-	0	5	-	-	-	0	1	-	-						
S. Dak.	-	0	2	1	-	-	0	1	-	-	-	0	2	-	-						
S. ATLANTIC	6	10	28	35	53	11	57	176	141	258	4	7	44	50	46						
Del.	-	0	3	-	3	-	10	33	35	73	-	0	1	-	1						
D.C.	-	0	4	-	-	-	0	4	2	1	-	0	2	1	1						
Fla.	3	3	9	20	20	3	2	10	8	7	3	2	7	13	19						
Ga.	-	1	4	1	6	-	0	2	1	1	-	1	6	9	2						
Md.	2	2	6	5	13	6	23	105	49	118	-	1	24	10	10						
N.C.	1	1	7	5	2	-	1	9	6	5	1	0	13	5	3						
S.C.	-	0	2	-	1	-	0	3	-	2	-	0	1	-	-						
Va.	-	1	10	4	7	2	18	83	40	48	-	1	5	12	10						
W. Va.	-	0	3	-	1	-	0	29	-	3	-	0	1	-	-						
E.S. CENTRAL	1	2	10	9	16	-	0	4	-	5	-	0	3	1	3						
Ala.	-	0	2	1	2	-	0	1	-	-	-	0	1	-	1						
Ky.	1	0	4	4	5	-	0	1	-	1	-	0	1	-	2						
Miss.	-	0	3	1	2	-	0	0	-	-	-	0	2	-	-						
Tenn.	-	1	6	3	7	-	0	4	-	4	-	0	2	1	-						
W.S. CENTRAL	-	3	8	6	8	-	2	9	-	1	-	1	11	3	10						
Ark.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	1						
La.	-	0	2	1	1	-	0	1	-	-	-	0	1	-	1						
Okla.	-	0	3	1	-	-	0	0	-	-	-	0	1	1	1						
Tex.	-	2	7	4	6	-	2	9	-	1	-	1	10	2	7						
MOUNTAIN	-	3	10	7	21	-	0	3	1	2	-	1	4	8	8						
Ariz.	-	1	7	4	5	-	0	1	-	-	-	0	3	3	1						
Colo.	-	0	2	1	7	-	0	1	-	-	-	0	3	2	2						
Idaho	-	0	1	1	-	-	0	2	-	1	-	0	1	-	-						
