
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending March 21, 2009 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	95	99	208	1,218	1,443	13	34	61	340	472											
NEW ENGLAND	3	5	31	82	87	-	1	12	7	29											
Conn.	-	0	26	23	-	-	0	11	-	-											
Maine	-	0	3	2	8	-	0	1	-	1											
Mass.	3	3	7	36	63	-	1	3	4	24											
N.H.	-	0	4	12	9	-	0	1	2	4											
R.I.	-	0	8	4	2	-	0	2	-	-											
Vt.	-	0	3	5	5	-	0	1	1	-											
MID. ATLANTIC	18	17	35	235	304	2	3	19	36	63											
N.J.	-	1	11	1	58	-	1	4	7	17											
N.Y. (Upstate)	8	6	23	83	87	2	2	19	29	24											
N.Y. City	-	4	12	47	66	-	0	5	-	22											
Pa.	10	7	15	104	93	N	0	2	N	N											
E.N. CENTRAL	8	17	42	245	285	3	6	11	61	86											
Ill.	-	5	13	58	86	-	1	5	8	24											
Ind.	-	2	19	35	32	-	0	5	4	8											
Mich.	2	3	9	37	55	-	1	5	16	25											
Ohio	4	5	14	86	76	2	1	5	28	15											
Wis.	2	1	10	29	36	1	0	2	5	14											
W.N. CENTRAL	37	5	39	102	97	-	2	11	27	29											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	8	17	19	N	0	1	N	N											
Minn.	34	0	35	34	20	-	0	9	9	8											
Mo.	1	1	8	32	33	-	1	3	13	15											
Nebr.	2	1	3	12	14	-	0	1	1	2											
N. Dak.	-	0	3	-	4	-	0	2	-	1											
S. Dak.	-	0	2	7	7	-	0	2	4	3											
S. ATLANTIC	19	21	31	275	301	3	6	13	79	92											
Del.	-	0	1	6	5	-	0	0	-	-											
D.C.	-	0	4	-	8	N	0	0	N	N											
Fla.	8	5	13	76	69	2	1	3	17	14											
Ga.	7	5	14	76	65	1	2	6	29	24											
Md.	1	3	10	43	61	-	1	3	14	22											
N.C.	1	2	8	28	29	N	0	0	N	N											
S.C.	1	1	5	16	18	-	1	6	15	15											
Va.	1	2	9	20	32	-	0	4	-	15											
W. Va.	-	0	3	10	14	-	0	2	4	2											
E.S. CENTRAL	-	4	9	46	46	-	2	6	9	24											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	5	12	12	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	-	6											
Tenn.	-	3	7	34	34	-	1	5	9	18											
W.S. CENTRAL	6	9	57	103	102	3	5	32	58	53											
Ark.	-	0	2	4	2	1	0	3	8	3											
La.	-	0	2	3	7	-	0	3	11	2											
Okla.	5	2	13	54	33	2	1	7	12	21											
Tex.	1	6	44	42	60	-	4	23	27	27											
MOUNTAIN	3	9	23	107	184	2	4	11	53	81											
Ariz.	2	3	8	32	54	2	2	9	36	41											
Colo.	-	2	10	38	56	-	1	4	7	15											
Idaho	1	0	2	2	6	-	0	1	2	1											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	2	4	-	0	1	-	1											
N. Mex.	-	1	6	21	45	-	0	2	5	10											
Utah	-	1	6	11	18	-	0	4	3	13											
Wyo.	-	0	2	1	1	-	0	1	-	-											
PACIFIC	1	3	8	23	37	-	1	5	10	15											
Alaska	1	0	4	4	9	-	0	4	7	9											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	2	8	19	28	-	0	2	3	6											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	12	-	-	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


