
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending March 11, 2000 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2000
Malaria cummulative for 1999
Rabies, Animal cummulative for 2000
Rabies, Animal cummulative for 1999
Salmonellosis, NETSS cummulative for 2000
Salmonellosis, NETSS cummulative for 1999
Salmonellosis, PHLIS cummulative for 2000
Salmonellosis, PHLIS cummulative for 1999

tab delimited data:
test
UNITED STATES	129	231	696	890	3,675	4,640	1,959	4,254													
NEW ENGLAND	-	4	82	124	237	242	215	264													
Maine	-	-	16	19	25	24	9	14													
N.H.	-	-	2	5	18	3	8	11													
Vt.	-	-	6	20	6	11	4	11													
Mass.	-	4	26	33	136	144	132	140													
R.I.	-	-	-	12	3	12	12	25													
Conn.	-	-	32	35	49	48	50	63													
MID. ATLANTIC	14	75	148	186	313	714	245	533													
Upstate N.Y.	9	18	118	116	99	129	45	163													
N.Y. City	2	32	U	U	114	225	178	217													
N.J.	-	18	18	43	-	185	22	148													
Pa.	3	7	12	27	100	175	-	5													
E.N. CENTRAL	8	24	2	1	473	723	241	613													
Ohio	2	2	2	-	151	159	70	121													
Ind.	1	4	-	-	50	41	44	43													
Ill.	2	10	-	-	147	219	-	222													
Mich.	3	5	-	1	85	173	88	158													
Wis.	-	3	-	-	40	131	39	69													
W.N. CENTRAL	6	8	70	128	207	249	163	279													
Minn.	4	-	21	16	42	64	48	100													
Iowa	-	2	7	18	19	33	14	32													
Mo.	-	6	2	5	69	59	53	78													
N. Dak.	-	-	9	15	2	1	10	11													
S. Dak.	-	-	18	33	10	8	12	14													
Nebr.	1	-	-	1	27	18	7	18													
Kans.	1	-	13	40	38	66	19	26													
S. ATLANTIC	40	55	306	315	722	843	389	769													
Del.	-	-	10	6	9	15	7	15													
Md.	19	20	66	80	113	100	87	95													
D.C.	-	6	-	-	-	18	U	U													
Va.	12	9	75	69	71	93	58	100													
W. Va.	-	1	21	15	22	13	12	19													
N.C.	4	3	64	67	156	182	67	161													
S.C.	-	-	20	23	57	47	41	56													
Ga.	-	6	28	28	104	178	117	223													
Fla.	5	10	22	27	190	197	-	100													
E.S. CENTRAL	4	5	24	47	188	287	90	184													
Ky.	1	1	5	14	29	61	17	U													
Tenn.	-	2	16	19	49	84	47	80													
Ala.	3	2	3	14	76	79	23	54													
Miss.	-	-	-	-	34	63	3	10													
W.S. CENTRAL	1	9	8	19	205	335	238	449													
Ark.	-	1	-	-	35	50	22	42													
La.	1	6	-	-	24	49	68	61													
Okla.	-	1	8	19	27	37	18	22													
Tex.	-	1	-	-	119	199	130	324													
MOUNTAIN	11	10	28	23	335	336	231	335													
Mont.	1	1	9	10	17	4	-	1													
Idaho	-	1	-	-	22	13	-	18													
Wyo.	-	-	14	6	6	2	3	6													
Colo.	5	3	-	1	75	94	58	100													
N. Mex.	-	1	2	-	38	42	28	44													
Ariz.	2	3	3	6	90	111	93	95													
Utah	2	1	-	-	55	40	49	48													
Nev.	1	-	-	-	32	30	-	23													
PACIFIC	45	41	28	47	995	911	147	828													
Wash.	2	2	-	-	42	44	59	123													
Oreg.	5	7	-	-	52	71	58	90													
Calif.	38	29	21	44	847	729	-	554													
Alaska	-	-	7	3	12	6	2	5													
Hawaii	-	3	-	-	42	61	28	56													
Guam	-	-	-	-	-	13	U	U													
P.R.	-	-	6	9	10	57	U	U													
V.I.	-	U	-	U	-	U	U	U													
Amer. Samoa	-	U	-	U	-	U	U	U													
C.N.M.I.	-	U	-	U	-	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


