
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending March 11, 2006 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	10	51	197	115	228	108	280	466	1,480	1,847	95	82	153	958	979						
NEW ENGLAND	-	3	13	9	22	1	5	17	45	37	1	3	8	23	39						
Conn.	-	1	4	-	8	-	1	5	5	5	U	0	0	U	U						
Maine	-	0	5	-	1	-	0	1	-	-	-	0	2	3	2						
Mass.	-	2	7	9	11	1	3	11	33	25	1	2	6	12	26						
N.H.	-	0	2	-	-	-	0	4	3	3	-	0	2	5	3						
R.I.	-	0	2	-	1	-	0	6	3	1	-	0	3	2	3						
Vt.	-	0	2	-	1	-	0	4	1	3	-	0	2	1	5						
MID. ATLANTIC	-	6	77	-	27	12	21	69	122	193	22	15	37	172	197						
N.J.	-	1	6	-	7	-	5	18	32	58	-	2	8	9	33						
N.Y. (Upstate)	2	2	75	8	12	10	4	53	48	45	17	4	27	58	64						
N.Y. City	-	0	2	-	1	-	6	22	27	79	-	3	9	31	33						
Pa.	-	2	8	-	7	2	2	48	15	11	5	5	12	74	67						
E.N. CENTRAL	1	8	33	29	55	11	16	78	118	144	17	15	41	171	208						
Ill.	-	1	7	-	11	-	6	24	23	36	-	3	9	20	59						
Ind.	1	1	7	7	2	3	1	56	18	10	6	1	12	29	21						
Mich.	-	1	8	7	9	1	3	9	35	70	5	6	15	49	73						
Ohio	-	2	14	9	21	7	3	11	30	12	6	4	14	59	38						
Wis.	-	2	15	6	12	-	3	9	12	16	-	1	8	14	17						
W.N. CENTRAL	3	7	39	28	32	5	38	64	163	131	4	5	13	42	59						
Iowa	-	1	10	7	5	-	1	9	2	18	N	0	0	N	N						
Kans.	-	1	4	-	3	-	4	20	15	5	-	1	5	21	8						
Minn.	3	2	23	21	4	1	2	6	17	6	-	1	8	-	22						
Mo.	-	1	7	9	12	3	22	45	102	77	4	1	6	13	17						
Nebr.	-	0	4	1	6	-	1	9	12	18	-	0	4	5	6						
N. Dak.	-	0	2	-	-	1	0	2	2	1	-	0	3	3	2						
S. Dak.	-	0	5	-	2	-	1	17	13	6	-	0	2	-	4						
S. ATLANTIC	3	7	39	14	35	35	47	116	424	276	25	19	37	259	193						
Del.	-	0	2	-	-	-	0	2	-	1	-	0	2	1	-						
D.C.	-	0	1	-	-	-	0	2	3	1	-	0	2	4	2						
Fla.	3	1	31	13	12	15	23	66	188	131	6	5	12	64	62						
Ga.	-	0	6	-	6	7	12	36	136	73	6	3	9	66	40						
Md.	-	1	5	-	5	3	2	8	26	12	12	4	9	57	51						
N.C.	1	0	11	10	9	10	2	22	49	26	-	1	13	28	19						
S.C.	-	0	2	1	-	-	2	6	18	18	-	1	3	16	9						
Va.	-	2	9	-	3	-	2	9	4	14	1	2	11	17	8						
W. Va.	-	0	1	-	-	-	0	1	-	-	-	0	5	6	2						
E.S. CENTRAL	-	2	12	4	9	2	19	54	90	223	5	3	8	38	41						
Ala.	-	0	3	-	3	1	3	20	20	46	N	0	0	N	N						
Ky.	-	1	9	4	-	-	6	31	42	14	-	0	3	7	10						
Miss.	-	0	2	-	-	-	2	7	15	17	-	0	0	-	-						
Tenn.	-	1	3	8	6	1	4	47	13	146	5	3	6	31	31						
W.S. CENTRAL	-	2	18	-	10	2	62	122	133	389	2	6	21	61	44						
Ark.	-	0	2	-	1	2	1	3	10	13	1	0	2	2	6						
La.	-	0	2	-	5	-	2	11	24	32	-	0	2	5	4						
Okla.	-	0	3	-	1	-	10	41	20	78	1	2	13	40	21						
Tex.	-	1	18	-	3	-	46	106	79	266	-	3	15	14	13						
MOUNTAIN	3	6	15	10	24	5	16	53	100	100	19	12	41	175	174						
Ariz.	-	0	4	-	2	2	9	29	46	45	11	4	27	90	79						
Colo.	3	1	6	10	5	3	3	18	21	13	6	4	17	51	56						
Idaho	-	1	8	-	5	-	0	4	3	-	-	0	2	1	1						
Mont.	-	0	2	-	1	-	0	1	-	-	-	0	0	-	-						
Nev.	-	0	4	-	2	-	1	6	9	18	-	0	6	-	-						
N. Mex.	-	0	3	2	2	-	2	9	9	16	-	1	6	11	22						
Utah	-	1	7	1	6	-	1	4	11	8	2	2	6	20	15						
Wyo.	-	0	3	-	1	-	0	1	1	-	-	0	1	2	1						
PACIFIC	-	6	52	21	14	35	40	136	285	354	-	2	8	17	24						
Alaska	-	0	3	-	2	-	0	1	1	6	-	0	0	-	-						
Calif.	-	1	6	16	6	23	34	97	207	314	-	0	0	-	-						
Hawaii	-	0	4	-	1	-	1	4	10	7	-	2	8	17	24						
Oreg.	-	1	47	8	-	-	2	28	40	18	N	0	0	N	N						
Wash.	-	1	40	5	5	12	2	38	27	9	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	2	U	-	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	1	-	1	-	0	1	-	-	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes E. choli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


