
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending September 30, 2006 (WEEK 39)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	28	70	245	2,379	3,137	44	94	597	3,463	3,933	43	41	127	1,551	1,519						
NEW ENGLAND	2	3	20	144	363	-	1	9	47	115	8	2	11	88	102						
Conn.	1	1	2	34	41	-	0	3	-	37	4	0	8	29	22						
Maine	-	0	2	6	3	-	0	2	13	12	-	0	2	7	5						
Mass.	-	1	13	51	228	-	0	5	14	38	-	1	6	27	47						
N.H.	-	0	16	36	75	-	0	2	11	23	-	0	1	1	7						
R.I.	1	0	4	9	10	-	0	4	8	1	4	0	10	20	16						
Vt.	-	0	2	8	6	-	0	1	1	4	-	0	3	4	5						
MID. ATLANTIC	2	7	15	234	511	4	19	55	830	516	17	13	41	514	520						
N.J.	-	2	7	57	106	-	2	8	80	191	-	1	10	61	91						
N.Y. (Upstate)	-	1	14	63	77	2	1	43	49	42	15	5	29	219	132						
N.Y. City	-	2	10	64	245	-	13	29	580	108	-	1	9	29	81						
Pa.	2	1	5	50	83	2	3	9	121	175	2	4	17	205	216						
E.N. CENTRAL	3	6	12	206	273	6	8	24	310	429	5	9	25	334	314						
Ill.	-	1	4	40	100	-	2	7	57	121	-	1	4	21	44						
Ind.	1	0	5	22	14	-	0	17	42	32	1	0	3	24	20						
Mich.	2	2	8	77	87	-	3	7	105	139	-	2	7	87	87						
Ohio	-	1	4	44	39	6	2	10	100	103	4	4	19	169	137						
Wis.	-	1	5	23	33	-	0	4	6	34	-	0	5	33	26						
W.N. CENTRAL	1	2	30	96	70	-	4	22	119	209	-	1	15	51	59						
Iowa	-	0	2	8	18	-	0	3	13	20	-	0	3	10	4						
Kans.	-	0	5	24	13	-	0	2	8	24	-	0	2	3	2						
Minn.	-	0	29	9	3	-	0	13	17	27	-	0	11	11	16						
Mo.	-	1	3	34	28	-	2	7	69	110	-	0	3	17	23						
Nebr.	1	0	3	13	8	-	0	1	11	22	-	0	2	6	2						
N. Dak.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	2						
