
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending May 18, 2002 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	4,625	4,950	1,833	1,972	1,189	1,439	88	174													
NEW ENGLAND	89	87	91	117	4	71	4	59													
Maine	3	3	14	7	-	-	-	-													
N.H.	4	1	22	6	-	-	-	-													
Vt.	-	2	8	7	3	6	1	-													
Mass.	61	59	40	35	-	-	3	34													
R.I.	4	6	7	4	1	-	-	1													
Conn.	17	16	-	58	-	65	-	24													
MID. ATLANTIC	254	598	316	336	62	82	36	51													
Upstate N.Y.	60	154	157	126	58	80	36	51													
N.Y. City	144	149	72	92	U	U	-	-													
N.J.	20	193	66	95	-	-	-	-													
Pa.	30	102	21	23	4	2	-	-													
E.N. CENTRAL	510	706	269	430	89	102	24	60													
Ohio	291	200	109	112	-	-	1	-													
Ind.	25	100	16	33	86	102	19	30													
Ill.	108	191	4	147	2	-	-	20													
Mich.	55	124	140	105	1	-	4	10													
Wis.	31	91	-	33	-	-	-	-													
W.N. CENTRAL	450	500	129	202	290	36	19	3													
Minn.	75	190	66	74	202	2	19	2													
Iowa	33	82	-	-	-	-	-	-													
Mo.	52	107	28	46	5	9	-	-													
N. Dak.	7	9	-	4	-	2	-	1													
S. Dak.	127	44	7	5	1	3	-	-													
Nebr.	104	27	13	21	23	3	-	-													
Kans.	52	41	15	52	59	17	-	-													
S. ATLANTIC	1,889	696	355	334	629	863	5	1													
Del.	5	4	1	2	3	2	-	-													
Md.	262	40	51	25	-	-	-	-													
D.C.	19	21	4	2	29	3	1	-													
Va.	352	47	36	50	-	-	-	-													
W. Va.	2	4	7	10	31	28	-	1													
N.C.	111	148	71	76	-	-	-	-													
S.C.	24	62	23	5	106	174	4	-													
Ga.	670	103	101	100	195	236	-	-													
Fla.	444	267	61	64	265	420	-	-													
E.S. CENTRAL	356	420	53	38	75	153	-	-													
Ky.	57	135	6	16	8	18	-	-													
Tenn.	22	38	47	22	67	134	-	-													
Ala.	157	98	-	-	-	1	-	-													
Miss.	120	149	-	-	-	-	-	-													
W.S. CENTRAL	229	956	22	173	15	106	-	-													
Ark.	73	216	3	-	5	12	-	-													
La.	40	102	-	-	10	84	-	-													
Okla.	115	13	18	26	-	10	-	-													
Tex.	1	625	1	147	-	-	-	-													
MOUNTAIN	193	273	335	194	25	25	-	-													
Mont.	1	-	-	-	-	-	-	-													
Idaho	2	14	5	3	-	-	-	-													
Wyo.	3	-	6	4	9	3	-	-													
Colo.	44	59	125	77	-	-	-	-													
N. Mex.	46	48	55	40	16	22	-	-													
Ariz.	72	115	144	67	-	-	-	-													
Utah	14	16	-	3	-	-	-	-													
Nev.	11	21	-	-	-	-	-	-													
PACIFIC	655	714	263	148	-	1	-	-													
Wash.	35	65	26	-	-	-	-	-													
Oreg.	37	39	-	-	-	-	-	-													
Calif.	564	593	215	126	-	-	-	-													
Alaska	2	2	-	-	-	-	-	-													
Hawaii	17	15	22	22	-	1	-	-													
Guam	-	14	-	1	-	-	-	-													
P.R.	1	6	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	6	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


