
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 1, 2003 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	4,637	5,874	105,335	132,165	577	628	162	350	-	-											
NEW ENGLAND	129	205	3,614	4,509	-	-	15	11	-	-											
Maine	-	1	163	230	N	N	1	-	-	-											
N.H.	3	4	219	273	-	-	-	2	-	-											
Vt.	5	4	166	128	-	-	1	-	-	-											
Mass.	49	132	1,315	1,748	-	-	8	5	-	-											
R.I.	16	21	468	451	-	-	3	3	-	-											
Conn.	56	43	1,283	1,679	N	N	2	1	-	-											
MID. ATLANTIC	1,387	1,368	6,841	14,137	-	-	12	26	-	-											
Upstate N.Y.	158	79	2,392	1,526	N	N	8	5	-	-											
N.Y. City	739	856	761	4,962	-	-	2	13	-	-											
N.J.	137	253	1,675	2,428	-	-	1	3	-	-											
Pa.	353	180	2,013	5,221	N	N	1	5	-	-											
E.N. CENTRAL	516	665	19,440	24,263	1	4	32	115	-	-											
Ohio	80	153	6,346	6,597	-	-	9	30	-	-											
Ind.	79	84	2,655	2,781	N	N	3	9	-	-											
Ill.	207	333	3,747	6,783	-	-	4	23	-	-											
Mich.	135	66	4,649	5,193	1	4	12	20	-	-											
Wis.	15	29	2,043	2,909	-	-	4	33	-	-											
W.N. CENTRAL	57	93	6,464	7,254	-	-	17	26	-	-											
Minn.	8	19	1,241	1,805	N	N	6	8	-	-											
Iowa	17	22	568	585	N	N	5	2	-	-											
Mo.	24	34	2,342	2,446	-	-	2	7	-	-											
N. Dak.	-	-	85	201	N	N	-	2	-	-											
S. Dak.	1	1	418	340	-	-	4	2	-	-											
Nebr.	-	13	583	590	-	-	-	3	-	-											
Kans.	7	4	1,227	1,287	N	N	-	2	-	-											
S. ATLANTIC	865	1,966	23,791	24,366	-	-	41	78	-	-											
Del.	21	45	517	470	N	N	1	-	-	-											
Md.	46	250	2,738	2,478	-	-	6	2	-	-											
D.C.	163	87	569	597	-	-	-	1	-	-											
Va.	154	156	2,465	2,695	-	-	2	1	-	-											
W. Va.	1	11	422	420	N	N	-	-	-	-											
N.C.	59	134	4,186	3,644	N	N	4	9	-	-											
S.C.	47	137	1,939	2,366	-	-	1	1	-	-											
Ga.	218	472	4,976	4,851	-	-	20	41	-	-											
Fla.	156	674	5,979	6,845	N	N	7	23	-	-											
E.S. CENTRAL	74	258	8,821	9,226	-	-	11	14	-	-											
Ky.	8	31	1,530	1,532	N	N	-	1	-	-											
Tenn.	37	115	2,779	2,984	N	N	4	2	-	-											
Ala.	12	57	2,408	2,861	-	-	6	10	-	-											
Miss.	17	55	2,104	1,849	N	N	1	1	-	-											
W.S. CENTRAL	664	724	15,041	18,366	-	-	2	8	-	-											
Ark.	14	35	1,022	1,206	-	-	1	2	-	-											
La.	18	181	2,413	3,059	N	N	-	1	-	-											
Okla.	15	33	1,055	1,548	N	N	1	1	-	-											
Tex.	617	475	10,551	12,553	-	-	-	4	-	-											
MOUNTAIN	207	193	6,358	8,188	487	429	17	14	-	-											
Mont.	6	4	356	438	N	N	1	-	-	-											
Idaho	-	4	407	409	N	N	5	4	-	-											
Wyo.	1	1	189	140	-	-	-	-	-	-											
Colo.	21	34	1,259	2,356	N	N	3	3	-	-											
N. Mex.	13	7	250	1,282	-	1	-	-	-	-											
Ariz.	111	78	2,543	2,463	480	420	2	4	-	-											
Utah	29	13	443	101	1	2	4	2	-	-											
Nev.	26	52	911	999	6	6	2	1	-	-											
PACIFIC	738	402	14,965	21,856	89	195	15	58	-	-											
Wash.	53	82	2,424	2,374	N	N	-	10	-	-											
Oreg.	41	90	1,048	1,073	-	-	3	7	-	-											
Calif.	635	217	10,163	17,158	89	195	12	41	-	-											
Alaska	6	2	562	552	-	-	-	-	-	-											
Hawaii	3	11	768	699	-	-	-	-	-	-											
Guam	1	-	-	-	-	-	-	-	-	-											
P.R.	58	165	113	5	N	N	N	N	-	-											
V.I.	1	46	-	36	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


