
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending June 2, 2012 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	125	272	425	4,582	4,035	1	3	19	52	46	24	44	348	586	254						
NEW ENGLAND	-	3	22	34	88	-	0	1	-	-	-	0	1	4	3						
Conn.	-	0	4	11	19	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	2	7	-	0	0	-	-	-	0	1	2	-						
Mass.	-	2	20	21	55	-	0	0	-	-	-	0	1	-	2						
N.H.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	-						
R.I.	-	0	2	-	4	-	0	0	-	-	-	0	1	2	1						
Vt.	-	0	1	-	2	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	14	43	89	1,035	238	-	0	2	9	1	-	3	11	23	25						
N.J.	-	17	48	509	48	-	0	1	-	1	-	2	8	-	24						
N.Y. (Upstate)	13	8	41	203	54	-	0	1	2	-	-	0	3	4	-						
N.Y. City	-	13	28	270	94	-	0	0	-	-	-	0	2	7	-						
Pa.	1	2	11	53	42	-	0	2	7	-	-	0	3	12	1						
E.N. CENTRAL	7	18	42	404	277	-	0	2	1	3	-	1	9	28	28						
Ill.	-	4	16	33	73	-	0	0	-	-	-	1	4	11	16						
Ind.	-	1	6	19	34	-	0	1	1	1	-	0	3	9	9						
