
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 10, 2007 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	10,372	20,017	22,262	157,739	184,644	139	150	482	1,513	1,727	41	68	303	425	486						
NEW ENGLAND	699	659	1,260	5,872	5,256	-	0	0	-	-	2	3	22	20	63						
Conn.	198	185	729	1,049	867	N	0	0	N	N	-	0	5	5	38						
Maine	71	45	72	496	390	-	0	0	-	-	2	0	6	7	5						
Mass.	321	298	604	3,146	2,793	-	0	0	-	-	-	0	14	-	14						
N.H.	33	40	69	390	317	-	0	0	-	-	-	1	5	4	4						
R.I.	64	63	108	606	638	-	0	0	-	-	-	0	5	-	-						
Vt.	12	20	45	185	251	N	0	0	N	N	-	1	5	4	2						
MID. ATLANTIC	1,529	2,468	3,956	20,802	22,260	-	0	0	-	-	4	10	33	49	82						
N.J.	254	370	554	2,681	3,593	N	0	0	N	N	-	0	3	-	3						
N.Y. (Upstate)	705	502	2,633	3,882	3,231	N	0	0	N	N	3	3	13	12	12						
N.Y. City	-	755	1,566	6,804	7,996	N	0	0	N	N	-	2	12	8	23						
Pa.	570	779	1,005	7,435	7,440	N	0	0	N	N	1	4	18	29	44						
E.N. CENTRAL	1,193	3,157	4,173	22,846	32,539	1	1	3	6	8	1	16	110	79	104						
Ill.	596	1,021	1,267	7,769	10,753	-	0	0	-	-	-	2	22	2	15						
Ind.	-	374	632	3,047	4,129	-	0	0	-	-	-	1	18	8	6						
Mich.	367	749	1,225	7,122	5,228	1	0	3	4	5	-	2	9	15	19						
Ohio	145	623	1,473	2,058	8,163	-	0	2	2	3	1	5	33	38	41						
Wis.	85	371	527	2,850	4,266	N	0	0	N	N	-	5	53	16	23						
W.N. CENTRAL	770	1,185	1,444	10,292	11,946	-	0	54	2	-	9	12	77	67	54						
Iowa	124	161	223	1,516	1,749	N	0	0	N	N	-	2	28	11	4						
Kans.	174	145	271	1,378	1,626	N	0	0	N	N	-	1	8	8	12						
Minn.	1	245	322	1,342	2,469	-	0	54	-	-	9	3	25	20	20						
Mo.	276	453	628	4,359	4,317	-	0	1	2	-	-	2	21	10	12						
Nebr.	136	99	180	956	908	N	0	0	N	N	-	1	16	4	3						
N. Dak.	19	30	64	259	382	N	0	0	N	N	-	0	1	1	-						
S. Dak.	40	51	84	482	495	N	0	0	N	N	-	1	7	13	3						
S. ATLANTIC	1,815	3,762	5,850	28,522	34,870	-	0	1	1	2	19	17	67	145	128						
Del.	27	69	107	678	719	N	0	0	N	N	-	0	3	2	-						
D.C.	-	61	161	698	535	-	0	0	-	-	-	0	2	3	5						
Fla.	-	964	1,187	3,300	8,829	N	0	0	N	N	14	7	32	75	45						
Ga.	-	708	2,754	5,604	5,971	N	0	0	N	N	3	5	12	43	36						
Md.	-	343	482	3,001	3,051	-	0	1	1	2	-	0	3	3	7						
N.C.	689	613	1,772	5,456	7,693	-	0	0	-	-	2	0	11	6	23						
S.C.	545	365	2,105	4,919	2,861	N	0	0	N	N	-	1	13	5	5						
Va.	523	461	687	4,352	4,770	N	0	0	N	N	-	1	5	7	6						
W. Va.	31	59	96	514	441	N	0	0	N	N	-	0	3	1	1						
E.S. CENTRAL	1,082	1,464	2,074	14,163	13,565	-	0	0	-	-	-	3	15	15	7						
Ala.	34	424	761	3,061	4,442	N	0	0	N	N	-	1	12	6	2						
Ky.	96	139	691	1,120	1,721	N	0	0	N	N	-	1	3	7	1						
Miss.	232	385	957	4,235	2,554	N	0	0	N	N	-	0	3	-	1						
Tenn.	720	517	672	5,747	4,848	N	0	0	N	N	-	1	5	2	3						
W.S. CENTRAL	751	2,182	3,023	16,165	20,391	-	0	1	-	-	5	5	45	16	19						
Ark.	232	154	337	1,630	1,566	N	0	0	N	N	1	0	2	2	1						
La.	126	301	610	1,037	3,285	-	0	1	-	-	-	1	9	4	-						
Okla.	393	248	423	2,391	1,866	N	0	0	N	N	4	0	4	9	8						
Tex.	-	1,447	1,904	11,107	13,674	N	0	0	N	N	-	2	36	1	10						
MOUNTAIN	572	1,274	2,043	8,129	12,532	77	107	202	1,012	1,297	1	3	39	23	16						
Ariz.	238	457	1,017	2,140	3,929	77	105	200	995	1,267	-	0	3	6	3						
Colo.	-	315	418	1,309	3,021	N	0	0	N	N	1	1	7	9	3						
Idaho	-	50	253	549	628	N	0	0	N	N	-	0	5	1	1						
Mont.	39	51	143	481	401	N	0	0	N	N	-	0	26	1	2						
Nev.	188	103	397	1,461	1,309	-	1	3	3	13	-	0	1	-	1						
N. Mex.	18	187	314	1,270	2,038	-	0	3	3	4	-	0	5	5	1						
Utah	60	96	182	788	932	-	1	4	11	11	-	0	3	1	5						
Wyo.	29	27	54	131	274	-	0	0	-	2	-	0	11	-	-						
PACIFIC	1,961	3,381	4,017	30,948	31,285	61	51	299	492	420	-	1	5	11	13						
Alaska	64	82	156	833	787	N	0	0	N	N	-	0	1	-	-						
Calif.	1,338	2,681	3,185	24,050	24,122	61	51	299	492	420	-	0	0	-	-						
Hawaii	2	107	133	851	1,136	N	0	0	N	N	-	0	1	-	-						
Oreg.	204	167	394	1,836	1,773	N	0	0	N	N	-	1	4	11	13						
Wash.	353	351	548	3,378	3,467	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	217	106	236	1,576	947	N	0	0	N	N	N	0	0	N	N						
V.I.	U	4	15	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


