
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending September 17, 2011 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2011
Legionellosis cummulative for 2010
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2011
Lyme disease cummulative for 2010
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2011
Malaria cummulative for 2010

tab delimited data:
test
UNITED STATES	62	53	128	2,017	2,292	372	334	1,588	19,986	24,409	18	26	114	886	1,213						
NEW ENGLAND	-	4	15	120	186	8	72	293	3,349	7,400	-	1	20	52	81						
Conn.	-	0	6	25	31	-	31	173	1,438	2,524	-	0	20	6	2						
Maine	-	0	2	8	10	1	9	47	329	509	-	0	1	3	5						
Mass.	-	1	9	58	94	-	16	62	494	2,884	-	1	5	33	63						
N.H.	-	0	3	11	16	-	11	60	539	1,082	-	0	2	2	2						
R.I.	-	0	4	9	27	-	1	35	109	117	-	0	4	2	7						
Vt.	-	0	2	9	8	7	5	62	440	284	-	0	1	6	2						
MID. ATLANTIC	34	15	53	628	597	248	150	1,142	12,990	8,654	6	7	18	192	368						
N.J.	-	2	18	73	93	-	51	541	5,078	3,030	-	0	6	8	80						
N.Y. (Upstate)	23	5	23	223	180	143	35	214	2,590	1,954	2	1	6	31	59						
N.Y. City	-	3	17	98	110	-	1	18	43	563	-	3	12	108	187						
Pa.	11	5	25	234	214	105	61	482	5,279	3,107	4	1	4	45	42						
E.N. CENTRAL	8	10	49	465	507	-	21	90	968	3,346	-	3	7	103	126						
Ill.	-	1	6	60	125	-	1	19	117	120	-	1	4	41	51						
Ind.	-	1	5	65	44	-	0	15	76	75	-	0	2	7	10						
Mich.	-	2	13	94	129	-	0	10	65	83	-	0	4	19	25						
Ohio	8	4	34	245	158	-	1	9	41	22	-	1	4	30	31						
Wis.	-	0	4	1	51	-	16	63	669	3,046	-	0	2	6	9						
W.N. CENTRAL	3	2	9	60	84	1	3	32	90	1,886	-	1	45	24	54						
Iowa	-	0	2	7	14	-	0	11	65	79	-	0	3	15	10						
Kans.	-	0	2	5	8	-	0	2	10	10	-	0	2	6	9						
Minn.	-	0	8	-	23	-	0	31	-	1,772	-	0	45	-	3						
Mo.	2	1	5	41	23	-	0	0	-	4	-	0	1	-	16						
Nebr.	1	0	1	4	8	1	0	2	8	8	-	0	1	2	14						
N. Dak.	-	0	1	1	3	-	0	10	4	12	-	0	1	-	-						
S. Dak.	-	0	2	2	5	-	0	1	3	1	-	0	1	1	2						
