
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending August 23, 2008 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007

tab delimited data:
test
UNITED STATES	53	92	259	3,759	3,874	11	37	166	1,077	1,179											
NEW ENGLAND	-	6	31	270	299	-	1	14	48	93											
Conn.	-	0	26	84	90	-	0	11	-	12											
Maine	-	0	3	20	21	-	0	1	1	1											
Mass.	-	3	8	125	148	-	1	5	37	62											
N.H.	-	0	2	18	23	-	0	1	7	8											
R.I.	-	0	8	12	2	-	0	1	2	8											
Vt.	-	0	2	11	15	-	0	1	1	2											
MID. ATLANTIC	8	18	43	784	731	-	4	19	136	212											
N.J.	-	3	11	128	133	-	1	6	28	43											
N.Y. (Upstate)	1	6	17	258	223	-	2	14	68	75											
N.Y. City	-	3	10	137	180	-	1	12	40	94											
Pa.	7	5	16	261	195	N	0	0	N	N											
E.N. CENTRAL	10	19	63	817	773	4	6	23	226	210											
Ill.	-	5	16	199	237	-	1	6	46	51											
Ind.	2	2	11	104	90	1	0	14	27	13											
Mich.	1	3	10	125	160	-	1	5	52	57											
Ohio	2	5	14	212	182	2	1	5	39	44											
Wis.	5	2	42	177	104	1	1	9	62	45											
W.N. CENTRAL	2	5	39	292	257	-	2	16	89	59											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	6	39	27	-	0	3	14	-											
Minn.	-	0	35	130	124	-	0	13	34	35											
Mo.	-	2	10	67	66	-	1	2	26	15											
Nebr.	2	0	3	30	20	-	0	3	6	8											
N. Dak.	-	0	5	10	13	-	0	2	4	1											
S. Dak.	-	0	2	16	7	-	0	1	5	-											
S. ATLANTIC	17	18	34	660	911	2	6	13	160	204											
Del.	-	0	2	6	8	-	0	0	-	-											
D.C.	-	0	4	20	16	-	0	1	1	2											
Fla.	5	6	11	187	211	1	1	4	43	41											
Ga.	3	4	14	159	178	-	1	5	47	46											
Md.	-	0	6	16	157	1	0	4	4	48											
N.C.	6	2	10	104	127	N	0	0	N	N											
S.C.	-	1	5	44	81	-	1	4	36	28											
Va.	3	3	12	101	113	-	0	6	24	32											
W. Va.	-	0	3	23	20	-	0	1	5	7											
E.S. CENTRAL	1	4	9	125	161	-	2	11	66	65											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	28	32	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	16	5											
Tenn.	1	3	7	97	129	-	2	9	50	60											
W.S. CENTRAL	9	8	85	320	230	4	5	66	172	162											
Ark.	-	0	2	4	17	-	0	2	4	9											
La.	-	0	2	11	14	-	0	2	6	28											
Okla.	3	2	19	81	54	-	1	7	49	35											
Tex.	6	5	65	224	145	4	3	58	113	90											
MOUNTAIN	3	10	22	388	414	1	5	12	168	162											
Ariz.	-	3	9	144	155	1	2	8	85	81											
Colo.	3	2	8	108	105	-	1	4	46	31											
Idaho	-	0	2	11	11	-	0	1	3	2											
Mont.	N	0	0	N	N	-	0	1	4	1											
Nev.	-	0	2	8	2	N	0	0	N	N											
N. Mex.	-	2	7	71	69	-	0	3	14	27											
Utah	-	1	5	40	67	-	0	3	15	20											
Wyo.	-	0	2	6	5	-	0	1	1	-											
PACIFIC	3	3	10	103	98	-	0	2	12	12											
Alaska	2	0	4	26	20	N	0	0	N	N											
Calif.	-	0	0	-	-	N	0	0	N	N											
Hawaii	1	2	10	77	78	-	0	2	12	12											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	12	30	4	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	3	-	10	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


