
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending April 9, 2005 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2005
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2005
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2005
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2005
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2004

tab delimited data:
test
UNITED STATES	612	602	1	4	33	26	57	61													
NEW ENGLAND	46	58	-	1	3	4	2	-													
Maine	2	5	-	-	-	-	-	-													
N.H.	-	9	-	-	-	1	-	-													
Vt.	6	4	-	-	-	-	2	-													
Mass.	17	29	-	1	-	2	-	-													
R.I.	6	1	-	-	2	-	-	-													
Conn.	15	10	-	-	1	1	-	-													
MID. ATLANTIC	113	120	-	-	-	1	13	14													
Upstate N.Y.	32	40	-	-	-	1	2	2													
N.Y. City	18	21	-	-	-	-	3	4													
N.J.	22	25	-	-	-	-	4	2													
Pa.	41	34	-	-	-	-	4	6													
E.N. CENTRAL	81	110	-	-	1	6	2	16													
Ohio	45	39	-	-	-	2	2	5													
Ind.	19	14	-	-	1	3	-	1													
Ill.	4	27	-	-	-	-	-	6													
Mich.	8	9	-	-	-	1	-	3													
Wis.	5	21	-	-	-	-	-	1													
W.N. CENTRAL	31	25	-	1	2	1	5	4													
Minn.	13	9	-	-	2	1	-	-													
Iowa	-	1	-	1	-	-	-	-													
Mo.	14	10	-	-	-	-	3	3													
N. Dak.	1	-	-	-	-	-	1	-													
S. Dak.	-	-	-	-	-	-	-	-													
Nebr.	2	4	-	-	-	-	1	-													
Kans.	1	1	-	-	-	-	-	1													
S. ATLANTIC	179	143	-	-	7	2	12	10													
Del.	-	-	-	-	-	-	-	-													
Md.	27	29	-	-	2	1	2	-													
D.C.	-	-	-	-	-	-	-	-													
Va.	15	11	-	-	-	-	-	-													
W. Va.	13	8	-	-	1	1	3	2													
N.C.	24	14	-	-	2	-	-	-													
S.C.	5	2	-	-	-	-	1	-													
Ga.	49	41	-	-	-	-	4	8													
Fla.	46	38	-	-	2	-	2	-													
E.S. CENTRAL	28	22	-	-	-	-	6	5													
Ky.	-	-	-	-	-	-	-	-													
Tenn.	22	14	-	-	-	-	4	4													
Ala.	6	8	-	-	-	-	2	1													
Miss.	-	-	-	-	-	-	-	-													
W.S. CENTRAL	31	23	1	-	2	3	5	-													
Ark.	-	-	-	-	-	-	-	-													
La.	11	8	1	-	-	-	5	-													
Okla.	20	15	-	-	2	3	-	-													
Tex.	-	-	-	-	-	-	-	-													
MOUNTAIN	78	75	-	2	12	8	9	10													
Mont.	-	-	-	-	-	-	-	-													
Idaho	2	2	-	-	-	-	1	1													
Wyo.	1	-	-	-	-	-	-	-													
Colo.	15	16	-	-	-	-	2	2													
N. Mex.	7	19	-	-	3	3	-	4													
Ariz.	36	32	-	-	7	5	1	1													
Utah	7	4	-	2	-	-	3	1													
Nev.	10	2	-	-	2	-	2	1													
PACIFIC	25	26	-	-	6	1	3	2													
Wash.	-	1	-	-	-	-	-	1													
Oreg.	13	13	-	-	-	-	3	-													
Calif.	9	7	-	-	6	1	-	1													
Alaska	1	1	-	-	-	-	-	-													
Hawaii	2	4	-	-	-	-	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	-	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	-	U	-	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


