
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending December 30, 2000 (WEEK 52)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	1,212	1,309	12,275	17,047	6,646	7,694	1	63	-	18	81	100									
NEW ENGLAND	108	117	364	373	100	153	-	3	-	4	7	11									
Maine	2	8	21	27	5	3	-	-	-	-	-	-									
N.H.	13	19	19	18	19	17	-	2	-	1	3	1									
Vt.	10	6	10	24	6	5	-	-	-	3	3	-									
Mass.	41	41	123	142	19	44	-	1	-	-	1	8									
R.I.	4	9	25	35	23	43	-	-	-	-	-	-									
Conn.	38	34	166	127	28	41	-	-	-	-	-	2									
MID. ATLANTIC	194	210	1,092	1,211	855	922	-	15	-	5	20	5									
Upstate N.Y.	106	86	231	293	146	200	-	9	-	-	9	2									
N.Y. City	43	57	385	403	436	293	-	6	-	4	10	3									
N.J.	33	59	100	151	57	138	-	-	-	-	-	-									
Pa.	12	8	376	364	216	291	-	-	-	1	1	-									
E.N. CENTRAL	153	212	1,533	2,940	729	913	1	10	-	-	10	10									
Ohio	55	63	271	655	107	95	1	3	-	-	3	-									
Ind.	30	32	123	105	49	77	-	-	-	-	-	2									
Ill.	55	89	639	849	123	202	-	4	-	-	4	2									
Mich.	10	20	487	1,253	449	509	-	3	-	-	3	6									
Wis.	3	8	13	78	1	30	-	-	-	-	-	-									
W.N. CENTRAL	76	92	719	1,133	544	393	-	3	-	2	5	1									
Minn.	46	57	187	128	43	80	-	-	-	1	1	1									
Iowa	1	2	68	161	33	44	-	2	-	-	2	-									
Mo.	17	14	306	712	395	227	-	-	-	-	-	-									
N. Dak.	4	2	4	3	3	2	-	-	-	-	-	-									
S. Dak.	1	4	3	10	2	1	-	-	-	-	-	-									
Nebr.	3	5	41	53	44	22	-	-	-	-	-	-									
Kans.	4	8	110	66	24	17	-	1	-	1	2	-									
S. ATLANTIC	303	289	1,583	2,151	1,337	1,412	-	4	-	-	4	20									
Del.	-	1	-	2	-	1	-	-	-	-	-	-									
Md.	79	71	227	306	128	148	-	-	-	-	-	-									
D.C.	-	5	40	59	35	25	-	-	-	-	-	-									
Va.	40	24	154	185	166	106	-	2	-	-	2	18									
W. Va.	9	8	56	47	25	29	-	-	-	-	-	-									
N.C.	23	36	154	167	256	224	-	-	-	-	-	-									
S.C.	15	6	86	48	23	64	U	-	U	-	-	-									
Ga.	73	80	289	482	222	230	-	-	-	-	-	-									
Fla.	64	58	577	855	482	585	-	2	-	-	2	2									
E.S. CENTRAL	53	72	409	404	475	473	-	-	-	-	-	2									
Ky.	12	9	59	67	80	50	-	-	-	-	-	2									
Tenn.	26	40	147	147	218	207	U	-	U	-	-	-									
Ala.	14	18	62	62	70	86	-	-	-	-	-	-									
Miss.	1	5	141	128	107	130	-	-	-	-	-	-									
W.S. CENTRAL	58	68	2,254	3,343	708	1,319	-	-	-	-	-	12									
Ark.	2	2	112	81	78	98	-	-	-	-	-	5									
La.	11	15	71	213	93	172	-	-	-	-	-	-									
Okla.	43	47	256	533	156	185	-	-	-	-	-	-									
Tex.	2	4	1,815	2,516	381	864	U	-	U	-	-	7									
MOUNTAIN	124	117	1,024	1,258	591	614	-	12	-	1	13	2									
Mont.	1	3	7	18	7	21	-	-	-	-	-	-									
Idaho	4	2	46	47	10	29	-	-	-	-	-	-									
Wyo.	1	1	47	9	41	14	-	-	-	-	-	-									
Colo.	21	15	208	219	110	99	-	2	-	1	3	-									
N. Mex.	25	19	70	55	116	215	-	-	-	-	-	-									
Ariz.	55	63	493	700	219	138	-	-	-	-	-	1									
Utah	11	10	68	64	33	39	-	3	-	-	3	-									
Nev.	6	4	85	146	55	59	-	7	-	-	7	1									
PACIFIC	143	132	3,297	4,234	1,307	1,495	-	16	-	6	22	37									
Wash.	8	9	283	505	117	111	-	2	-	1	3	5									
Oreg.	31	45	183	251	133	116	-	-	-	-	-	12									
Calif.	33	54	2,807	3,439	1,034	1,234	-	13	-	2	15	17									
Alaska	45	9	11	15	12	18	-	1	-	-	1	-									
Hawaii	26	15	13	24	11	16	-	-	-	3	3	3									
Guam	-	-	-	1	-	4	U	-	U	-	-	1									
P.R.	4	2	232	417	260	307	-	-	-	-	-	1									
V.I.	U	U	U	U	U	U	U	U	U	U	U	U									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	U	U	U	U	U	U	U	U	U	U	U	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


