
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 19, 1999 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1999
AIDS § cummulative for 1998
Chlamydia† cummulative for 1999
Chlamydia† cummulative for 1998
Cryptosporidiosis cummulative for 1999
Cryptosporidiosis cummulative for 1998
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	18,649	21,341	256,170	265,691	624	891	632	635	330	548											
NEW ENGLAND	953	688	8,895	9,397	33	67	94	93	72	85											
Maine	22	13	193	413	10	15	6	6	-	-											
N.H.	24	15	438	450	5	3	12	12	7	17											
Vt.	6	10	230	179	6	8	9	3	2	4											
Mass.	627	266	4,127	3,849	12	37	40	53	36	46											
R.I.	60	60	1,082	1,153	-	4	6	3	6	1											
Conn.	214	324	2,825	3,353	-	-	21	16	21	17											
MID. ATLANTIC	4,463	5,952	32,246	27,889	93	275	37	63	8	20											
Upstate N.Y.	531	845	N	N	52	171	31	36	-	-											
N.Y. City	2,110	3,168	16,966	12,313	22	94	-	7	3	6											
N.J.	967	1,058	4,263	5,376	9	10	6	20	5	11											
Pa.	855	881	11,017	10,200	10	-	N	N	-	3											
E.N. CENTRAL	1,289	1,619	38,048	45,168	53	97	110	129	55	114											
Ohio	209	338	10,223	12,306	16	37	41	25	8	20											
Ind.	169	292	4,679	4,933	9	20	17	30	11	24											
Ill.	594	599	12,979	11,863	11	26	28	47	12	25											
Mich.	252	305	10,167	9,898	17	14	24	27	14	21											
Wis.	65	85	U	6,168	-	-	N	N	10	24											
W.N. CENTRAL	389	368	13,983	15,837	46	88	120	73	48	65											
Minn.	69	63	3,022	3,211	14	29	37	25	27	25											
Iowa	44	20	1,225	2,013	9	18	15	16	4	13											
Mo.	154	177	5,099	5,530	6	7	14	12	12	20											
N. Dak.	4	4	325	466	4	11	3	1	-	3											
S. Dak.	11	9	755	755	3	10	4	1	4	2											
Nebr.	34	34	1,244	1,352	9	12	39	9	-	-											
Kans.	73	61	2,313	2,510	1	1	8	9	1	2											
S. ATLANTIC	5,239	5,462	59,188	50,371	142	83	82	33	41	49											
Del.	72	57	1,292	1,172	-	-	2	-	-	1											
Md.	560	716	4,620	3,796	6	8	6	11	-	6											
D.C.	208	415	N	N	4	3	-	-	-	-											
Va.	266	424	6,963	4,721	6	1	24	-	16	22											
W. Va.	26	44	955	1,103	-	1	4	1	1	2											
N.C.	356	334	10,263	10,322	4	-	16	11	12	10											
S.C.	485	352	8,467	8,652	-	-	10	1	3	-											
Ga.	826	611	13,887	11,202	75	24	6	4	-	-											
Fla.	2,440	2,509	12,741	9,403	47	46	14	5	9	8											
E.S. CENTRAL	844	876	18,222	18,165	8	15	50	44	19	29											
Ky.	128	101	3,333	2,833	2	5	14	12	-	-											
Tenn.	339	299	6,455	5,933	4	6	22	20	12	19											
Ala.	214	274	4,526	4,691	1	-	11	9	6	9											
Miss.	163	202	3,908	4,708	1	4	3	3	1	1											
W.S. CENTRAL	2,091	2,814	32,752	39,685	32	15	20	21	11	37											
Ark.	70	104	2,534	1,643	-	3	5	1	3	4											
La.	410	432	7,726	6,120	21	6	3	-	3	1											
Okla.	54	170	3,388	4,631	2	3	7	5	5	4											
Tex.	1,557	2,108	19,104	27,291	9	3	5	15	-	28											
MOUNTAIN	723	771	14,807	14,677	37	62	46	69	24	47											
Mont.	4	15	654	556	7	3	3	4	-	-											
Idaho	11	14	589	874	2	14	1	6	2	1											
Wyo.	3	1	333	301	-	-	3	1	4	2											
Colo.	144	146	3,547	3,807	4	2	20	19	9	12											
N. Mex.	37	129	1,731	1,772	15	26	2	9	1	6											
Ariz.	355	284	5,776	4,950	7	10	7	10	4	10											
Utah	70	65	855	1,040	-	1	8	14	2	10											
Nev.	99	117	1,322	1,377	2	6	2	6	2	6											
PACIFIC	2,658	2,791	38,029	44,502	180	189	73	110	52	102											
Wash.	153	196	5,481	4,965	-	-	24	23	26	34											
Oreg.	63	87	2,690	2,352	73	19	18	27	12	27											
Calif.	2,394	2,429	27,987	35,212	107	169	31	58	13	38											
Alaska	6	12	873	897	-	-	-	2	-	-											
Hawaii	42	67	998	1,076	-	1	-	-	1	3											
Guam	1	-	149	168	-	-	N	N	-	-											
P.R.	625	921	U	U	-	-	6	4	U	U											
V.I.	13	17	N	N	-	-	N	N	U	U											
Amer. Samoa	-	-	U	U	-	-	N	N	U	U											
C.N.M.I.	-	-	N	N	-	-	N	N	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


