
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 8, 1997 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1997
H. influenzae, Invasive cummulative for 1996
Hepatitis (Viral), Type A cummulative for 1997
Hepatitis (Viral), Type A cummulative for 1996
Hepatitis (Viral), Type B cummulative for 1997
Hepatitis (Viral), Type B cummulative for 1996
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1997
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1997
Measles (Rubeola), Total cummulative for 1997
Measles (Rubeola), Total cummulative for 1996

tab delimited data:
test
UNITED STATES	219	231	4,313	4,919	1,206	1,513	-	5	-	3	8	32									
NEW ENGLAND	7	7	79	43	21	27	-	-	-	-	-	5									
Maine	2	-	3	5	2	2	-	-	-	-	-	-									
N.H.	1	5	6	3	2	-	-	-	-	-	-	-									
Vt.	-	-	4	-	1	2	-	-	-	-	-	1									
Mass.	3	2	30	20	12	3	-	-	-	-	-	4									
R.I.	1	-	4	2	2	1	-	-	-	-	-	-									
Conn.	-	-	32	13	2	19	-	-	-	-	-	-									
MID. ATLANTIC	23	29	244	367	167	269	-	1	-	-	1	3									
Upstate N.Y.	1	3	14	51	21	51	-	1	-	-	1	1									
N.Y. City	9	4	105	184	59	131	-	-	-	-	-	2									
N.J.	9	14	56	75	44	48	-	-	-	-	-	-									
Pa.	4	8	69	57	43	39	-	-	-	-	-	-									
E.N. CENTRAL	26	43	317	489	134	195	-	1	-	1	2	-									
Ohio	18	25	95	200	18	21	-	-	-	-	-	-									
Ind.	5	1	48	79	10	16	-	-	-	-	-	-									
Ill.	-	14	-	112	-	52	-	1	-	-	1	-									
Mich.	3	1	148	59	104	82	-	-	-	1	1	-									
Wis.	-	2	26	39	2	24	-	-	-	-	-	-									
W.N. CENTRAL	4	7	306	389	56	80	-	-	-	-	-	-									
Minn.	2	-	1	7	-	2	-	-	-	-	-	-									
Iowa	1	3	42	100	28	9	-	-	-	-	-	-									
Mo.	1	4	180	193	19	51	-	-	-	-	-	-									
N. Dak.	-	-	3	5	-	-	-	-	-	-	-	-									
S. Dak.	-	-	5	20	-	-	-	-	-	-	-	-									
Nebr.	-	-	27	34	2	5	-	-	-	-	-	-									
Kans.	-	-	48	30	7	13	-	-	-	-	-	-									
S. ATLANTIC	51	38	308	149	160	202	-	-	-	-	-	1									
Del.	-	-	7	3	1	-	-	-	-	-	-	-									
Md.	16	14	80	40	32	60	-	-	-	-	-	-									
D.C.	2	-	9	5	13	3	-	-	-	-	-	-									
Va.	2	2	33	22	16	25	-	-	-	-	-	-									
W. Va.	1	-	3	4	4	6	-	-	-	-	-	-									
N.C.	7	6	47	21	33	57	-	-	-	-	-	-									
S.C.	4	2	18	15	8	8	-	-	-	-	-	-									
Ga.	4	13	36	-	12	-	-	-	-	-	-	-									
Fla.	15	1	75	39	41	43	-	-	-	-	-	1									
E.S. CENTRAL	11	8	109	362	125	126	-	-	-	-	-	-									
Ky.	1	2	13	5	3	17	-	-	-	-	-	-									
Tenn.	10	2	48	285	68	98	-	-	-	-	-	-									
Ala.	-	3	29	32	15	11	-	-	-	-	-	-									
Miss.	-	1	19	40	39	U	-	-	-	-	-	-									
W.S. CENTRAL	7	8	732	680	81	86	-	-	-	-	-	-									
Ark.	-	-	58	102	11	17	-	-	-	-	-	-									
La.	-	-	25	11	9	7	-	-	-	-	-	-									
Okla.	6	8	322	376	3	13	-	-	-	-	-	-									
Tex.	1	-	327	191	58	49	-	-	-	-	-	-									
MOUNTAIN	20	17	786	742	175	195	-	-	-	-	-	3									
Mont.	-	-	30	13	1	-	-	-	-	-	-	-									
Idaho	-	1	37	93	9	22	-	-	-	-	-	-									
Wyo.	-	-	3	5	7	5	U	-	U	-	-	-									
Colo.	2	3	95	69	39	32	-	-	-	-	-	-									
N. Mex.	1	6	60	116	61	81	-	-	-	-	-	-									
Ariz.	9	4	312	205	29	17	-	-	-	-	-	-									
Utah	1	2	183	184	17	26	-	-	-	-	-	-									
Nev.	7	1	66	57	12	12	-	-	-	-	-	3									
PACIFIC	70	74	1,432	1,698	287	333	-	3	-	2	5	20									
Wash.	-	-	94	103	10	16	-	-	-	-	-	4									
Oreg.	7	9	80	259	30	31	-	-	-	-	-	-									
Calif.	61	63	1,215	1,303	239	284	-	-	-	2	2	1									
Alaska	-	-	8	12	4	1	-	-	-	-	-	14									
Hawaii	2	2	35	21	4	1	-	3	-	-	3	1									
Guam	-	-	-	2	-	-	U	-	U	-	-	-									
P.R.	-	-	49	12	108	21	-	-	-	-	-	-									
V.I.	-	-	-	-	-	-	U	-	U	-	-	-									
Amer. Samoa	-	-	-	-	-	-	U	-	U	-	-	-									
C.N.M.I.	-	10	-	1	-	3	U	-	U	-	-	-									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


