
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending April 14, 2007 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2007
Lyme disease cummulative for 2006
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2007
Malaria cummulative for 2006
Meningococcal diseases, invasive †, all serogroups current week
Meningococcal diseases, invasive †, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive †, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive †, all serogroups cummulative for 2007
Meningococcal diseases, invasive †, all serogroups cummulative for 2006

tab delimited data:
test
UNITED STATES	42	252	1,026	1,485	1,647	5	25	50	177	300	12	19	40	309	437						
NEW ENGLAND	2	22	255	65	90	-	0	6	3	9	-	1	3	7	14						
Conn.	-	9	227	20	47	-	0	3	-	1	-	0	2	2	3						
Maine	-	2	39	12	17	-	0	1	3	2	-	0	3	2	2						
Mass.	-	0	3	-	19	-	0	3	-	5	-	0	2	-	9						
N.H.	2	5	97	27	2	-	0	3	-	-	-	0	2	-	-						
R.I.	-	0	93	-	1	-	0	1	-	-	-	0	1	1	-						
Vt.	-	1	15	6	4	-	0	0	-	1	-	0	1	2	-						
MID. ATLANTIC	26	145	571	746	1,152	1	5	18	41	85	1	2	11	31	69						
N.J.	-	26	187	102	279	-	1	7	-	24	-	0	2	-	7						
N.Y. (Upstate)	18	52	392	214	473	1	1	7	11	6	1	1	4	8	12						
N.Y. City	-	2	24	5	16	-	3	9	24	45	-	1	4	6	25						
Pa.	8	45	237	425	384	-	1	4	6	10	-	0	5	17	25						
E.N. CENTRAL	1	12	158	20	88	-	3	10	28	40	1	2	7	38	60						
Ill.	-	0	1	1	-	-	1	6	8	14	-	0	2	10	16						
Ind.	-	0	3	1	2	-	0	2	1	5	1	0	4	8	8						
Mich.	-	1	5	6	3	-	0	2	7	5	-	0	3	9	10						
Ohio	1	0	5	3	9	-	0	2	7	11	-	1	4	11	17						
Wis.	-	11	154	9	74	-	0	3	5	5	-	0	2	-	9						
W.N. CENTRAL	8	5	191	30	35	1	1	13	13	6	1	1	5	28	20						
Iowa	-	1	8	4	4	-	0	1	2	1	-	0	3	7	4						
Kans.	-	0	2	1	-	-	0	2	-	-	-	0	1	1	-						
Minn.	8	2	190	23	30	-	0	12	7	2	1	0	3	8	2						
Mo.	-	0	2	2	-	1	0	1	2	1	-	0	3	9	8						
Nebr.	-	0	2	-	1	-	0	1	2	-	-	0	1	1	5						
N. Dak.	-	0	0	-	-	-	0	1	-	1	-	0	1	1	1						
S. Dak.	-	0	1	-	-	-	0	0	-	1	-	0	1	1	-						
S. ATLANTIC	2	42	135	564	248	1	5	15	45	74	2	3	9	41	75						
Del.	2	8	28	108	81	-	0	1	1	2	-	0	1	-	2						
D.C.	-	0	7	2	6	-	0	2	1	-	-	0	1	-	-						
Fla.	-	0	3	9	7	1	1	4	13	10	2	1	6	15	29						
Ga.	-	0	1	-	1	-	1	6	4	25	-	0	3	6	6						
Md.	-	21	104	362	142	-	1	4	13	10	-	0	2	10	5						
N.C.	-	0	4	6	8	-	0	4	4	10	-	0	6	4	13						
S.C.	-	0	2	3	1	-	0	2	-	3	-	0	2	4	7						
Va.	-	6	36	70	2	-	1	4	9	13	-	0	2	2	12						
W. Va.	-	0	14	4	-	-	0	1	-	1	-	0	2	-	1						
E.S. CENTRAL	-	0	4	6	1	1	0	3	8	7	1	1	3	15	15						
Ala.	-	0	3	1	1	-	0	2	1	3	-	0	2	3	3						
Ky.	-	0	2	-	-	-	0	1	1	1	-	0	1	1	3						
Miss.	-	0	1	-	-	-	0	1	1	1	-	0	3	3	3						
Tenn.	-	0	2	5	-	1	0	2	5	2	1	0	2	8	6						
W.S. CENTRAL	-	1	6	10	2	-	1	7	3	11	-	1	9	33	29						
Ark.	-	0	0	-	-	-	0	2	-	-	-	0	2	5	5						
La.	-	0	1	2	-	-	0	1	1	1	-	0	4	9	4						
Okla.	-	0	0	-	-	-	0	2	1	1	-	0	3	7	5						
Tex.	-	1	6	8	2	-	1	6	1	9	-	0	9	12	15						
MOUNTAIN	-	0	4	2	3	-	1	6	10	18	1	1	4	31	30						
