
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending May 3, 2008 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	22	46	216	1,113	1,174	6	9	27	184	237	131	220	295	3,485	3,439						
NEW ENGLAND	-	1	20	19	72	-	0	4	3	9	10	6	14	97	71						
Conn.	-	0	16	-	46	-	0	3	-	4	-	0	6	6	8						
Maine	-	0	2	8	5	-	0	1	1	1	-	0	2	2	1						
Mass.	-	0	0	-	-	-	0	0	-	-	10	3	10	83	44						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	3	4	7						
R.I.	-	0	3	5	10	-	0	1	1	2	-	0	3	2	10						
Vt.	-	0	2	6	11	-	0	1	1	2	-	0	5	-	1						
MID. ATLANTIC	4	2	6	65	73	-	0	2	12	19	36	32	45	610	548						
N.J.	-	0	0	-	-	-	0	0	-	-	2	4	10	77	67						
N.Y. (Upstate)	1	1	4	20	25	-	0	1	4	8	2	3	10	45	41						
N.Y. City	-	0	0	-	-	-	0	0	-	-	26	18	30	383	345						
Pa.	3	1	5	45	48	-	0	2	8	11	6	5	12	105	95						
E.N. CENTRAL	4	13	46	325	317	4	2	14	53	52	17	16	31	289	294						
Ill.	-	3	13	51	58	-	0	6	11	21	-	7	19	28	143						
Ind.	-	3	28	99	64	-	0	11	13	7	-	1	6	47	14						
Mich.	-	0	1	4	-	-	0	1	1	-	12	2	17	77	41						
Ohio	4	7	15	171	195	4	1	4	28	24	5	4	14	120	72						
Wis.	-	0	0	-	-	-	0	0	-	-	-	1	3	17	24						
W.N. CENTRAL	1	3	91	89	88	-	1	2	6	12	1	8	15	129	95						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	5	5						
Kans.	-	1	5	37	49	-	0	1	2	2	1	0	5	12	7						
Minn.	-	0	90	-	-	-	0	2	-	8	-	1	4	30	22						
Mo.	1	1	8	52	32	-	0	1	1	-	-	5	10	79	61						
Nebr.	-	0	0	-	2	-	0	0	-	-	-	0	1	3	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	5	-	0	1	3	2	-	0	3	-	-						
S. ATLANTIC	11	19	43	458	495	1	3	9	79	120	42	49	152	714	708						
Del.	-	0	1	2	4	-	0	1	-	1	-	0	3	1	3						
D.C.	-	0	5	19	5	-	0	0	-	-	1	2	10	30	58						
Fla.	6	11	26	253	266	1	2	6	47	63	13	18	35	298	218						
Ga.	5	6	18	148	193	-	1	6	27	50	-	7	131	14	93						
Md.	-	0	2	3	1	-	0	1	1	-	9	7	14	130	110						
N.C.	N	0	0	N	N	N	0	0	N	N	7	6	18	114	121						
S.C.	-	0	0	-	-	-	0	0	-	-	2	1	10	31	30						
Va.	N	0	0	N	N	N	0	0	N	N	10	4	17	96	71						
W. Va.	-	1	7	33	26	-	0	2	4	6	-	0	1	-	4						
E.S. CENTRAL	-	4	12	124	66	1	1	4	20	13	7	20	32	333	256						
Ala.	N	0	0	N	N	N	0	0	N	N	3	8	17	146	88						
Ky.	-	0	3	31	14	1	0	2	7	1	-	1	6	20	28						
Miss.	-	0	0	-	-	-	0	0	-	-	-	2	15	37	46						
Tenn.	-	3	12	93	52	-	1	3	13	12	4	8	14	130	94						
W.S. CENTRAL	2	1	5	23	42	-	0	2	7	5	14	39	57	638	516						
Ark.	2	0	1	6	1	-	0	1	3	-	5	2	10	35	40						
La.	-	1	4	17	41	-	0	2	4	5	9	11	22	122	129						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	5	20	24						
Tex.	-	0	0	-	-	-	0	0	-	-	-	25	46	461	323						
MOUNTAIN	-	1	6	10	21	-	0	2	3	7	1	9	28	69	149						
Ariz.	-	0	0	-	-	-	0	0	-	-	1	4	20	3	71						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	7	30	18						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	1	1	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	1						
Nev.	N	0	0	N	N	N	0	0	N	N	-	2	6	25	34						
N. Mex.	-	0	1	-	-	-	0	0	-	-	-	1	3	10	19						
Utah	-	0	6	10	14	-	0	2	3	6	-	0	2	-	4						
Wyo.	-	0	2	-	7	-	0	1	-	1	-	0	1	-	1						
PACIFIC	-	0	0	-	-	-	0	1	1	-	3	42	65	606	802						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	-	3						
Calif.	N	0	0	N	N	N	0	0	N	N	3	38	58	541	749						
Hawaii	-	0	0	-	-	-	0	1	1	-	-	0	2	8	3						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	0	2	6	5						
Wash.	N	0	0	N	N	N	0	0	N	N	-	3	13	51	42						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	4						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	6	2	10	51	46						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


