
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending August 22, 2009 (WEEK 33)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2009
Lyme disease cummulative for 2008
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2009
Malaria cummulative for 2008
Meningococcal diseases, invasive †, all serogroups current week
Meningococcal diseases, invasive †, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive †, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive †, all serogroups cummulative for 2009
Meningococcal diseases, invasive †, all serogroups cummulative for 2008

tab delimited data:
test
UNITED STATES	359	527	1,637	15,782	21,408	19	24	46	697	704	7	17	48	602	834						
NEW ENGLAND	-	102	327	2,331	8,168	-	1	5	26	34	-	0	4	20	23						
Conn.	-	0	105	-	2,871	-	0	4	5	9	-	0	1	2	1						
Maine	-	8	73	432	260	-	0	1	1	1	-	0	1	3	4						
Mass.	-	28	125	1,041	3,522	-	0	4	16	15	-	0	3	11	15						
N.H.	-	14	60	627	1,168	-	0	1	1	3	-	0	1	1	2						
R.I.	-	0	78	54	119	-	0	1	1	2	-	0	1	2	1						
Vt.	-	5	35	177	228	-	0	1	2	4	-	0	1	1	-						
MID. ATLANTIC	276	246	1,401	9,864	8,513	3	5	17	163	183	1	2	5	67	91						
N.J.	2	36	247	2,477	2,644	-	0	4	-	45	-	0	2	8	12						
N.Y. (Upstate)	149	87	1,368	2,527	2,687	2	1	10	34	18	-	0	2	17	24						
N.Y. City	-	3	33	58	508	-	3	11	95	94	-	0	2	11	19						
Pa.	125	53	547	4,802	2,674	1	1	4	34	26	1	1	4	31	36						
E.N. CENTRAL	3	19	129	1,049	1,696	3	3	8	94	106	1	3	8	99	145						
Ill.	-	1	9	60	92	-	1	4	40	55	-	1	6	25	51						
Ind.	2	1	6	32	20	-	0	1	7	5	-	0	3	24	21						
Mich.	-	1	10	50	44	-	0	3	17	13	1	0	5	18	23						
