
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 17, 2009 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2009
Chlamydia† cummulative for 2008
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2009
Coccidioidomycosis cummulative for 2008
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2009
Cryptosporidiosis cummulative for 2008

tab delimited data:
test
UNITED STATES	7,711	21,538	25,229	20,409	33,246	36	121	322	144	444	16	101	433	46	138						
NEW ENGLAND	508	707	1,053	879	967	-	0	1	-	-	-	5	20	1	43						
Conn.	-	214	473	-	105	N	0	0	N	N	-	0	0	-	38						
Maine	68	51	72	124	90	N	0	0	N	N	-	0	6	1	-						
Mass.	389	327	623	614	625	N	0	0	N	N	-	1	9	-	3						
N.H.	28	41	64	61	67	-	0	1	-	-	-	1	4	-	2						
R.I.	-	55	208	29	74	-	0	0	-	-	-	0	3	-	-						
Vt.	23	15	52	51	6	N	0	0	N	N	-	1	7	-	-						
MID. ATLANTIC	819	2,763	5,097	2,883	3,640	-	0	0	-	-	3	12	34	6	12						
N.J.	-	442	576	-	789	N	0	0	N	N	-	0	2	-	2						
N.Y. (Upstate)	282	532	1,731	426	110	N	0	0	N	N	3	4	17	4	-						
N.Y. City	467	1,021	3,412	1,782	1,311	N	0	0	N	N	-	2	6	1	3						
Pa.	70	814	1,088	675	1,430	N	0	0	N	N	-	5	15	1	7						
E.N. CENTRAL	961	3,499	4,285	2,095	6,581	1	1	3	1	3	5	25	126	10	30						
Ill.	-	1,078	1,394	37	1,955	N	0	0	N	N	-	2	13	-	4						
Ind.	211	377	713	571	779	N	0	0	N	N	-	3	12	-	-						
Mich.	750	828	1,226	1,447	1,500	-	0	3	-	2	-	5	13	1	9						
Ohio	-	805	1,261	-	1,573	1	0	2	1	1	5	6	59	9	11						
Wis.	-	318	615	40	774	N	0	0	N	N	-	9	46	-	6						
W.N. CENTRAL	678	1,268	1,696	1,271	2,107	-	0	2	-	-	2	16	68	5	8						
Iowa	184	174	239	346	287	N	0	0	N	N	-	4	30	-	5						
Kans.	213	178	529	316	206	N	0	0	N	N	-	1	8	-	-						
Minn.	-	265	373	-	547	-	0	0	-	-	-	4	15	-	-						
Mo.	150	488	566	382	772	-	0	2	-	-	1	3	13	3	2						
Nebr.	66	82	244	104	125	N	0	0	N	N	1	2	8	2	1						
N. Dak.	-	35	58	3	81	N	0	0	N	N	-	0	2	-	-						
S. Dak.	65	55	85	120	89	N	0	0	N	N	-	1	9	-	-						
S. ATLANTIC	1,686	3,687	6,328	4,878	4,778	-	0	1	-	-	3	17	46	15	20						
Del.	141	69	150	189	86	-	0	1	-	-	-	0	2	-	-						
D.C.	-	125	201	99	288	-	0	0	-	-	-	0	2	-	1						
Fla.	1,061	1,368	1,571	2,428	2,078	N	0	0	N	N	1	7	35	8	9						
Ga.	10	518	1,307	14	358	N	0	0	N	N	1	5	13	6	3						
Md.	-	439	692	367	491	-	0	1	-	-	1	1	4	1	-						
N.C.	-	0	1,208	-	1	N	0	0	N	N	-	0	16	-	-						
S.C.	-	482	3,043	840	622	N	0	0	N	N	-	1	4	-	4						
Va.	469	621	1,059	889	764	N	0	0	N	N	-	1	4	-	1						
W. Va.	5	60	102	52	90	N	0	0	N	N	-	0	3	-	2						
E.S. CENTRAL	595	1,571	2,302	2,254	2,599	-	0	0	-	-	-	3	9	-	4						
Ala.	40	450	547	206	924	N	0	0	N	N	-	1	6	-	2						
Ky.	-	240	374	374	420	N	0	0	N	N	-	0	4	-	1						
Miss.	-	399	1,048	533	399	N	0	0	N	N	-	0	2	-	1						
Tenn.	555	534	792	1,141	856	N	0	0	N	N	-	1	6	-	-						
W.S. CENTRAL	330	2,771	3,530	692	4,791	-	0	1	-	-	-	6	164	-	2						
Ark.	273	276	455	602	513	N	0	0	N	N	-	0	7	-	1						
La.	-	417	775	-	423	-	0	1	-	-	-	1	5	-	-						
Okla.	57	148	391	90	467	N	0	0	N	N	-	1	16	-	1						
Tex.	-	1,934	2,343	-	3,388	N	0	0	N	N	-	3	149	-	-						
MOUNTAIN	231	1,257	1,807	1,153	2,098	1	86	182	72	219	-	8	37	3	10						
Ariz.	-	470	650	283	617	-	85	181	71	217	-	1	9	-	2						
Colo.	-	238	579	279	501	N	0	0	N	N	-	1	12	-	2						
Idaho	-	65	314	-	69	N	0	0	N	N	-	1	5	1	3						
Mont.	2	58	87	45	110	N	0	0	N	N	-	1	3	1	1						
Nev.	186	176	415	277	450	1	0	6	1	1	-	0	1	-	-						
N. Mex.	-	132	455	194	190	-	0	3	-	1	-	1	23	1	2						
Utah	43	107	253	49	161	-	0	3	-	-	-	0	6	-	-						
Wyo.	-	31	58	26	-	-	0	1	-	-	-	0	4	-	-						
PACIFIC	1,903	3,704	4,453	4,304	5,685	34	33	159	71	222	3	8	19	6	9						
Alaska	71	85	160	119	71	N	0	0	N	N	-	0	1	-	-						
Calif.	1,377	2,878	3,305	3,330	4,413	34	33	159	71	222	2	5	14	4	6						
Hawaii	2	102	163	53	158	N	0	0	N	N	-	0	1	-	-						
Oreg.	154	188	631	219	335	N	0	0	N	N	1	1	4	2	3						
Wash.	299	405	634	583	708	N	0	0	N	N	-	1	12	-	-						
Amer. Samoa	-	0	20	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	4	24	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	116	333	53	97	N	0	0	N	N	N	0	0	N	N						
V.I.	-	12	23	-	19	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


