
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 31, 2003 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	19,482	16,491	331,936	340,708	1,308	1,809	729	871	-	-											
NEW ENGLAND	654	627	10,956	11,072	-	-	44	40	-	-											
Maine	27	19	771	603	N	N	5	2	-	-											
N.H.	15	15	613	670	-	-	3	9	-	-											
Vt.	6	6	431	305	-	-	9	8	-	-											
Mass.	277	313	4,307	4,439	-	-	18	12	-	-											
R.I.	51	49	1,346	1,067	-	-	7	5	-	-											
Conn.	278	225	3,488	3,988	N	N	2	4	-	-											
MID. ATLANTIC	4,098	3,436	35,312	37,206	-	-	88	129	-	-											
Upstate N.Y.	274	239	7,850	6,567	N	N	30	25	-	-											
N.Y. City	1,976	1,812	12,250	12,836	-	-	27	51	-	-											
N.J.	787	665	5,530	5,297	-	-	3	11	-	-											
Pa.	1,061	720	9,682	12,506	N	N	28	42	-	-											
E.N. CENTRAL	1,982	1,773	59,195	63,251	3	10	155	246	-	-											
Ohio	303	311	15,933	16,567	-	-	24	56	-	-											
Ind.	259	206	6,907	6,962	N	N	18	19	-	-											
Ill.	959	814	16,450	19,889	-	2	16	50	-	-											
Mich.	359	360	13,549	12,783	3	8	35	46	-	-											
Wis.	102	82	6,356	7,050	-	-	62	75	-	-											
W.N. CENTRAL	358	269	19,369	19,003	1	-	75	83	-	-											
Minn.	74	55	3,971	4,449	N	N	37	30	-	-											
Iowa	41	41	1,718	2,210	N	N	10	8	-	-											
Mo.	177	116	7,222	5,941	-	-	6	12	-	-											
N. Dak.	-	-	513	535	N	N	4	5	-	-											
S. Dak.	7	2	1,042	926	-	-	15	5	-	-											
Nebr.	25	23	1,905	1,901	1	-	3	17	-	-											
Kans.	34	32	2,998	3,041	N	N	-	6	-	-											
S. ATLANTIC	5,488	5,341	64,421	63,664	1	1	114	123	-	-											
Del.	106	95	1,305	1,151	N	N	1	1	-	-											
Md.	558	815	6,910	6,442	1	1	9	5	-	-											
D.C.	595	264	1,106	1,382	-	-	-	3	-	-											
Va.	481	344	7,579	6,855	-	-	12	1	-	-											
W. Va.	42	39	1,048	1,026	N	N	1	1	-	-											
N.C.	581	399	10,816	10,150	N	N	15	18	-	-											
S.C.	330	420	6,084	6,114	-	-	2	2	-	-											
Ga.	736	920	13,033	13,058	-	-	47	45	-	-											
Fla.	2,059	2,045	16,540	17,486	N	N	27	47	-	-											
E.S. CENTRAL	841	749	22,445	22,465	N	N	45	52	-	-											
Ky.	79	122	3,440	3,695	N	N	9	1	-	-											
Tenn.	374	324	7,857	7,038	N	N	12	27	-	-											
Ala.	185	143	5,853	7,019	-	-	21	20	-	-											
Miss.	203	160	5,295	4,713	N	N	3	4	-	-											
W.S. CENTRAL	2,125	1,801	42,461	45,838	-	-	32	29	-	-											
Ark.	65	123	3,029	3,008	-	-	1	4	-	-											
La.	368	431	6,416	7,988	N	N	1	8	-	-											
Okla.	92	94	3,976	4,387	N	N	4	3	-	-											
Tex.	1,600	1,153	29,040	30,455	-	-	26	14	-	-											
MOUNTAIN	722	553	19,520	20,932	928	1,257	36	51	-	-											
Mont.	10	6	935	696	N	N	7	4	-	-											
Idaho	13	10	1,078	979	N	N	6	16	-	-											
Wyo.	4	3	409	376	-	-	1	5	-	-											
Colo.	159	107	4,423	5,939	N	N	7	10	-	-											
N. Mex.	52	34	2,497	3,206	1	4	1	6	-	-											
Ariz.	341	235	6,149	6,100	907	1,232	2	6	-	-											
Utah	31	30	1,873	1,004	5	5	9	1	-	-											
Nev.	112	128	2,156	2,632	15	16	3	3	-	-											
PACIFIC	3,214	1,942	58,257	57,277	374	541	140	118	-	-											
Wash.	214	228	6,554	6,063	N	N	12	9	-	-											
Oreg.	126	178	3,213	2,782	-	-	17	15	-	-											
Calif.	2,815	1,496	46,356	45,114	374	541	111	93	-	-											
Alaska	12	9	1,549	1,527	-	-	-	-	-	-											
Hawaii	47	31	585	1,791	-	-	-	1	-	-											
Guam	2	1	-	-	-	-	-	-	-	-											
P.R.	514	502	483	1,254	N	N	N	N	-	-											
V.I.	15	53	-	81	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


