
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending December 30, 2006 (WEEK 52)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	19	56	297	3,199	3,502	101	251	1,013	13,660	16,190	61	85	282	4,678	4,733						
NEW ENGLAND	1	2	73	251	228	-	3	70	231	324	-	3	15	183	285						
Conn.	-	0	72	72	63	-	0	64	64	58	U	0	1	U	100						
Maine	1	0	8	45	29	-	0	2	6	15	-	0	2	16	14						
Mass.	-	1	9	82	87	-	2	11	128	192	-	2	6	101	130						
N.H.	-	0	3	27	19	-	0	2	12	19	-	0	9	44	18						
R.I.	-	0	2	8	9	-	0	3	15	23	-	0	3	8	12						
Vt.	-	0	1	2	21	-	0	2	6	17	-	0	2	14	11						
MID. ATLANTIC	2	5	107	416	463	3	15	72	813	1,296	13	18	43	891	903						
N.J.	-	0	2	3	78	-	3	34	242	318	-	2	8	122	179						
N.Y. (Upstate)	-	0	103	10	237	2	4	60	230	329	10	5	32	310	276						
N.Y. City	-	0	4	37	17	-	4	13	253	416	-	2	8	142	171						
Pa.	2	2	49	202	131	1	1	6	88	233	3	6	13	317	277						
E.N. CENTRAL	-	10	56	640	643	4	20	38	1,029	1,205	3	13	44	766	913						
Ill.	-	1	7	83	140	-	7	21	376	409	-	2	11	144	307						
Ind.	-	1	8	86	77	-	2	18	165	191	-	2	11	112	110						
Mich.	-	1	6	93	95	-	3	8	148	241	1	3	12	215	212						
Ohio	-	3	18	196	170	4	3	14	197	139	2	4	19	239	192						
Wis.	-	2	39	182	161	-	3	9	143	225	-	1	4	56	92						
W.N. CENTRAL	3	11	35	650	553	4	36	77	1,767	1,785	1	5	57	349	306						
Iowa	-	2	22	139	100	-	2	10	121	103	N	0	0	N	N						
Kans.	-	0	4	29	54	-	2	11	139	272	-	1	5	54	40						
Minn.	-	4	27	247	181	-	3	24	243	96	-	0	52	156	122						
Mo.	-	0	1	-	98	4	9	69	654	1,017	1	1	5	85	73						
Nebr.	-	0	8	55	64	-	1	14	127	160	-	1	4	33	27						
N. Dak.	-	0	15	-	23	-	0	18	103	6	-	0	5	11	18						
S. Dak.	-	0	5	49	33	-	6	24	380	131	-	0	2	10	26						
S. ATLANTIC	10	8	39	486	463	65	59	150	3,438	2,514	24	23	45	1,166	960						
Del.	-	0	3	12	9	-	0	2	11	11	-	0	2	10	6						
D.C.	-	0	1	3	2	-	0	2	17	15	-	0	2	18	13						
Fla.	9	2	29	106	132	59	27	76	1,646	1,270	13	5	16	313	260						
Ga.	-	2	7	84	49	3	21	63	1,286	672	7	5	12	249	203						
Md.	1	2	8	102	75	3	2	10	128	103	4	4	12	201	178						
N.C.	-	2	11	122	64	-	1	21	160	202	-	0	26	157	124						
S.C.	-	0	2	10	14	-	1	9	73	105	-	1	6	63	39						
Va.	-	0	8	-	111	-	2	9	111	134	-	2	11	128	110						
W. Va.	-	0	5	12	7	-	0	2	6	2	-	0	6	27	27						
E.S. CENTRAL	-	2	12	101	177	4	15	83	1,008	1,200	-	3	11	193	180						
