
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending December 6, 1997 (WEEK 49)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1997*
AIDS § cummulative for 1996
Chlamydia† cummulative for 1997
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1997
Escherichia coli O157:H7 PHLIS cummulative for 1997
Gonorrhea cummulative for 1997
Gonorrhea cummulative for 1996
Hepatitis C/NA,NB cummulative for 1997
Hepatitis C/NA,NB cummulative for 1996

tab delimited data:
test
UNITED STATES	53,031	62,102	433,406	405,690	2,223	1,486	269,984	300,969	2,951	3,273											
NEW ENGLAND	2,252	2,544	16,228	16,176	190	121	5,356	5,994	54	96											
Maine	51	42	949	848	17	-	63	50	-	-											
N.H.	40	85	752	710	12	14	89	154	8	7											
Vt.	32	19	390	371	8	3	46	45	2	25											
Mass.	808	1,249	6,789	6,520	103	89	1,978	2,050	37	58											
R.I.	142	166	1,696	1,737	10	-	378	470	7	6											
Conn.	1,179	983	5,652	5,990	40	15	2,802	3,225	-	-											
MID. ATLANTIC	16,043	17,301	56,883	54,682	137	47	35,482	40,048	337	284											
Upstate N.Y.	2,390	2,384	N	N	95	-	5,816	7,006	260	228											
N.Y. City	8,610	9,488	29,709	25,815	13	8	13,786	12,670	-	3											
N.J.	3,044	3,333	8,847	11,655	29	24	6,706	8,403	-	-											
Pa.	1,999	2,096	18,327	17,212	N	15	9,174	11,969	77	53											
E.N. CENTRAL	3,957	4,752	65,540	79,944	395	269	40,352	54,843	475	451											
Ohio	798	1,052	18,662	19,500	106	52	11,713	14,192	19	33											
Ind.	488	544	8,616	9,578	78	40	5,618	6,104	11	8											
Ill.	1,715	2,079	10,214	21,849	67	31	4,968	15,439	78	88											
Mich.	716	824	19,616	19,269	144	102	14,284	14,438	367	322											
Wis.	240	253	8,432	9,748	N	44	3,769	4,670	-	-											
W.N. CENTRAL	1,055	1,426	29,849	29,851	523	397	13,219	14,612	150	90											
Minn.	194	269	6,972	5,096	225	198	2,559	2,205	4	4											
Iowa	100	82	4,195	3,960	116	74	1,082	1,077	33	41											
Mo.	505	741	11,043	11,590	54	69	6,893	8,142	97	22											
N. Dak.	12	12	623	932	15	12	44	33	3	-											
S. Dak.	8	12	1,134	1,386	28	32	129	165	-	-											
Nebr.	90	93	2,201	2,621	60	-	899	1,025	3	8											
Kans.	146	217	3,681	4,266	25	12	1,613	1,965	10	15											
S. ATLANTIC	13,084	15,523	84,661	47,015	204	130	83,968	87,525	255	193											
Del.	214	264	1,276	1,148	5	4	1,149	1,382	-	1											
Md.	1,811	2,154	7,045	U	25	13	12,318	10,567	19	4											
D.C.	955	1,193	N	N	2	-	4,116	4,254	-	-											
Va.	1,113	1,095	10,785	10,975	N	41	8,120	8,652	24	16											
W. Va.	121	112	2,756	2,162	N	1	871	773	16	9											
N.C.	795	833	17,205	U	70	34	17,010	17,515	48	46											
S.C.	754	804	11,520	U	9	8	10,602	10,735	37	32											
Ga.	1,604	2,304	11,630	11,445	41	-	13,561	17,151	U	-											
Fla.	5,717	6,764	22,444	21,285	44	29	16,221	16,496	111	85											
E.S. CENTRAL	1,908	2,083	30,054	30,480	94	39	30,199	33,875	319	540											
Ky.	338	362	5,950	6,325	30	-	3,787	3,990	13	29											
Tenn.	745	737	11,794	12,621	46	39	10,339	11,249	223	372											
Ala.	512	569	8,038	7,873	14	-	11,216	12,676	11	8											
Miss.	313	415	4,272	3,661	4	-	4,857	5,960	72	131											
W.S. CENTRAL	5,663	6,275	55,476	54,855	67	16	36,821	36,585	465	370											
Ark.	216	245	2,296	1,631	9	5	3,953	3,704	10	8											
La.	997	1,367	9,603	6,941	6	3	9,316	7,556	219	218											
Okla.	275	245	6,779	6,928	10	5	4,398	4,562	7	1											
Tex.	4,175	4,418	36,798	39,355	42	3	19,154	20,763	229	143											
MOUNTAIN	1,527	1,794	22,145	24,591	236	138	7,753	7,082	459	529											
Mont.	41	34	1,005	1,162	24	-	46	34	21	18											
Idaho	50	36	1,559	1,399	35	23	147	93	79	96											
Wyo.	14	6	585	578	17	12	50	40	221	172											
Colo.	352	461	1,896	3,467	83	57	2,059	1,317	36	62											
N. Mex.	163	154	3,014	3,689	7	6	1,062	844	56	72											
Ariz.	374	535	10,550	10,087	N	30	3,596	3,494	25	69											
Utah	134	176	1,655	1,456	59	-	262	268	5	19											
Nev.	399	392	1,881	2,753	11	10	531	992	16	21											
PACIFIC	7,542	10,403	72,570	68,096	377	325	16,834	20,405	437	720											
Wash.	617	637	8,764	8,823	118	131	1,809	1,936	27	50											
Oreg.	286	438	4,701	5,088	78	93	700	817	3	8											
Calif.	6,510	9,128	56,085	51,259	169	89	13,509	16,786	258	455											
Alaska	40	30	1,436	1,235	12	3	360	421	-	3											
Hawaii	89	170	1,584	1,691	N	9	456	445	149	204											
Guam	2	4	193	349	N	-	27	61	-	6											
P.R.	1,975	2,166	U	U	41	U	519	604	142	144											
V.I.	95	18	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	1	-	N	N	N	U	17	11	2	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1997 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


