
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending November 17, 2001 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 2001
Meningococcal Disease cummulative for 2000
Mumps current week
Mumps cummulative for 2001
Mumps cummulative for 2000
Pertussis current week
Pertussis cummulative for 2001
Pertussis cummulative for 2000
Rubella current week
Rubella cummulative for 2001
Rubella cummulative for 2000

tab delimited data:
test
UNITED STATES	1,918	1,939	3	194	289	49	4,126	6,261	-	21	165										
NEW ENGLAND	99	117	-	-	4	-	374	1,649	-	-	12										
Maine	4	8	-	-	-	-	21	41	-	-	-										
N.H.	13	12	-	-	-	-	28	117	-	-	2										
Vt.	5	3	-	-	-	-	30	226	-	-	-										
Mass.	51	67	-	-	1	-	273	1,201	-	-	8										
R.I.	4	9	-	-	1	-	5	19	-	-	1										
Conn.	22	18	-	-	2	-	17	45	-	-	1										
MID. ATLANTIC	191	230	-	20	25	2	261	638	-	5	9										
Upstate N.Y.	56	69	-	3	10	2	129	316	-	1	1										
N.Y. City	38	39	-	10	6	-	44	81	-	3	8										
N.J.	43	47	U	3	3	U	18	30	U	1	-										
Pa.	54	75	U	4	6	U	70	211	U	-	-										
E.N. CENTRAL	229	348	1	19	22	12	589	726	-	3	1										
Ohio	69	83	-	1	7	9	228	309	-	-	-										
Ind.	35	41	-	3	1	1	79	93	-	1	-										
Ill.	25	77	-	11	6	1	68	107	-	2	1										
Mich.	58	105	1	4	6	1	127	100	-	-	-										
Wis.	42	42	-	-	2	-	87	117	-	-	-										
W.N. CENTRAL	135	137	-	7	17	5	306	530	-	3	2										
Minn.	20	20	-	3	-	-	146	314	-	-	1										
Iowa	28	32	-	-	7	3	31	52	-	1	-										
Mo.	48	62	-	-	4	-	92	84	-	1	-										
N. Dak.	6	2	U	-	1	U	4	6	U	-	-										
S. Dak.	5	5	U	-	-	U	4	7	U	-	-										
Nebr.	14	7	U	1	2	U	4	27	U	-	1										
Kans.	14	9	-	3	3	2	25	40	-	1	-										
S. ATLANTIC	339	261	1	37	41	6	236	453	-	7	112										
Del.	4	1	-	-	-	-	-	8	-	1	1										
Md.	38	26	1	7	9	4	37	111	-	-	-										
D.C.	-	-	-	-	-	-	1	3	-	-	-										
Va.	37	38	-	8	9	-	41	106	-	-	-										
W. Va.	12	13	-	-	-	-	3	1	-	-	-										
N.C.	62	36	-	5	7	1	69	98	-	-	82										
S.C.	33	21	-	5	10	1	32	30	-	2	27										
Ga.	46	43	-	7	2	-	27	38	-	1	-										
Fla.	107	83	-	5	4	-	26	58	-	3	2										
E.S. CENTRAL	122	127	-	9	5	-	131	108	-	-	6										
Ky.	20	26	-	3	1	-	35	55	-	-	1										
Tenn.	56	53	-	1	2	-	57	32	-	-	1										
Ala.	31	34	-	-	2	-	35	18	-	-	4										
Miss.	15	14	U	5	-	U	4	3	U	-	-										
W.S. CENTRAL	313	205	1	13	31	8	437	348	-	1	8										
Ark.	18	12	-	1	3	1	44	35	-	-	1										
La.	61	43	-	2	5	-	2	19	-	-	1										
Okla.	27	26	-	-	-	1	20	47	-	-	-										
Tex.	207	124	1	10	23	6	371	247	-	1	6										
MOUNTAIN	83	85	-	11	19	12	1,185	713	-	1	2										
Mont.	4	4	U	1	1	U	35	35	U	-	-										
Idaho	7	7	-	1	-	-	170	59	-	-	-										
Wyo.	5	1	-	1	1	-	1	4	-	-	-										
Colo.	31	32	-	1	-	11	253	419	-	1	1										
N. Mex.	10	9	-	2	1	-	135	85	-	-	-										
Ariz.	13	22	-	1	4	-	498	72	-	-	1										
Utah	7	7	-	1	6	1	75	24	-	-	-										
Nev.	6	3	U	3	6	U	18	15	U	-	-										
PACIFIC	407	429	-	78	125	4	607	1,096	-	1	13										
Wash.	60	51	-	2	9	-	142	372	-	-	7										
Oreg.	40	63	N	N	N	2	50	106	-	-	-										
Calif.	292	299	U	39	87	U	374	558	U	-	6										
Alaska	2	8	-	1	8	2	10	21	-	-	-										
Hawaii	13	8	-	36	21	-	31	39	-	1	-										
Guam	-	-	U	-	16	U	-	4	U	-	1										
P.R.	4	9	U	-	-	U	2	9	U	-	-										
V.I.	-	-	U	-	-	U	-	-	U	-	-										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	U	-	-	U	-	-	U	-	-	U										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


