
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending February 22, 1997 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 1997
Meningococcal Disease cummulative for 1996
Mumps current week
Mumps cummulative for 1997
Mumps cummulative for 1996
Pertussis current week
Pertussis cummulative for 1997
Pertussis cummulative for 1996
Rubella current week
Rubella cummulative for 1997
Rubella cummulative for 1996

tab delimited data:
test
UNITED STATES	535	634	8	57	89	72	574	288	-	1	18										
NEW ENGLAND	34	29	-	1	-	6	158	69	-	-	-										
Maine	4	6	-	-	-	-	4	2	-	-	-										
N.H.	3	1	-	-	-	2	29	6	-	-	-										
Vt.	1	1	-	-	-	4	71	6	-	-	-										
Mass.	20	7	-	-	-	-	49	55	-	-	-										
R.I.	1	5	-	1	-	-	5	-	-	-	-										
Conn.	5	9	-	-	-	-	-	-	-	-	-										
MID. ATLANTIC	40	53	-	4	14	2	22	35	-	1	2										
Upstate N.Y.	6	7	-	-	5	-	11	24	-	-	-										
N.Y. City	8	9	-	-	2	-	2	7	-	1	1										
N.J.	11	12	-	-	2	-	-	2	-	-	1										
Pa.	15	25	-	4	5	2	9	2	-	-	-										
E.N. CENTRAL	47	81	-	10	24	6	57	65	-	-	-										
Ohio	33	32	-	3	13	3	37	31	-	-	-										
Ind.	10	8	-	4	1	2	2	3	-	-	-										
Ill.	-	25	-	1	5	-	3	5	-	-	-										
Mich.	4	4	-	2	5	1	15	5	-	-	-										
Wis.	-	12	U	-	-	U	-	21	U	-	-										
W.N. CENTRAL	45	61	1	3	2	9	30	5	-	-	-										
Minn.	2	3	1	1	-	8	18	1	-	-	-										
Iowa	11	11	-	2	-	1	9	-	-	-	-										
Mo.	17	31	-	-	-	-	-	3	-	-	-										
N. Dak.	-	1	-	-	2	-	1	-	-	-	-										
S. Dak.	3	2	-	-	-	-	1	-	-	-	-										
Nebr.	3	5	-	-	-	-	1	1	-	-	-										
Kans.	9	8	-	-	-	-	-	-	-	-	-										
S. ATLANTIC	121	87	4	9	11	18	53	23	-	-	-										
Del.	2	1	-	-	-	-	-	-	-	-	-										
Md.	10	11	-	-	5	1	26	18	-	-	-										
D.C.	1	2	-	-	-	-	2	-	-	-	-										
Va.	6	11	-	1	2	2	4	-	-	-	-										
W. Va.	1	3	-	-	-	2	3	-	-	-	-										
N.C.	23	15	1	1	-	11	11	-	-	-	-										
S.C.	25	16	1	1	3	-	2	-	-	-	-										
Ga.	21	23	-	-	1	-	-	1	-	-	-										
Fla.	32	5	2	6	-	2	5	4	-	-	-										
E.S. CENTRAL	49	52	-	6	4	3	16	8	-	-	-										
Ky.	7	7	-	-	-	1	1	5	-	-	-										
Tenn.	20	14	-	2	1	2	5	1	-	-	-										
Ala.	17	17	-	2	3	-	6	1	-	-	-										
Miss.	5	14	U	2	-	U	4	1	U	-	N										
W.S. CENTRAL	34	73	1	4	3	1	5	3	-	-	-										
Ark.	9	8	-	-	-	-	3	2	-	-	-										
La.	12	16	-	-	3	1	1	1	-	-	-										
Okla.	5	3	-	-	-	-	-	-	-	-	-										
Tex.	8	46	1	4	-	-	1	-	-	-	-										
MOUNTAIN	31	42	-	2	3	10	133	29	-	-	-										
Mont.	2	1	-	-	-	-	-	2	-	-	-										
Idaho	3	3	-	-	-	2	83	-	-	-	-										
Wyo.	-	3	-	-	-	-	3	-	-	-	-										
Colo.	2	4	-	1	-	7	36	-	-	-	-										
N. Mex.	7	10	N	N	N	1	7	10	-	-	-										
Ariz.	11	13	-	-	-	-	4	3	-	-	-										
Utah	4	3	-	1	-	-	-	1	-	-	-										
Nev.	2	5	-	-	3	-	-	13	-	-	-										
PACIFIC	134	156	2	18	28	17	100	51	-	-	16										
Wash.	12	9	1	3	2	11	24	6	-	-	-										
Oreg.	34	26	-	-	-	-	3	15	-	-	-										
Calif.	87	117	1	11	19	6	70	27	-	-	16										
Alaska	-	2	-	-	1	-	1	-	-	-	-										
Hawaii	1	2	-	4	6	-	2	3	-	-	-										
Guam	-	1	U	-	1	U	-	-	U	-	-										
P.R.	1	-	-	-	-	-	-	-	-	-	-										
V.I.	-	-	U	-	-	U	-	-	U	-	-										
Amer. Samoa	-	-	U	-	-	U	-	-	U	-	-										
C.N.M.I.	-	-	U	-	-	U	-	-	U	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


