
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending October 23, 1999 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 1999
Malaria cummulative for 1998
Rabies, Animal cummulative for 1999
Rabies, Animal cummulative for 1998
Salmonellosis, NETSS cummulative for 1999
Salmonellosis, NETSS cummulative for 1998
Salmonellosis, PHLIS cummulative for 1999
Salmonellosis, PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	1,023	1,201	4,909	6,155	29,210	34,104	23,596	28,586													
NEW ENGLAND	51	52	735	1,226	1,381	2,025	1,642	1,952													
Maine	3	4	142	201	120	146	90	56													
N.H.	2	5	48	71	113	156	121	198													
Vt.	4	1	86	56	80	116	73	91													
Mass.	16	16	174	432	959	1,136	923	1,164													
R.I.	4	8	78	80	109	114	52	34													
Conn.	22	18	207	386	U	357	383	409													
MID. ATLANTIC	230	361	906	1,335	3,249	5,481	2,995	5,010													
Upstate N.Y.	60	80	681	937	1,082	1,319	900	1,187													
N.Y. City	106	206	U	U	1,133	1,644	853	1,291													
N.J.	43	49	152	180	508	1,214	535	1,164													
Pa.	21	26	73	218	526	1,304	707	1,368													
E.N. CENTRAL	95	127	136	114	4,459	5,287	2,936	4,036													
Ohio	18	14	32	52	1,109	1,271	895	980													
Ind.	18	10	12	9	440	568	350	451													
Ill.	20	51	10	N	1,366	1,628	399	1,274													
Mich.	33	42	79	34	826	965	824	886													
Wis.	6	10	3	19	718	855	468	445													
W.N. CENTRAL	63	75	600	616	1,886	1,926	1,913	1,993													
Minn.	33	42	92	102	557	467	599	553													
Iowa	13	7	140	134	225	325	186	259													
Mo.	13	14	13	36	586	524	773	722													
N. Dak.	-	2	125	122	41	52	47	67													
S. Dak.	-	-	140	140	83	99	105	107													
Nebr.	-	1	3	7	175	155	-	38													
Kans.	4	9	87	75	219	304	203	247													
S. ATLANTIC	296	249	1,758	2,025	7,007	6,835	4,415	5,130													
Del.	1	3	37	40	114	67	137	106													
Md.	84	75	337	398	738	766	802	742													
D.C.	17	16	-	-	65	64	U	U													
Va.	62	49	466	481	1,102	916	789	757													
W. Va.	2	2	93	65	138	121	135	132													
N.C.	26	23	362	498	1,071	990	1,140	1,184													
S.C.	16	6	129	121	566	511	394	462													
Ga.	21	33	178	261	1,133	1,363	651	1,275													
Fla.	67	42	156	161	2,080	2,037	367	472													
E.S. CENTRAL	20	27	223	237	1,576	1,900	902	1,354													
Ky.	7	5	33	27	333	310	-	124													
Tenn.	6	14	79	124	317	497	451	599													
Ala.	6	6	110	84	494	584	374	501													
Miss.	1	2	1	2	432	509	77	130													
W.S. CENTRAL	16	32	87	28	2,654	3,800	2,752	2,667													
Ark.	3	1	14	28	526	490	120	300													
La.	10	13	-	-	334	563	472	657													
Okla.	2	3	73	N	359	398	271	189													
Tex.	1	15	-	-	1,435	2,349	1,889	1,521													
MOUNTAIN	41	58	172	224	2,505	2,127	2,094	1,764													
Mont.	4	1	52	47	50	70	1	43													
Idaho	3	8	-	N	90	101	77	81													
Wyo.	1	-	41	55	55	57	22	50													
Colo.	15	18	1	38	609	467	631	444													
N. Mex.	2	12	9	6	295	255	217	224													
Ariz.	9	8	57	46	799	672	665	608													
Utah	4	1	7	26	441	300	428	122													
Nev.	3	10	5	6	166	205	53	192													
PACIFIC	211	220	292	350	4,493	4,723	3,947	4,680													
Wash.	22	17	-	-	523	399	670	556													
Oreg.	19	15	1	7	378	259	446	283													
Calif.	162	182	284	320	3,255	3,785	2,569	3,561													
Alaska	1	2	7	23	50	50	15	31													
Hawaii	7	4	-	-	287	230	247	249													
Guam	-	2	-	-	24	29	U	U													
P.R.	-	-	61	45	255	622	U	U													
V.I.	U	U	U	U	U	U	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


