
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending October 21, 2006 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	51	68	245	2,614	3,414	39	85	597	3,248	4,229	42	45	127	1,864	1,708						
NEW ENGLAND	2	3	20	149	392	-	2	9	79	123	1	2	12	105	121						
Conn.	1	1	2	35	44	-	0	3	27	39	1	0	9	41	22						
Maine	-	0	2	6	3	-	0	2	16	12	-	0	2	8	6						
Mass.	-	1	13	51	253	-	0	5	14	42	-	0	4	27	59						
N.H.	1	0	16	37	76	-	0	2	12	25	-	0	1	1	9						
R.I.	-	0	4	11	10	-	0	4	9	1	-	0	10	21	16						
Vt.	-	0	2	9	6	-	0	1	1	4	-	0	2	7	9						
MID. ATLANTIC	9	6	16	288	554	1	8	55	332	544	16	15	46	696	586						
N.J.	-	2	7	61	119	-	2	8	80	199	-	2	10	83	102						
N.Y. (Upstate)	7	1	14	75	84	-	1	43	49	48	11	5	30	271	147						
N.Y. City	1	2	10	99	267	-	2	5	69	115	-	2	9	97	90						
Pa.	1	1	5	53	84	1	3	9	134	182	5	5	18	245	247						
E.N. CENTRAL	5	6	12	243	299	4	8	24	328	467	5	9	24	364	353						
Ill.	-	1	4	50	108	-	1	7	58	136	-	0	4	21	47						
Ind.	2	0	5	26	16	-	0	17	45	33	1	0	3	25	26						
Mich.	1	2	8	92	92	1	3	7	111	151	-	2	7	100	95						
Ohio	2	0	4	47	43	3	2	10	106	108	4	4	19	183	154						
Wis.	-	1	3	28	40	-	0	4	8	39	-	0	5	35	31						
W.N. CENTRAL	7	2	30	112	75	5	4	22	131	219	5	1	15	60	67						
Iowa	-	0	2	8	18	-	0	3	14	23	-	0	3	10	5						
Kans.	-	0	5	25	15	1	0	2	9	24	-	0	2	4	2						
Minn.	7	0	29	16	3	1	0	13	18	29	5	0	11	17	16						
Mo.	-	1	3	38	28	1	2	7	74	114	-	0	3	18	25						
Nebr.	-	0	3	17	11	2	0	2	15	22	-	0	2	7	3						
N. Dak.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	2						
S. Dak.	-	0	3	8	-	-	0	1	1	7	-	0	6	4	14						
S. ATLANTIC	13	10	29	451	601	17	23	66	937	1,137	11	9	19	345	325						
Del.	-	0	2	10	5	-	1	4	36	26	1	0	2	9	15						
D.C.	-	0	2	6	4	-	0	2	5	10	-	0	5	19	9						
Fla.	3	4	13	178	239	7	8	19	340	397	5	3	9	137	92						
Ga.	2	1	7	53	113	-	3	7	132	173	-	0	4	15	30						
Md.	1	1	6	54	61	2	3	10	135	130	3	1	7	72	92						
N.C.	6	0	20	73	71	6	0	23	129	128	1	0	5	30	24						
S.C.	1	0	3	22	35	2	2	7	69	125	-	0	1	3	12						
Va.	-	1	11	50	69	-	1	18	45	116	1	1	7	50	36						
W. Va.	-	0	3	5	4	-	0	18	46	32	-	0	3	10	15						
E.S. CENTRAL	-	2	8	102	220	1	6	15	257	301	-	1	9	75	70						
Ala.	-	0	3	13	42	-	1	8	79	76	-	0	2	9	13						
Ky.	-	0	5	31	23	1	1	5	60	58	-	0	4	28	25						
Miss.	-	0	1	5	17	-	0	2	11	44	-	0	1	1	3						
Tenn.	-	1	5	53	138	-	2	8	107	123	-	1	7	37	29						
W.S. CENTRAL	1	3	77	146	389	1	14	315	596	515	-	0	32	43	39						
Ark.	1	0	9	37	16	-	1	4	40	59	-	0	3	3	5						
La.	-	0	4	15	57	-	0	4	28	64	-	0	2	4	1						
Okla.	-	0	2	6	4	1	0	17	53	39	-	0	3	1	7						
Tex.	-	2	73	88	312	-	11	295	475	353	-	0	26	35	26						
MOUNTAIN	3	5	18	219	279	2	4	39	145	448	4	2	8	104	85						
Ariz.	3	2	16	131	154	-	1	23	34	285	2	1	5	35	21						
Colo.	-	1	4	33	35	-	1	5	29	48	-	0	2	21	19						
Idaho	-	0	2	9	21	-	0	2	10	15	-	0	3	11	4						
Mont.	-	0	3	9	7	-	0	7	-	3	-	0	1	5	5						
Nev.	-	0	2	11	20	-	1	5	30	44	1	0	2	8	17						
N. Mex.	-	0	3	12	22	-	0	2	16	18	-	0	1	5	3						
Utah	-	0	2	11	19	2	0	5	26	33	1	0	1	19	12						
Wyo.	-	0	1	3	1	-	0	1	-	2	-	0	0	-	4						
PACIFIC	11	19	163	904	605	8	9	61	443	475	-	1	9	72	62						
Alaska	-	0	0	-	4	-	0	1	5	7	-	0	1	-	-						
Calif.	10	15	162	816	502	8	7	41	336	316	-	1	9	72	59						
Hawaii	-	0	2	9	21	-	0	1	6	7	-	0	0	-	3						
Oreg.	1	0	5	39	39	-	1	5	57	87	N	0	0	N	N						
Wash.	-	1	13	40	39	-	0	18	39	58	-	0	0	-	-						
Amer. Samoa	U	0	0	U	1	U	0	0	U	-	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	2	-	0	0	-	18	-	0	0	-	-						
P.R.	-	0	5	23	59	-	1	8	24	40	-	0	1	1	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


