
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending May 31, 2003 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	2,736	2,641	138	180	3,515	4,936	100	133	5,998												
NEW ENGLAND	78	38	1	-	101	167	6	9	1,025												
Maine	4	-	1	-	4	6	-	-	568												
N.H.	8	-	-	-	5	6	-	-	-												
Vt.	-	1	-	-	3	1	-	-	367												
Mass.	53	26	-	-	60	79	1	7	87												
R.I.	8	1	-	-	8	24	2	-	3												
Conn.	5	10	-	-	21	51	3	2	-												
MID. ATLANTIC	313	284	22	26	765	873	17	32	5												
Upstate N.Y.	14	11	4	1	94	129	3	3	N												
N.Y. City	167	168	11	10	450	415	7	15	-												
N.J.	65	52	7	14	139	207	6	9	-												
Pa.	67	53	-	1	82	122	1	5	5												
E.N. CENTRAL	383	521	34	29	439	476	9	15	3,031												
Ohio	98	58	2	-	77	70	1	4	776												
Ind.	18	25	5	1	49	46	4	1	-												
Ill.	130	196	11	23	207	241	-	5	-												
Mich.	129	232	16	5	91	90	4	3	1,856												
Wis.	8	10	-	-	15	29	-	2	399												
W.N. CENTRAL	71	47	2	-	168	228	1	6	25												
Minn.	20	20	-	-	70	95	-	3	N												
Iowa	4	2	-	-	11	14	1	-	N												
Mo.	26	10	2	-	16	67	-	1	-												
N. Dak.	-	-	-	-	-	3	-	-	25												
S. Dak.	-	-	-	-	12	10	-	-	-												
Nebr.	1	5	-	-	14	9	-	2	-												
Kans.	20	10	-	-	45	30	-	-	-												
S. ATLANTIC	730	633	28	40	687	982	25	15	1,181												
Del.	4	8	-	-	-	7	-	-	9												
Md.	116	69	3	5	85	96	6	3	-												
D.C.	22	19	1	1	-	-	-	-	7												
Va.	35	26	1	1	67	103	10	-	301												
W. Va.	-	-	-	-	9	9	-	-	738												
N.C.	71	132	9	9	95	122	4	-	N												
S.C.	47	54	3	4	55	60	-	-	126												
Ga.	151	119	2	9	87	188	3	4	-												
Fla.	284	206	9	11	289	397	2	8	N												
E.S. CENTRAL	144	251	10	13	266	311	3	2	-												
Ky.	21	41	1	2	47	56	-	2	N												
Tenn.	62	100	4	4	80	114	1	-	N												
Ala.	54	82	4	5	105	94	2	-	-												
Miss.	7	28	1	2	34	47	-	-	-												
W.S. CENTRAL	342	337	22	42	270	791	-	13	448												
Ark.	19	17	-	2	42	53	-	-	-												
La.	35	51	-	-	-	-	-	-	3												
Okla.	21	26	-	1	58	62	-	-	N												
Tex.	267	243	22	39	170	676	-	13	445												
MOUNTAIN	112	135	13	7	103	137	3	6	283												
Mont.	-	-	-	-	-	4	-	-	N												
Idaho	6	1	-	-	1	2	-	-	N												
Wyo.	-	-	-	-	2	2	-	-	25												
Colo.	7	20	2	1	26	32	3	3	-												
N. Mex.	20	14	-	-	-	18	-	-	-												
Ariz.	70	93	11	6	55	61	-	-	2												
Utah	4	2	-	-	13	12	-	2	256												
Nev.	5	5	-	-	6	6	-	1	-												
PACIFIC	563	395	6	23	716	971	36	35	-												
Wash.	31	20	-	1	89	92	2	3	-												
Oreg.	15	5	-	-	30	40	2	2	-												
Calif.	516	365	6	22	561	755	32	30	-												
Alaska	-	-	-	-	24	24	-	-	-												
Hawaii	1	5	-	-	12	60	-	-	-												
Guam	-	-	-	-	-	-	-	-	-												
P.R.	65	98	1	14	-	33	-	-	115												
V.I.	-	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


