
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending October 6, 2001 (WEEK 40)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 2001
Meningococcal Disease cummulative for 2000
Mumps current week
Mumps cummulative for 2001
Mumps cummulative for 2000
Pertussis current week
Pertussis cummulative for 2001
Pertussis cummulative for 2000
Rubella current week
Rubella cummulative for 2001
Rubella cummulative for 2000

tab delimited data:
test
UNITED STATES	1,679	1,730	1	167	269	76	3,508	5,148	-	19	124										
NEW ENGLAND	91	106	-	-	4	16	333	1,285	-	-	12										
Maine	3	8	-	-	-	16	21	35	-	-	-										
N.H.	12	11	-	-	-	-	26	87	-	-	2										
Vt.	5	3	-	-	-	-	27	196	-	-	-										
Mass.	49	60	-	-	1	-	237	913	-	-	8										
R.I.	3	8	-	-	1	-	5	14	-	-	1										
Conn.	19	16	-	-	2	-	17	40	-	-	1										
MID. ATLANTIC	171	190	1	19	21	6	242	515	-	5	9										
Upstate N.Y.	47	54	-	3	8	1	120	243	-	1	1										
N.Y. City	31	36	-	9	6	-	38	68	-	3	8										
N.J.	41	36	1	3	3	5	18	30	-	1	-										
Pa.	52	64	-	4	4	-	66	174	-	-	-										
E.N. CENTRAL	222	304	-	15	20	13	490	596	-	3	1										
Ohio	75	72	-	1	7	8	257	263	-	-	-										
Ind.	33	36	-	1	1	2	65	81	-	1	-										
Ill.	22	72	-	11	6	1	59	81	-	2	1										
Mich.	51	89	-	2	5	2	53	69	-	-	-										
Wis.	41	35	U	-	1	U	56	102	U	-	-										
W.N. CENTRAL	116	121	-	7	17	5	194	415	-	3	1										
Minn.	16	18	-	3	-	-	70	246	-	-	-										
Iowa	21	26	-	-	7	-	19	46	-	1	-										
Mo.	43	57	-	-	4	-	75	58	-	1	-										
N. Dak.	5	2	-	-	1	4	4	6	-	-	-										
S. Dak.	5	5	-	-	-	1	4	4	-	-	-										
Nebr.	12	6	U	1	2	U	4	21	U	-	1										
Kans.	14	7	-	3	3	-	18	34	-	1	-										
S. ATLANTIC	319	247	-	30	39	2	190	385	-	5	72										
Del.	4	1	-	-	-	-	-	8	-	1	-										
Md.	37	26	U	5	9	U	29	93	U	-	-										
D.C.	-	-	-	-	-	-	1	3	-	-	-										
Va.	33	36	-	6	9	-	36	87	-	-	-										
W. Va.	12	12	-	-	-	-	2	1	-	-	-										
N.C.	59	32	-	4	5	2	58	77	-	-	64										
S.C.	31	19	-	3	10	-	31	26	-	2	6										
Ga.	38	40	-	7	2	-	7	35	-	-	-										
Fla.	105	81	-	5	4	-	26	55	-	2	2										
E.S. CENTRAL	115	119	-	6	5	3	112	97	-	-	6										
Ky.	19	25	-	1	1	-	22	48	-	-	1										
Tenn.	53	48	-	1	2	-	52	29	-	-	1										
Ala.	30	33	-	-	2	3	34	17	-	-	4										
Miss.	13	13	-	4	-	-	4	3	-	-	-										
W.S. CENTRAL	184	185	-	11	28	9	317	297	-	1	8										
Ark.	17	11	-	1	1	5	17	33	-	-	1										
La.	57	41	-	2	5	-	2	19	-	-	1										
Okla.	25	25	-	-	-	4	11	16	-	-	-										
Tex.	85	108	-	8	22	-	287	229	-	1	6										
MOUNTAIN	83	75	-	11	17	19	1,125	619	-	1	2										
Mont.	4	4	-	1	1	-	31	35	-	-	-										
Idaho	7	7	-	1	-	1	168	55	-	-	-										
Wyo.	5	-	U	1	1	U	1	4	U	-	-										
Colo.	29	25	-	1	-	1	220	352	-	1	1										
N. Mex.	12	7	-	2	1	9	128	81	-	-	-										
Ariz.	13	22	-	1	4	3	494	63	-	-	1										
Utah	7	7	-	1	4	5	71	17	-	-	-										
Nev.	6	3	-	3	6	-	12	12	-	-	-										
PACIFIC	378	383	-	68	118	3	505	939	-	1	13										
Wash.	57	41	-	1	9	2	129	300	-	-	7										
Oreg.	34	53	N	N	N	1	44	99	-	-	-										
Calif.	274	273	U	30	81	U	298	485	U	-	6										
Alaska	2	8	-	1	8	-	3	19	-	-	-										
Hawaii	11	8	-	36	20	-	31	36	-	1	-										
Guam	-	-	U	-	13	U	-	3	U	-	1										
P.R.	4	9	U	-	-	U	2	6	U	-	-										
V.I.	-	-	U	-	-	U	-	-	U	-	-										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	U	U	-	U	U	-	U	U	-	U										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


