
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending February 23, 2008 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007

tab delimited data:
test
UNITED STATES	78	88	168	679	779	19	32	115	206	283											
NEW ENGLAND	2	4	28	7	55	-	1	7	3	33											
Conn.	-	0	22	-	2	-	0	1	-	5											
Maine	1	0	3	3	4	-	0	1	1	-											
Mass.	-	2	12	-	38	-	1	4	-	21											
N.H.	-	0	4	2	5	-	0	2	2	4											
R.I.	-	0	1	-	-	-	0	1	-	2											
Vt.	1	0	1	2	6	-	0	1	-	1											
MID. ATLANTIC	13	16	40	118	155	3	5	38	32	42											
N.J.	-	2	12	5	27	-	1	5	2	11											
N.Y. (Upstate)	6	6	20	52	29	3	2	13	17	21											
N.Y. City	-	3	13	12	47	-	2	35	13	10											
Pa.	7	4	11	49	52	N	0	0	N	N											
E.N. CENTRAL	27	15	34	151	188	4	4	17	36	47											
Ill.	-	4	10	27	68	-	1	6	-	7											
Ind.	-	2	10	18	11	-	0	11	7	3											
Mich.	1	3	10	32	42	3	1	5	12	20											
Ohio	11	4	14	57	60	1	1	5	14	13											
Wis.	15	0	5	17	7	-	0	2	3	4											
W.N. CENTRAL	4	5	32	62	38	-	3	15	20	10											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	3	8	10	-	0	1	2	-											
Minn.	-	0	29	20	-	-	1	14	6	-											
Mo.	2	2	9	23	22	-	0	2	10	7											
Nebr.	2	0	3	9	1	-	0	3	2	2											
N. Dak.	-	0	3	-	3	-	0	0	-	1											
S. Dak.	-	0	2	2	2	-	0	0	-	-											
S. ATLANTIC	21	23	49	188	153	6	6	14	32	59											
Del.	-	0	1	2	1	-	0	0	-	-											
D.C.	-	0	3	-	1	-	0	0	-	-											
Fla.	6	6	16	53	36	5	1	5	10	6											
Ga.	1	5	12	48	35	-	0	5	-	20											
Md.	3	5	9	39	30	1	1	5	14	18											
N.C.	10	1	22	19	14	-	0	0	-	-											
S.C.	-	1	7	10	15	-	1	4	8	5											
Va.	1	2	12	15	18	-	0	3	-	10											
W. Va.	-	0	3	2	3	-	0	1	-	-											
E.S. CENTRAL	3	4	13	19	35	1	2	11	6	17											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	4	9	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	2	-	2											
Tenn.	3	3	13	15	26	1	2	9	6	15											
W.S. CENTRAL	5	7	45	51	38	4	5	45	32	31											
Ark.	-	0	2	-	5	-	0	2	3	3											
La.	-	0	4	1	4	-	0	3	-	11											
Okla.	2	1	8	20	16	3	1	5	15	8											
Tex.	3	5	36	30	13	1	2	40	14	9											
MOUNTAIN	2	9	20	71	98	1	4	12	38	37											
Ariz.	1	4	9	41	41	1	2	8	31	21											
Colo.	-	3	9	17	21	-	1	4	4	8											
Idaho	1	0	2	4	3	-	0	1	1	-											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	2	2	-	0	1	1	-											
N. Mex.	-	1	4	-	12	-	0	4	-	5											
Utah	-	1	6	7	18	-	0	2	1	3											
Wyo.	-	0	1	-	1	-	0	0	-	-											
PACIFIC	1	3	7	12	19	-	0	4	7	7											
Alaska	1	0	3	3	3	-	0	4	7	5											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	2	5	9	16	-	0	1	-	2											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	4	-	-	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	N	0	0	N	N											
P.R.	-	0	0	-	-	N	0	0	N	N											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


