
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending February 25, 2012 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	136	258	379	1,350	1,246	1	3	15	13	8	2	30	138	57	44						
NEW ENGLAND	-	4	21	13	28	-	0	1	-	-	-	0	1	-	1						
Conn.	-	1	4	5	6	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	-	1	-	0	0	-	-	-	0	1	-	-						
Mass.	-	3	20	8	20	-	0	0	-	-	-	0	1	-	-						
N.H.	-	0	1	-	-	-	0	1	-	-	-	0	1	-	-						
R.I.	-	0	3	-	-	-	0	0	-	-	-	0	1	-	1						
Vt.	-	0	1	-	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	34	25	86	219	83	-	0	2	3	-	1	1	8	8	2						
N.J.	-	6	39	49	19	-	0	0	-	-	-	0	0	-	-						
N.Y. (Upstate)	34	6	41	81	16	-	0	1	-	-	1	0	3	1	-						
N.Y. City	-	8	28	76	34	-	0	0	-	-	-	0	3	2	2						
Pa.	-	2	13	13	14	-	0	2	3	-	-	0	3	5	-						
E.N. CENTRAL	11	15	41	172	108	-	0	2	1	-	-	2	10	3	4						
Ill.	-	4	16	10	37	-	0	1	-	-	-	1	4	1	3						
Ind.	-	1	6	5	11	-	0	1	1	-	-	1	5	1	-						
Mich.	-	3	11	29	22	-	0	1	-	-	-	0	1	-	-						
Ohio	11	6	27	128	38	-	0	2	-	-	-	0	2	1	1						
Wis.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
W.N. CENTRAL	-	5	18	48	67	-	0	4	-	-	1	4	24	4	8						
Iowa	-	0	3	4	4	-	0	0	-	-	-	0	2	-	1						
Kans.	-	1	6	26	14	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	-	3	14	15	46	-	0	2	-	-	1	4	22	4	7						
Nebr.	-	0	2	3	2	-	0	3	-	-	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S. Dak.	-	0	2	-	1	-	0	1	-	-	-	0	0	-	-						
S. ATLANTIC	40	75	134	314	428	-	1	9	7	4	-	7	58	23	18						
Del.	-	0	2	-	-	-	0	1	-	-	-	0	4	2	1						
D.C.	-	0	5	1	5	-	0	1	-	-	-	0	1	-	-						
Fla.	30	50	98	183	265	-	0	1	-	1	-	0	2	4	1						
Ga.	5	13	26	79	76	-	1	8	7	1	-	0	0	-	-						
Md.	2	2	10	22	18	-	0	1	-	1	-	0	3	2	1						
N.C.	2	3	19	16	41	-	0	4	-	1	-	0	49	5	9						
S.C.	-	1	54	3	10	-	0	2	-	-	-	0	2	-	1						
Va.	1	2	7	10	13	-	0	1	-	-	-	3	14	10	5						
W. Va.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	-						
E.S. CENTRAL	11	20	51	220	74	1	0	2	1	-	-	4	25	8	6						
Ala.	-	6	21	49	33	-	0	1	-	-	-	1	8	3	3						
Ky.	7	5	22	102	7	-	0	1	-	-	-	0	2	-	-						
Miss.	2	4	24	46	13	-	0	0	-	-	-	0	2	-	1						
Tenn.	2	4	11	23	21	1	0	2	1	-	-	4	20	5	2						
W.S. CENTRAL	36	54	134	238	173	-	0	3	-	-	-	2	52	5	1						
Ark.	-	2	7	10	4	-	0	3	-	-	-	2	52	4	-						
La.	-	4	21	21	25	-	0	0	-	-	-	0	2	1	-						
Okla.	26	4	28	64	11	-	0	1	-	-	-	0	25	-	-						
Tex.	10	43	104	143	133	-	0	1	-	-	-	0	4	-	1						
MOUNTAIN	3	13	41	43	110	-	0	3	-	4	-	1	7	5	4						
Ariz.	3	6	27	28	40	-	0	3	-	4	-	0	6	1	4						
Colo.	-	1	8	2	16	-	0	0	-	-	-	0	1	-	-						
Idaho	-	0	3	2	5	-	0	0	-	-	-	0	2	2	-						
Mont.	-	1	15	3	10	-	0	0	-	-	-	0	1	-	-						
Nev.	-	0	4	1	6	-	0	0	-	-	-	0	1	-	-						
N. Mex.	-	2	6	6	27	-	0	0	-	-	-	0	0	-	-						
Utah	-	1	4	1	6	-	0	0	-	-	-	0	1	2	-						
Wyo.	-	0	1	-	-	-	0	0	-	-	-	0	2	-	-						
PACIFIC	1	19	44	83	175	-	0	2	1	-	-	0	1	1	-						
Alaska	-	0	2	2	1	N	0	0	N	N	N	0	0	N	N						
Calif.	-	15	41	68	147	-	0	2	1	-	-	0	1	1	-						
Hawaii	-	1	3	1	14	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	4	8	9	-	0	0	-	-	-	0	0	-	-						
Wash.	1	1	11	4	4	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	0	-	1	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	-	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


