
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending October 27, 2007 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	9,474	20,471	25,327	838,319	847,822	128	142	658	6,070	6,551	128	82	958	8,850	4,785						
NEW ENGLAND	312	712	1,357	28,542	27,845	-	0	1	2	-	3	4	37	253	344						
Conn.	160	223	829	8,684	8,157	N	0	0	N	N	-	0	37	37	38						
Maine	49	50	74	2,123	1,875	-	0	0	-	-	2	1	6	45	40						
Mass.	-	305	480	12,740	12,505	-	0	0	-	-	-	2	7	80	168						
N.H.	22	39	75	1,750	1,639	-	0	1	2	-	-	1	5	46	40						
R.I.	53	62	106	2,508	2,693	-	0	0	-	-	-	0	3	8	14						
Vt.	28	19	45	737	976	N	0	0	N	N	1	1	3	37	44						
MID. ATLANTIC	1,643	2,717	4,284	117,354	103,684	-	0	0	-	-	9	10	110	1,144	565						
N.J.	-	398	528	16,457	16,744	N	0	0	N	N	-	0	2	9	42						
N.Y. (Upstate)	519	515	2,758	22,094	20,044	N	0	0	N	N	7	3	20	211	140						
N.Y. City	628	951	1,982	41,123	34,107	N	0	0	N	N	-	1	6	76	132						
Pa.	496	758	1,760	37,680	32,789	N	0	0	N	N	2	4	103	848	251						
E.N. CENTRAL	1,366	3,152	6,206	136,705	142,397	-	1	3	26	38	15	18	128	1,490	1,202						
Ill.	703	949	1,367	39,704	44,619	-	0	0	-	-	-	2	13	145	183						
Ind.	259	397	646	17,116	16,411	-	0	0	-	-	3	1	12	89	85						
Mich.	317	705	1,059	28,898	29,640	-	0	3	17	32	3	2	11	154	126						
Ohio	87	733	3,633	35,982	34,612	-	0	2	9	6	9	5	61	507	313						
Wis.	-	365	443	15,005	17,115	N	0	0	N	N	-	6	56	595	495						
W.N. CENTRAL	25	1,215	1,466	49,232	51,392	-	0	54	6	1	22	13	122	1,287	762						
Iowa	-	160	252	6,991	6,911	N	0	0	N	N	4	2	61	568	162						
Kans.	-	155	294	6,545	6,605	N	0	0	N	N	-	1	15	76	75						
Minn.	-	251	314	9,777	10,650	-	0	54	-	-	12	3	34	232	178						
Mo.	-	453	554	18,687	19,082	-	0	1	6	1	3	2	13	126	175						
Nebr.	-	101	183	3,956	4,457	N	0	0	N	N	3	1	21	130	86						
N. Dak.	25	27	61	1,209	1,513	N	0	0	N	N	-	0	11	15	9						
S. Dak.	-	49	84	2,067	2,174	N	0	0	N	N	-	2	15	140	77						
S. ATLANTIC	3,042	3,963	6,760	165,843	162,809	-	0	1	3	4	38	20	68	1,026	989						
Del.	63	64	140	2,777	2,969	-	0	0	-	-	-	0	4	18	13						
D.C.	-	106	166	4,627	2,571	-	0	0	-	-	-	0	2	3	13						
Fla.	1,414	1,135	1,767	48,471	40,873	N	0	0	N	N	25	11	35	557	441						
Ga.	2	641	3,822	20,436	29,360	N	0	0	N	N	4	4	22	194	241						
Md.	364	393	696	16,643	17,625	-	0	1	3	4	2	0	2	28	16						
N.C.	1	562	1,905	23,376	27,976	-	0	0	-	-	5	1	18	101	85						
S.C.	658	503	3,030	26,715	18,929	N	0	0	N	N	-	1	5	61	123						
Va.	524	480	685	20,367	20,109	N	0	0	N	N	2	1	4	54	48						
W. Va.	16	58	94	2,431	2,397	N	0	0	N	N	-	0	5	10	9						
E.S. CENTRAL	623	1,458	2,044	59,026	62,938	-	0	0	-	-	6	3	63	541	151						
Ala.	89	366	575	13,739	19,484	N	0	0	N	N	3	1	14	97	52						
Ky.	-	149	691	6,582	6,649	N	0	0	N	N	-	1	40	240	37						
Miss.	-	346	959	15,786	15,713	N	0	0	N	N	2	0	11	89	24						
Tenn.	534	506	723	22,919	21,092	N	0	0	N	N	1	1	19	115	38						
W.S. CENTRAL	444	2,267	2,968	97,080	96,084	-	0	1	1	1	5	5	41	294	348						
Ark.	234	168	328	7,777	6,817	N	0	0	N	N	-	0	8	28	20						
La.	-	361	853	15,794	15,036	-	0	1	1	1	-	1	4	39	81						
