
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 9, 1998 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	16,097	20,911	174,456	157,059	288	144	102,944	95,185	1,502	973											
NEW ENGLAND	489	666	6,557	6,017	34	21	1,730	2,042	16	27											
Maine	10	25	326	329	1	-	14	14	-	-											
N.H.	14	8	318	264	6	4	31	48	-	3											
Vt.	10	16	128	136	-	-	8	18	-	1											
Mass.	211	279	3,004	2,474	15	14	736	783	16	21											
R.I.	40	55	816	723	3	1	112	182	-	2											
Conn.	204	283	1,965	2,091	9	2	829	997	-	-											
MID. ATLANTIC	4,607	6,654	21,854	19,434	24	8	12,008	12,214	121	104											
Upstate N.Y.	545	1,122	N	N	17	-	1,937	2,091	105	82											
N.Y. City	2,631	3,292	12,578	10,600	2	4	5,382	4,909	-	-											
N.J.	823	1,450	2,743	3,589	5	4	1,806	2,497	-	-											
Pa.	608	790	6,533	5,245	N	-	2,883	2,717	16	22											
E.N. CENTRAL	1,299	1,540	33,492	24,900	48	18	22,150	14,658	163	243											
Ohio	242	305	8,235	7,799	16	3	4,968	4,765	5	5											
Ind.	275	301	2,706	3,043	6	7	1,769	2,103	3	6											
Ill.	495	504	12,170	3,882	14	-	8,541	1,957	7	36											
Mich.	218	347	7,852	6,464	12	4	5,904	4,306	148	182											
Wis.	69	83	2,529	3,712	N	4	968	1,527	-	14											
W.N. CENTRAL	288	434	10,205	10,654	36	24	4,946	4,659	96	23											
Minn.	50	79	1,654	2,363	17	12	570	818	-	-											
Iowa	14	58	1,496	1,708	2	-	461	446	9	11											
Mo.	139	208	4,062	3,937	6	11	2,903	2,581	84	3											
N. Dak.	4	3	290	314	1	1	29	23	-	2											
S. Dak.	7	2	582	376	1	-	101	38	-	-											
Nebr.	32	34	885	683	4	-	328	253	1	1											
Kans.	42	50	1,236	1,273	5	-	554	500	2	6											
S. ATLANTIC	4,121	5,123	36,028	28,929	26	12	29,359	27,945	62	72											
Del.	44	69	885	612	-	1	471	377	-	-											
Md.	488	582	2,810	2,420	9	4	3,137	4,366	3	6											
D.C.	343	343	N	N	-	-	1,237	1,432	-	-											
Va.	284	420	3,169	3,831	N	5	2,141	2,788	1	7											
W. Va.	36	27	907	1,087	N	-	245	333	3	3											
N.C.	273	282	7,776	6,001	7	2	6,649	5,685	10	20											
S.C.	283	264	6,565	3,964	1	-	4,207	3,465	-	17											
Ga.	501	689	8,027	2,574	2	-	6,666	3,625	8	-											
Fla.	1,869	2,447	5,889	8,440	6	-	4,606	5,874	37	19											
E.S. CENTRAL	591	603	12,477	11,454	22	7	11,714	11,589	49	124											
Ky.	87	60	2,153	2,233	5	-	1,203	1,515	7	5											
Tenn.	184	278	4,271	4,268	13	7	3,570	3,639	39	74											
Ala.	183	153	3,322	2,764	4	-	4,168	3,804	3	5											
Miss.	137	112	2,731	2,189	-	-	2,773	2,631	-	40											
W.S. CENTRAL	1,953	2,038	21,602	19,822	16	4	12,683	13,054	441	88											
Ark.	71	83	1,148	920	1	1	1,094	1,561	-	1											
La.	333	403	4,073	2,582	-	-	3,404	2,430	1	65											
Okla.	106	116	3,639	2,579	2	3	1,941	1,641	1	4											
Tex.	1,443	1,436	12,742	13,741	13	-	6,244	7,422	439	18											
MOUNTAIN	526	621	6,657	8,849	23	16	2,528	2,681	280	116											
Mont.	13	16	352	311	1	-	20	14	4	4											
Idaho	12	18	640	520	2	-	53	39	80	15											
Wyo.	2	11	245	178	-	-	11	20	127	40											
Colo.	91	170	-	1,557	3	3	839	683	10	14											
N. Mex.	76	59	1,284	1,232	6	4	248	484	30	26											
Ariz.	200	157	3,315	3,464	N	5	1,213	1,089	1	11											
Utah	45	46	568	541	7	1	52	62	16	2											
Nev.	87	144	253	1,046	4	3	92	290	12	4											
PACIFIC	2,223	3,232	25,584	27,000	59	34	5,826	6,343	274	176											
Wash.	165	240	3,918	3,184	15	11	660	708	8	9											
Oreg.	64	128	1,955	1,635	18	17	269	248	2	2											
Calif.	1,947	2,822	18,385	21,111	26	3	4,661	5,067	222	111											
Alaska	11	18	690	491	-	-	107	159	1	-											
Hawaii	36	24	636	579	N	3	129	161	41	54											
Guam	-	2	8	151	N	-	2	20	-	-											
P.R.	666	517	U	U	-	U	144	229	-	32											
V.I.	15	28	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	-	-	N	N	N	U	7	13	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


