
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending March 2, 2002 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 2002
Meningococcal Disease cummulative for 2001
Mumps cummulative for 2002
Mumps cummulative for 2001
Pertussis cummulative for 2002
Pertussis cummulative for 2001
Rabies, Animal cummulative for 2002
Rabies, Animal cummulative for 2001

tab delimited data:
test
UNITED STATES	274	643	36	26	661	944	512	937													
NEW ENGLAND	23	38	2	-	160	132	86	74													
Maine	2	-	-	-	3	-	5	12													
N.H.	2	3	2	-	1	14	1	1													
Vt.	3	3	-	-	21	17	20	17													
Mass.	13	22	-	-	135	96	27	17													
R.I.	2	-	-	-	-	-	4	8													
Conn.	1	10	-	-	-	5	29	19													
MID. ATLANTIC	30	77	6	2	47	68	86	138													
Upstate N.Y.	11	15	2	1	40	41	69	79													
N.Y. City	4	15	1	1	3	7	4	1													
N.J.	5	30	1	-	-	-	-	19													
Pa.	10	17	2	-	4	20	13	39													
E.N. CENTRAL	42	71	3	2	99	117	2	7													
Ohio	23	20	2	1	71	77	1	-													
Ind.	7	1	-	-	8	3	1	1													
Ill.	-	18	1	1	10	7	-	-													
Mich.	8	20	-	-	9	13	-	2													
Wis.	4	12	-	-	1	17	-	4													
W.N. CENTRAL	11	35	2	1	85	31	25	53													
Minn.	-	-	-	-	10	-	5	12													
Iowa	3	10	-	-	35	5	4	11													
Mo.	5	16	-	-	25	16	1	3													
N. Dak.	-	-	-	-	-	-	-	8													
S. Dak.	2	1	-	-	4	2	-	9													
Nebr.	-	2	-	-	-	-	-	-													
Kans.	1	6	2	1	11	8	15	10													
S. ATLANTIC	53	102	4	2	57	35	226	273													
Del.	1	-	-	-	1	-	3	-													
Md.	1	15	1	1	11	10	38	55													
D.C.	-	-	-	-	-	-	-	-													
Va.	4	12	1	1	15	1	70	57													
W. Va.	-	2	-	-	-	1	10	19													
N.C.	7	22	1	-	9	10	76	69													
S.C.	7	5	1	-	15	4	8	7													
Ga.	8	19	-	-	-	6	19	41													
Fla.	25	27	-	-	6	3	2	25													
E.S. CENTRAL	15	40	4	-	22	24	19	111													
Ky.	2	7	1	-	6	7	3	2													
Tenn.	4	12	1	-	15	11	11	106													
Ala.	8	15	1	-	1	3	5	3													
Miss.	1	6	1	-	-	3	-	-													
W.S. CENTRAL	13	140	3	-	50	3	17	180													
Ark.	5	7	-	-	5	2	-	-													
La.	2	27	-	-	-	-	-	2													
Okla.	5	10	-	-	4	1	17	11													
Tex.	1	96	3	-	41	-	-	167													
MOUNTAIN	28	27	2	4	97	440	22	46													
Mont.	-	-	-	-	2	2	-	5													
Idaho	-	3	1	-	7	78	-	-													
Wyo.	-	-	-	1	1	-	1	14													
Colo.	9	11	-	1	57	105	-	-													
N. Mex.	-	5	-	2	15	9	-	1													
Ariz.	10	4	-	-	9	241	21	26													
Utah	4	2	1	-	5	5	-	-													
Nev.	5	2	-	-	1	-	-	-													
PACIFIC	59	113	10	15	44	94	29	55													
Wash.	10	18	-	-	25	8	-	-													
Oreg.	13	2	N	N	11	2	-	-													
Calif.	33	88	10	8	6	76	13	31													
Alaska	1	1	-	-	2	-	16	24													
Hawaii	2	4	-	7	-	8	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	1	-	-	-	1	13	20													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	-	U	-	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


