
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending October 9, 1999 (WEEK 40)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 1999
Malaria cummulative for 1998
Rabies, Animal cummulative for 1999
Rabies, Animal cummulative for 1998
Salmonellosis, NETSS cummulative for 1999
Salmonellosis, NETSS cummulative for 1998
Salmonellosis, PHLIS cummulative for 1999
Salmonellosis, PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	979	1,146	4,586	5,920	27,463	32,004	21,513	27,144													
NEW ENGLAND	49	47	694	1,187	1,326	1,936	1,382	1,845													
Maine	3	3	132	197	114	141	83	52													
N.H.	2	5	44	70	112	152	118	193													
Vt.	4	1	83	53	77	103	71	81													
Mass.	15	16	164	414	937	1,076	718	1,096													
R.I.	4	4	74	77	86	107	52	34													
Conn.	21	18	197	376	U	357	340	389													
MID. ATLANTIC	220	347	858	1,274	3,121	5,223	2,905	4,860													
Upstate N.Y.	56	75	642	893	1,028	1,274	860	1,144													
N.Y. City	99	198	U	U	1,059	1,575	803	1,286													
N.J.	44	48	143	168	508	1,112	535	1,109													
Pa.	21	26	73	213	526	1,262	707	1,321													
E.N. CENTRAL	92	123	131	110	4,086	5,067	2,698	3,845													
Ohio	18	14	31	51	998	1,206	830	939													
Ind.	18	10	12	9	404	551	322	439													
Ill.	20	50	9	N	1,312	1,570	399	1,205													
Mich.	31	40	76	31	776	923	747	836													
Wis.	5	9	3	19	596	817	400	426													
W.N. CENTRAL	61	75	579	593	1,785	1,823	1,704	1,892													
Minn.	33	42	88	96	525	429	563	517													
Iowa	12	7	135	129	220	310	158	247													
Mo.	12	14	12	34	536	503	731	695													
N. Dak.	-	2	125	119	41	48	4	65													
S. Dak.	-	-	129	134	75	93	58	101													
Nebr.	-	1	3	7	169	152	-	32													
Kans.	4	9	87	74	219	288	190	235													
S. ATLANTIC	278	233	1,677	1,950	6,537	6,295	4,153	4,815													
Del.	1	3	34	38	107	66	120	103													
Md.	78	66	322	381	699	732	725	711													
D.C.	16	15	-	-	62	62	U	U													
Va.	55	48	437	467	1,044	870	789	720													
W. Va.	2	2	90	63	126	120	126	123													
N.C.	24	23	345	484	949	902	1,051	1,098													
S.C.	15	5	119	117	530	457	349	428													
Ga.	21	32	178	247	1,034	1,236	651	1,191													
Fla.	66	39	152	153	1,986	1,850	342	441													
E.S. CENTRAL	21	25	218	234	1,464	1,757	814	1,280													
Ky.	7	5	32	27	319	294	-	124													
Tenn.	7	13	78	122	324	458	429	564													
Ala.	6	5	108	83	471	538	308	475													
Miss.	1	2	-	2	350	467	77	117													
W.S. CENTRAL	15	31	85	26	2,480	3,412	2,557	2,474													
Ark.	2	1	14	26	492	440	120	298													
La.	10	12	-	-	334	444	438	607													
Okla.	2	3	71	N	344	368	212	165													
Tex.	1	15	-	-	1,310	2,160	1,787	1,404													
MOUNTAIN	39	54	165	213	2,385	2,021	1,563	1,716													
Mont.	4	1	52	46	49	67	1	40													
Idaho	3	7	-	N	82	93	56	76													
Wyo.	1	-	40	55	50	57	22	50													
Colo.	14	16	1	32	594	454	537	433													
N. Mex.	2	12	8	5	281	249	208	217													
Ariz.	9	8	52	43	758	633	627	594													
Utah	3	1	7	26	419	281	59	122													
Nev.	3	9	5	6	152	187	53	184													
PACIFIC	204	211	179	333	4,279	4,470	3,737	4,417													
Wash.	22	17	-	-	515	394	617	531													
Oreg.	18	14	1	7	360	243	419	267													
Calif.	156	174	171	303	3,082	3,576	2,457	3,360													
Alaska	1	2	7	23	44	50	8	30													
Hawaii	7	4	-	-	278	207	236	229													
Guam	-	2	-	-	20	29	U	U													
P.R.	-	-	47	40	255	578	U	U													
V.I.	U	U	U	U	U	U	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


