
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 21, 1998 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	38,924	49,734	485,576	415,270	2,694	1,782	292,687	262,691	4,417	3,091											
NEW ENGLAND	1,539	2,104	16,332	15,944	309	246	4,632	5,305	78	52											
Maine	26	50	951	885	35	-	61	60	-	-											
N.H.	28	34	854	723	43	43	79	86	-	-											
Vt.	18	32	375	378	19	17	34	47	1	3											
Mass.	785	729	7,459	6,481	142	142	2,024	1,876	74	42											
R.I.	108	133	2,022	1,792	12	1	360	390	3	7											
Conn.	574	1,126	4,671	5,685	58	43	2,074	2,846	-	-											
MID. ATLANTIC	10,425	15,051	53,796	50,259	267	70	32,406	33,696	329	286											
Upstate N.Y.	1,249	2,264	N	N	200	-	5,842	5,822	247	213											
N.Y. City	5,885	8,005	30,919	24,116	7	12	13,775	12,669	-	-											
N.J.	1,909	2,978	9,791	8,869	60	48	6,545	6,698	-	-											
Pa.	1,382	1,804	13,086	17,274	N	10	6,244	8,507	82	73											
E.N. CENTRAL	2,741	3,695	78,763	56,406	412	305	57,271	36,471	460	487											
Ohio	562	766	22,629	19,986	111	61	14,760	13,056	8	17											
Ind.	448	459	4,656	8,258	93	47	4,349	5,415	7	12											
Ill.	1,044	1,515	24,217	U	105	58	20,172	U	32	83											
Mich.	531	726	17,936	18,341	103	62	13,945	13,665	413	350											
Wis.	156	229	9,325	9,821	N	77	4,045	4,335	-	25											
W.N. CENTRAL	754	1,011	27,327	29,055	458	375	14,103	12,782	266	56											
Minn.	146	175	5,498	5,924	191	197	2,124	2,092	10	4											
Iowa	60	92	2,063	3,943	94	56	660	1,012	8	26											
Mo.	367	506	10,774	10,751	45	60	8,018	6,569	241	10											
N. Dak.	5	10	849	765	11	15	71	64	-	3											
S. Dak.	15	8	1,389	1,213	32	34	205	146	-	-											
Nebr.	59	84	2,354	2,356	54	-	960	1,039	4	2											
Kans.	102	136	4,400	4,103	31	13	2,065	1,860	3	11											
S. ATLANTIC	10,118	12,299	100,012	83,154	243	146	82,203	82,080	168	224											
Del.	122	194	2,291	42	-	2	1,350	1,141	-	-											
Md.	1,400	1,729	6,528	6,504	34	14	8,520	10,167	15	9											
D.C.	751	956	N	N	1	-	3,163	3,930	-	-											
Va.	771	1,010	11,750	10,488	N	42	8,168	7,787	11	25											
W. Va.	72	108	2,298	2,587	12	7	740	830	6	16											
N.C.	704	762	19,851	15,353	54	46	17,097	15,208	20	47											
S.C.	640	688	14,761	11,080	16	9	9,335	10,277	9	37											
Ga.	1,055	1,466	20,382	13,641	73	-	16,955	16,049	9	-											
Fla.	4,603	5,386	22,151	23,459	53	26	16,875	16,691	98	90											
E.S. CENTRAL	1,598	1,741	34,593	31,121	110	39	34,040	31,186	178	321											
Ky.	249	321	5,705	5,545	32	-	3,315	3,584	19	12											
Tenn.	591	677	11,846	11,312	52	33	10,302	9,874	152	216											
Ala.	417	455	9,062	7,512	23	2	11,593	10,504	5	11											
Miss.	341	288	7,980	6,752	3	4	8,830	7,224	2	82											
W.S. CENTRAL	4,758	5,196	67,567	60,244	114	24	41,463	39,302	397	450											
Ark.	177	193	3,500	2,507	11	10	3,516	4,250	10	14											
La.	819	916	13,470	8,893	5	7	11,564	8,666	103	198											
Okla.	256	256	8,387	6,551	22	7	4,634	4,248	14	7											
Tex.	3,506	3,831	42,210	42,293	76	-	21,749	22,138	270	231											
MOUNTAIN	1,360	1,424	28,571	26,431	332	217	8,061	7,178	329	283											
Mont.	26	36	1,204	989	15	-	43	51	7	21											
Idaho	27	48	1,765	1,470	38	23	147	133	87	63											
Wyo.	3	13	616	531	53	55	29	46	63	70											
Colo.	254	346	7,114	6,505	85	64	2,051	2,027	33	31											
N. Mex.	189	146	3,280	3,392	19	13	795	764	89	54											
Ariz.	549	343	10,137	9,452	21	26	3,665	3,170	8	25											
Utah	114	125	1,925	1,552	79	21	204	248	23	5											
Nev.	198	367	2,530	2,540	22	15	1,127	739	19	14											
PACIFIC	5,631	7,213	78,615	62,656	449	360	18,508	14,691	2,212	932											
Wash.	375	570	9,500	8,105	101	104	1,705	1,716	22	25											
Oreg.	146	261	5,269	4,394	98	94	759	659	5	3											
Calif.	4,949	6,256	60,138	47,215	243	147	15,350	11,528	2,130	745											
Alaska	17	43	1,603	1,361	7	-	266	337	1	-											
Hawaii	144	83	2,105	1,581	N	15	428	451	54	159											
Guam	1	2	201	193	N	-	24	27	-	-											
P.R.	1,499	1,715	U	U	6	U	333	496	-	-											
V.I.	31	85	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	1	N	N	N	U	28	20	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


