
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending February 6, 2010 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2010
Legionellosis cummulative for 2009
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2010
Lyme disease cummulative for 2009
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2010
Malaria cummulative for 2009

tab delimited data:
test
UNITED STATES	17	55	163	151	175	58	350	1,984	447	750	12	22	48	73	103						
NEW ENGLAND	1	3	18	4	7	4	66	486	11	125	-	1	4	-	7						
Conn.	1	1	5	3	3	-	0	0	-	-	-	0	3	-	-						
Maine	-	0	3	-	-	4	11	76	6	4	-	0	1	-	-						
Mass.	-	1	9	-	4	-	29	327	-	72	-	0	3	-	6						
N.H.	-	0	2	1	-	-	14	89	-	33	-	0	1	-	-						
R.I.	-	0	4	-	-	-	1	28	-	-	-	0	1	-	-						
Vt.	-	0	1	-	-	-	5	42	5	16	-	0	1	-	1						
MID. ATLANTIC	8	15	69	37	44	25	186	1,097	224	316	3	6	13	24	16						
N.J.	-	2	13	-	5	-	38	378	14	134	-	0	1	-	-						
N.Y. (Upstate)	5	5	29	16	14	12	53	283	48	36	3	1	4	8	5						
N.Y. City	-	3	20	7	2	-	2	25	-	7	-	4	11	10	8						
Pa.	3	6	25	14	23	13	95	637	162	139	-	1	4	6	3						
E.N. CENTRAL	1	10	38	23	41	2	23	223	24	46	-	2	10	2	13						
Ill.	-	1	10	1	1	-	1	11	-	1	-	1	5	-	4						
Ind.	-	1	4	1	5	-	1	7	1	-	-	0	3	-	3						
Mich.	-	2	11	4	9	-	1	10	2	-	-	0	3	1	2						
Ohio	1	4	17	16	22	-	1	5	1	2	-	0	6	1	4						
Wis.	-	1	5	1	4	2	20	205	20	43	-	0	1	-	-						
W.N. CENTRAL	1	2	10	2	2	-	5	76	-	5	-	1	8	7	5						
Iowa	-	0	2	-	1	-	1	14	-	2	-	0	1	1	2						
Kans.	-	0	1	-	1	-	0	2	-	2	-	0	1	1	1						
Minn.	-	0	9	-	-	-	0	76	-	-	-	0	8	-	1						
Mo.	-	1	5	1	-	-	0	1	-	-	-	0	2	2	1						
Nebr.	1	0	2	1	-	-	0	3	-	-	-	0	2	3	-						
N. Dak.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	-	-	0	0	-	1	-	0	1	-	-						
S. ATLANTIC	4	10	21	36	46	26	62	238	169	239	6	6	17	30	39						
Del.	-	0	5	3	-	6	13	65	45	42	-	0	1	-	1						
D.C.	-	0	2	-	1	-	0	5	-	1	-	0	2	-	2						
Fla.	4	4	10	18	15	1	2	11	8	5	3	2	7	16	9						
Ga.	-	1	4	3	12	-	1	6	1	1	-	1	5	2	4						
Md.	-	3	12	7	7	18	26	126	81	166	3	1	13	8	10						
N.C.	-	0	5	-	11	-	0	14	-	5	-	0	5	-	8						
S.C.	-	0	2	-	-	-	0	3	1	2	-	0	1	-	1						
Va.	-	1	5	4	-	-	10	52	31	17	-	1	5	4	4						
W. Va.	-	0	2	1	-	1	0	33	2	-	-	0	1	-	-						
E.S. CENTRAL	-	2	12	9	11	-	1	4	6	2	1	0	3	3	5						
Ala.	-	0	2	-	2	-	0	1	-	-	-	0	3	1	1						
Ky.	-	1	3	3	2	-	0	1	1	-	1	0	3	2	-						
Miss.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	-						
Tenn.	-	1	9	6	7	-	1	4	5	2	-	0	2	-	4						
W.S. CENTRAL	-	2	7	4	1	-	2	10	-	-	1	1	10	1	3						
Ark.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
La.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	1						
Okla.	-	0	2	-	-	-	0	0	-	-	1	0	1	1	-						
Tex.	-	2	6	4	-	-	2	10	-	-	-	1	9	-	2						
MOUNTAIN	1	3	8	9	12	-	1	4	4	2	-	0	6	1	3						
Ariz.	1	1	4	5	4	-	0	2	1	-	-	0	2	1	-						
Colo.	-	0	4	2	-	-	0	1	1	-	-	0	3	-	1						
Idaho	-	0	2	-	1	-	0	3	1	1	-	0	1	-	-						
Mont.	-	0	2	-	2	-	0	1	-	-	-	0	3	-	-						
Nev.	-	0	1	2	3	-	0	1	-	-	-	0	0	-	-						
N. Mex.	-	0	2	-	-	-	0	1	-	-	-	0	0	-	-						
Utah	-	0	4	-	2	-	0	1	1	1	-	0	1	-	2						
Wyo.	-	0	2	-	-	-	0	1	-	-	-	0	0	-	-						
PACIFIC	1	3	19	27	11	1	4	11	9	15	1	3	13	5	12						
Alaska	-	0	1	-	-	-	0	1	-	1	-	0	1	-	-						
Calif.	1	3	19	27	8	-	3	10	5	13	-	2	8	3	10						
Hawaii	-	0	1	-	1	N	0	0	N	N	-	0	1	-	-						
Oreg.	-	0	2	-	1	1	1	4	4	1	-	0	2	-	1						
Wash.	-	0	4	-	1	-	0	3	-	-	1	0	4	2	1						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	1	-	-	N	0	0	N	N	-	0	1	-	1						
V.I.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						

