
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 4, 2000 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	1,012	1,008	10,142	13,912	5,641	5,883	1	55	-	18	73	86									
NEW ENGLAND	83	83	302	295	84	135	-	2	-	4	6	11									
Maine	1	7	19	11	5	1	-	-	-	-	-	-									
N.H.	12	17	18	16	15	15	-	2	-	1	3	1									
Vt.	7	5	10	19	6	4	-	-	-	3	3	-									
Mass.	36	32	111	112	12	42	-	-	-	-	-	8									
R.I.	4	5	22	21	18	33	-	-	-	-	-	-									
Conn.	23	17	122	116	28	40	-	-	-	-	-	2									
MID. ATLANTIC	153	176	984	1,040	757	749	-	14	-	5	19	5									
Upstate N.Y.	83	71	204	233	122	157	-	9	-	-	9	2									
N.Y. City	32	54	307	343	385	227	-	5	-	4	9	3									
N.J.	29	46	154	133	57	115	-	-	-	-	-	-									
Pa.	9	5	319	331	193	250	-	-	-	1	1	-									
E.N. CENTRAL	132	167	1,215	2,552	609	620	-	8	-	-	8	4									
Ohio	47	54	234	567	93	81	-	2	-	-	2	-									
Ind.	27	22	106	93	42	35	-	-	-	-	-	2									
Ill.	48	68	443	675	110	52	-	4	-	-	4	1									
Mich.	7	17	419	1,149	363	423	-	2	-	-	2	1									
Wis.	3	6	13	68	1	29	-	-	-	-	-	-									
W.N. CENTRAL	61	63	669	751	500	279	1	3	-	1	4	1									
Minn.	35	40	177	75	35	48	-	-	-	1	1	1									
Iowa	1	2	64	124	33	37	-	2	-	-	2	-									
Mo.	16	8	295	462	370	163	-	-	-	-	-	-									
N. Dak.	1	1	3	2	2	-	-	-	-	-	-	-									
S. Dak.	1	2	1	9	1	1	-	-	-	-	-	-									
Nebr.	3	4	33	44	37	18	-	-	-	-	-	-									
Kans.	4	6	96	35	22	12	1	1	-	-	1	-									
S. ATLANTIC	266	209	1,303	1,587	1,118	957	-	4	-	-	4	15									
Del.	-	-	-	2	-	1	-	-	-	-	-	-									
Md.	74	53	198	265	104	130	-	-	-	-	-	-									
D.C.	-	4	23	54	28	24	-	-	-	-	-	-									
Va.	35	17	136	149	140	77	-	2	-	-	2	13									
W. Va.	9	7	53	35	13	22	-	-	-	-	-	-									
N.C.	22	31	125	140	208	204	-	-	-	-	-	-									
S.C.	15	5	72	41	21	61	-	-	-	-	-	-									
Ga.	63	55	257	424	197	145	-	-	-	-	-	-									
Fla.	48	37	439	477	407	293	-	2	-	-	2	2									
E.S. CENTRAL	42	53	350	351	390	404	-	-	-	-	-	2									
Ky.	12	6	43	64	64	40	-	-	-	-	-	2									
Tenn.	19	29	122	140	186	197	-	-	-	-	-	-									
Ala.	10	15	52	50	48	79	-	-	-	-	-	-									
Miss.	1	3	133	97	92	88	-	-	-	-	-	-									
W.S. CENTRAL	56	55	1,597	2,680	631	1,013	-	-	-	-	-	12									
Ark.	2	2	104	52	73	71	U	-	U	-	-	5									
La.	11	12	56	201	87	158	-	-	-	-	-	-									
Okla.	41	37	232	445	137	127	-	-	-	-	-	-									
Tex.	2	4	1,205	1,982	334	657	-	-	-	-	-	7									
MOUNTAIN	92	94	846	1,093	464	495	-	11	-	1	12	1									
Mont.	1	3	7	17	7	17	-	-	-	-	-	-									
Idaho	4	1	26	36	7	26	-	-	-	-	-	-									
Wyo.	1	1	39	8	25	12	U	-	U	-	-	-									
Colo.	16	13	176	201	90	85	-	1	-	1	2	-									
N. Mex.	19	18	63	44	93	155	U	-	U	-	-	-									
Ariz.	37	48	422	606	181	121	-	-	-	-	-	1									
Utah	11	7	52	50	20	30	-	3	-	-	3	-									
Nev.	3	3	61	131	41	49	-	7	-	-	7	-									
PACIFIC	127	108	2,876	3,563	1,088	1,231	-	13	-	7	20	35									
Wash.	5	5	254	295	98	62	-	2	-	1	3	5									
Oreg.	28	35	165	217	100	95	-	-	-	-	-	12									
Calif.	30	51	2,433	3,019	870	1,046	-	10	-	3	13	17									
Alaska	41	9	11	11	9	15	-	1	-	-	1	-									
Hawaii	23	8	13	21	11	13	-	-	-	3	3	1									
Guam	-	-	-	1	-	2	-	-	-	-	-	1									
P.R.	4	2	198	279	217	207	-	-	-	-	-	-									
V.I.	U	U	U	U	U	U	U	U	U	U	U	U									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	U	U	U	U	U	U	U	U	U	U	U	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


