
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending December 22, 2012 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2012
Rabies, animal cummulative for 2011
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2012
Salmonellosis cummulative for 2011
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2012
Shiga toxin-producing E. coli(STEC)† cummulative for 2011

tab delimited data:
test
UNITED STATES	12	73	127	3,546	4,256	334	993	1,640	48,814	50,796	35	116	194	5,546	5,874						
NEW ENGLAND	3	7	16	365	338	1	37	73	1,884	2,082	-	4	12	217	210						
Conn.	-	3	8	166	193	-	8	17	425	462	-	1	5	54	56						
Maine	1	1	6	83	65	1	3	11	146	130	-	0	6	31	28						
Mass.	-	0	0	-	-	-	21	54	997	1,039	-	2	7	92	79						
N.H.	1	0	3	29	24	-	2	8	131	176	-	0	4	21	22						
R.I.	-	0	5	28	25	-	2	7	100	191	-	0	1	2	8						
Vt.	1	1	7	59	31	-	1	7	85	84	-	0	2	17	17						
MID. ATLANTIC	2	14	31	730	824	44	89	191	5,026	5,553	6	11	23	595	651						
N.J.	-	0	0	-	-	-	19	48	1,051	1,206	-	2	6	106	142						
N.Y. (Upstate)	2	7	20	417	364	22	23	64	1,265	1,374	5	4	13	221	213						
N.Y. City	-	0	0	-	13	7	20	49	1,155	1,115	1	1	7	83	88						
Pa.	-	7	15	313	447	15	26	78	1,555	1,858	-	3	11	185	208						
E.N. CENTRAL	-	2	13	154	195	19	93	211	4,980	5,071	10	15	66	977	1,012						
Ill.	-	1	6	63	51	-	33	79	1,855	1,669	-	3	12	180	239						
Ind.	-	0	2	7	28	-	13	39	681	629	-	2	23	162	131						
Mich.	-	0	5	45	65	6	15	46	865	849	1	3	41	276	151						
Ohio	-	0	7	39	51	13	24	53	1,290	1,177	9	3	20	233	180						
Wis.	N	0	0	N	N	-	4	17	289	747	-	2	13	126	311						
W.N. CENTRAL	-	3	18	201	187	2	48	115	2,642	2,956	-	15	31	731	1,011						
Iowa	-	0	5	32	25	2	9	30	602	445	-	3	15	179	186						
Kans.	-	1	4	52	31	-	9	19	472	457	-	2	7	88	106						
Minn.	-	0	1	-	56	-	0	7	-	710	-	0	0	-	285						
Mo.	-	0	3	30	29	-	19	48	1,081	895	-	5	20	310	281						
Nebr.	-	0	0	-	33	-	4	26	270	249	-	1	8	75	103						
N. Dak.	-	0	13	30	13	-	1	19	57	40	-	0	4	34	9						
S. Dak.	-	1	7	57	-	-	3	9	160	160	-	1	4	45	41						
S. ATLANTIC	-	19	45	975	1,113	150	278	603	14,866	14,994	5	12	69	706	612						
Del.	-	0	0	-	-	-	2	10	143	175	-	0	2	13	16						
D.C.	-	0	0	-	-	-	0	3	35	89	-	0	1	4	6						
Fla.	-	0	34	103	120	104	115	274	6,459	5,828	2	4	10	222	102						
Ga.	-	0	0	-	-	23	46	125	2,640	2,625	-	2	9	123	122						
Md.	-	6	16	305	299	3	16	43	912	1,002	1	1	5	74	71						
N.C.	-	0	0	-	-	2	28	166	2,129	2,459	2	1	60	155	152						
S.C.	N	0	0	N	N	11	23	66	1,335	1,551	-	0	7	24	18						
Va.	-	11	23	507	595	7	22	57	1,071	1,151	-	1	7	81	116						
W. Va.	-	1	6	60	99	-	3	52	142	114	-	0	2	10	9						
E.S. CENTRAL	-	1	5	70	161	16	61	202	3,914	4,303	4	5	14	273	294						
Ala.	-	1	5	53	82	6	18	52	1,056	1,253	1	1	5	58	74						
Ky.	-	0	3	15	16	-	7	47	527	593	-	1	9	75	75						
Miss.	-	0	1	2	-	-	16	67	1,249	1,425	-	0	3	26	37						
Tenn.	-	0	1	-	63	10	18	69	1,082	1,032	3	2	12	114	108						
W.S. CENTRAL	7	11	58	754	1,120	77	136	408	7,515	7,959	6	10	92	542	563						
Ark.	3	0	35	128	57	12	16	229	1,381	819	-	1	4	55	61						
La.	-	0	0	-	6	-	24	58	1,326	1,424	-	0	3	25	20						
Okla.	1	0	23	74	55	7	15	102	728	725	5	2	16	99	72						
Tex.	3	10	29	552	1,002	58	80	227	4,080	4,991	1	7	76	363	410						
MOUNTAIN	-	1	16	97	72	8	45	82	2,270	2,563	1	11	41	681	697						
Ariz.	N	0	0	N	N	8	14	29	789	873	-	3	8	152	123						
Colo.	-	0	0	-	-	-	10	19	501	518	-	3	9	169	168						
Idaho	-	0	15	23	6	-	2	7	116	140	1	1	14	120	117						
Mont.	N	0	0	N	N	-	1	8	89	118	-	0	5	37	36						
Nev.	-	0	4	16	17	-	3	12	158	171	-	0	5	31	41						
N. Mex.	-	0	5	43	16	-	5	16	310	336	-	1	5	52	43						
Utah	-	0	2	15	7	-	4	15	249	334	-	1	14	98	140						
Wyo.	-	0	0	-	26	-	1	8	58	73	-	0	3	22	29						
PACIFIC	-	4	12	200	246	17	107	211	5,717	5,315	3	15	40	824	824						
Alaska	-	0	1	6	14	1	1	5	61	54	-	0	0	-	-						
Calif.	-	3	11	180	215	2	72	161	4,140	4,023	-	8	19	404	502						
Hawaii	-	0	0	-	-	-	4	58	337	330	-	0	2	16	9						
Oreg.	-	0	2	14	17	-	7	16	387	361	-	3	11	191	133						
Wash.	-	0	11	-	-	14	14	56	792	547	3	3	24	213	180						
Amer. Samoa	N	0	0	N	N	-	1	2	4	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	19	-	0	0	-	-						
P.R.	-	0	5	27	47	-	0	7	32	462	-	0	2	2	-						
V.I.	-	0	0	-	-	-	0	6	-	6	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes E. coli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


