
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending January 7, 2006 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	44	77	167	44	65	10	100	139	10	94	8	35	109	8	19						
NEW ENGLAND	-	9	22	-	11	1	4	12	1	3	-	1	10	-	-						
Conn.	-	1	3	-	3	-	0	5	-	-	-	0	8	-	-						
Maine	-	0	1	-	-	-	0	2	-	-	-	0	1	-	-						
Mass.	-	6	13	-	8	1	3	10	1	3	-	1	4	-	-						
N.H.	-	1	12	-	-	-	0	3	-	-	-	0	1	-	-						
R.I.	-	0	4	-	-	-	0	2	-	-	-	0	6	-	-						
Vt.	-	0	1	-	-	-	0	1	-	-	-	0	3	-	-						
MID. ATLANTIC	1	13	24	1	6	1	14	37	1	29	2	10	52	2	6						
N.J.	-	3	10	-	4	-	6	26	-	20	-	1	12	-	2						
N.Y. (Upstate)	-	2	8	-	-	-	2	7	-	-	-	3	25	-	-						
N.Y. City	-	5	12	-	1	-	2	7	-	2	-	1	20	-	-						
Pa.	1	2	6	1	1	1	4	9	1	7	2	5	17	2	4						
E.N. CENTRAL	1	7	16	1	8	1	10	25	1	6	1	6	23	1	5						
Ill.	-	1	9	-	3	-	2	7	-	1	-	0	3	-	-						
Ind.	-	1	10	-	-	-	0	11	-	-	-	0	5	-	-						
Mich.	-	2	11	-	3	-	4	7	-	4	1	2	6	1	4						
Ohio	1	1	7	1	1	1	2	8	1	1	-	3	19	-	-						
Wis.	-	1	4	-	1	-	0	6	-	-	-	0	2	-	1						
