
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending October 20, 2012 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2012
Hepatitis (Viral Acute), Type A cummulative for 2011
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2012
Hepatitis (Viral Acute), Type B cummulative for 2011
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2012
Hepatitis (Viral Acute), Type C cummulative for 2011

tab delimited data:
test
UNITED STATES	12	25	58	1,122	1,110	25	51	131	2,068	2,286	12	29	65	1,189	971						
NEW ENGLAND	-	1	7	61	66	-	2	6	74	81	-	1	5	56	70						
Conn.	-	0	2	18	17	-	0	2	15	15	-	1	4	30	41						
Maine	-	0	2	9	5	-	0	2	7	8	-	0	3	4	7						
Mass.	-	1	3	26	34	-	1	3	42	56	-	0	2	17	18						
N.H.	-	0	1	5	-	-	0	2	8	2	N	0	0	N	N						
R.I.	-	0	1	1	4	U	0	0	U	U	U	0	0	U	U						
Vt.	-	0	1	2	6	-	0	1	2	-	-	0	2	5	4						
MID. ATLANTIC	1	4	10	165	213	4	4	9	187	243	-	3	8	134	107						
N.J.	-	1	2	24	69	-	1	4	51	59	-	1	4	31	39						
N.Y. (Upstate)	1	1	4	59	38	2	1	4	36	40	-	1	5	58	34						
N.Y. City	-	1	4	33	57	-	1	5	51	70	-	0	2	7	6						
Pa.	-	1	5	49	49	2	1	4	49	74	-	1	3	38	28						
E.N. CENTRAL	2	3	9	161	171	3	7	16	325	294	-	3	10	164	129						
Ill.	-	1	5	51	53	-	1	5	59	71	-	0	2	11	5						
Ind.	-	0	2	5	17	-	1	6	64	57	-	1	6	65	79						
Mich.	-	1	6	65	60	-	1	5	44	70	-	1	5	69	25						
Ohio	2	0	2	26	34	3	2	9	145	82	-	0	2	7	5						
Wis.	-	0	1	14	7	-	0	3	13	14	-	0	2	12	15						
W.N. CENTRAL	-	1	18	51	35	-	2	12	71	92	-	0	15	16	17						
Iowa	-	0	1	3	7	-	0	2	8	11	-	0	0	-	-						
Kans.	-	0	2	11	3	-	0	1	6	11	-	0	2	9	5						
Minn.	-	0	18	-	9	-	0	11	-	9	-	0	15	-	2						
Mo.	-	0	3	19	9	-	1	4	50	48	-	0	1	5	8						
Nebr.	-	0	3	16	5	-	0	1	7	12	-	0	1	1	2						
